,ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile,Prosody,Morphemes,asjp_forms,asjp_segs
120,XiAn-Liu-2007-201-96-1,,XiAn,Liu-2007-201-96,ɕi²¹ fur⁰,ɕi²¹ fur⁰,ɕ i ²¹ + f u ⁰,,Liu2007,,,,,i n t + i n t,,S i   f u , S f i u
121,XiAn-Liu-2007-201-96-2,,XiAn,Liu-2007-201-96,pʰo²⁴ niɑŋ⁰,pʰo²⁴ niɑŋ⁰,pʰ o ²⁴ + n j ɑ ŋ ⁰,,Liu2007,,,,,i n t + i m n c t,,ph~ o   n y o N , N n o ph~ y
122,XiAn-Liu-2007-201-96-3,,XiAn,Liu-2007-201-96,uɑ⁴⁴ tʰɑ²⁴ mɑ²¹,uɑ⁴⁴ tʰɑ²⁴ mɑ²¹,w ɑ ⁴⁴ + tʰ ɑ ²⁴ + m ɑ ²¹,,Liu2007,,,,,m n t + i n t + i n t,,w o   th~ o   m o , m o th~ w
123,XiAn-Liu-2007-201-96-4,,XiAn,Liu-2007-201-96,u²¹ ni⁰ ʐẽ²⁴,u²¹ ni⁰ ʐẽ²⁴,u ²¹ + n i ⁰ + ʐ ẽ ²⁴,,Liu2007,,,,,n t + i n t + i n t,,u   n i   Z e* , Z e* i n u
124,Chengdu-Liu-2007-201-96-1,,Chengdu,Liu-2007-201-96,lau⁵³⁻⁴⁵ pʰo²¹,lau⁵³⁻⁴⁵ pʰo²¹,l au ⁵³ + pʰ o ²¹,,Liu2007,,,,,i n t + i n t,,l au   ph~ o , au l o ph~
125,Chengdu-Liu-2007-201-96-2,,Chengdu,Liu-2007-201-96,lau⁵³⁻⁴⁵ ȵiər²¹,lau⁵³⁻⁴⁵ ȵiər²¹,l au ⁵³ + ɲ j ə ²¹,,Liu2007,,,,,i n t + i m n t,,l au   5 y 3 , 3 5 au l y
126,Chengdu-Liu-2007-201-96-3,,Chengdu,Liu-2007-201-96,ȵy⁵³⁻⁴⁵ li⁵⁵,ȵy⁵³⁻⁴⁵ li⁵⁵,ɲ y ⁵³ + l i ⁵⁵,,Liu2007,,,,,i n t + i n t,,5 i   l i , 5 i l
127,Nanjing-Liu-2007-201-96-1,,Nanjing,Liu-2007-201-96,lɔ¹¹ pʰo¹³,lɔ¹¹ pʰo¹³,l ɔ ¹¹ + pʰ o ¹³,,Liu2007,,,,,i n t + i n t,,l o   ph~ o , l o ph~
128,Jixi-Liu-2007-201-96-1,,Jixi,Liu-2007-201-96,nɤ²¹³⁻³² y³¹⁻²¹,nɤ²¹³⁻³² y³¹⁻²¹,n ɤ ²¹³ + y ³¹,,Liu2007,,,,,i n t + n t,,n o   i , i n o
129,Jixi-Liu-2007-201-96-2,,Jixi,Liu-2007-201-96,ȵy²¹³ iɑ̃⁴⁴,ȵy²¹³ iɑ̃⁴⁴,ɲ y ²¹³ + j ɑ̃ ⁴⁴,,Liu2007,,,,,i n t + i n t,,5 i   y o* , 5 i o* y
130,Suzhou-Liu-2007-201-96-1,,Suzhou,Liu-2007-201-96,kɑ⁴⁴ tsʯ⁵²⁻⁴⁴ bu¹³⁻²¹,kɑ⁴⁴ tsʯ⁵²⁻⁴⁴ bu¹³⁻²¹,k ɑ ⁴⁴ + ts ʯ ⁵² + b u ¹³,,Liu2007,,,,,i n t + i n t + i n t,,k o   ts   b u , b k o ts u
131,Wenzhou-Liu-2007-201-96-1,,Wenzhou,Liu-2007-201-96,lə²⁴⁻⁴² y⁴⁴⁻²¹,lə²⁴⁻⁴² y⁴⁴⁻²¹,l ə ²⁴ + y ⁴⁴,,Liu2007,,,,,i n t + n t,,l 3   i , 3 i l
132,Changsha-Liu-2007-201-96-1,,Changsha,Liu-2007-201-96,tɕʰi³³ tsɿ⁰,tɕʰi³³ tsɿ⁰,tɕʰ i ³³ + ts ɿ ⁰,,Liu2007,,,,,i n t + i n t,,tSh~ i   ts , i tSh~ ts
133,Changsha-Liu-2007-201-96-2,,Changsha,Liu-2007-201-96,tan¹³ kʰə⁰,tan¹³ kʰə⁰,t a n ¹³ + kʰ ə ⁰,,Liu2007,,,,,i n c t + i n t,,t a n   kh~ 3 , 3 a kh~ n t
134,Changsha-Liu-2007-201-96-3,,Changsha,Liu-2007-201-96,lei¹¹ tan³³ tɕia³³,lei¹¹ tan³³ tɕia³³,l ei ¹¹ + t a n ³³ + tɕ j a ³³,,Liu2007,,,,,i n t + i n c t + i m n t,,l ei   t a n   tS y a , a ei l n t tS y
135,Changsha-Liu-2007-201-96-4,,Changsha,Liu-2007-201-96,po¹³ po⁰ tsɿ⁰,po¹³ po⁰ tsɿ⁰,p o ¹³ + p o ⁰ + ts ɿ ⁰,,Liu2007,,,,,i n t + i n t + i n t,,p o   p o   ts , o p ts
136,Loudi-Liu-2007-201-96-1,,Loudi,Liu-2007-201-96,tʰɔŋ¹³ ke¹³⁻³³,tʰɔŋ¹³ ke¹³⁻³³,tʰ ɔ ŋ ¹³ + k e ¹³,,Liu2007,,,,,i n c t + i n t,,th~ o N   k e , N e k o th~
137,Nanchang-Liu-2007-201-96-1,,Nanchang,Liu-2007-201-96,tɕʰi⁴² tsɿ⁰,tɕʰi⁴² tsɿ⁰,tɕʰ i ⁴² + ts ɿ ⁰,,Liu2007,,,,,i n t + i n t,,tSh~ i   ts , i tSh~ ts
138,Nanchang-Liu-2007-201-96-2,,Nanchang,Liu-2007-201-96,lau²¹³ pʰo⁰,lau²¹³ pʰo⁰,l au ²¹³ + pʰ o ⁰,,Liu2007,,,,,i n t + i n t,,l au   ph~ o , au l o ph~
139,Meixian-Liu-2007-201-96-1,,Meixian,Liu-2007-201-96,lau³¹ pʰo¹¹,lau³¹ pʰo¹¹,l au ³¹ + pʰ o ¹¹,,Liu2007,,,,,i n t + i n t,,l au   ph~ o , au l o ph~
140,Guilin-Liu-2007-201-96-1,,Guilin,Liu-2007-201-96,lɑu²³ puo²²,lɑu²³ puo²²,l ɑu ²³ + p w o ²²,,Liu2007,,,,,i n t + i m n t,,l ou   p w o , l o ou p w
141,Guangzhou-Liu-2007-201-96-1,,Guangzhou,Liu-2007-201-96,tsʰɐi⁵³ tsi³⁵,tsʰɐi⁵³ tsi³⁵,tsʰ ɐi ⁵³ + ts i ³⁵,,Liu2007,,,,,i n t + i n t,,tsh~ ai   ts i , ai i ts tsh~
142,Fuzhou-Liu-2007-201-96-1,,Fuzhou,Liu-2007-201-96,lo³²⁻³⁵ lieu³²,lo³²⁻³⁵ lieu³²,l o ³² + l j eu ³²,,Liu2007,,,,,i n t + i m n t,,l o   l y eu , eu l o y
143,Fuzhou-Liu-2007-201-96-2,,Fuzhou,Liu-2007-201-96,lau²⁴²⁻⁵³ ma³²,lau²⁴²⁻⁵³ ma³²,l au ²⁴² + m a ³²,,Liu2007,,,,,i n t + i n t,,l au   m a , a au l m
144,Fuzhou-Liu-2007-201-96-3,,Fuzhou,Liu-2007-201-96,lau²⁴²⁻⁵⁵ pʰo⁵³,lau²⁴²⁻⁵⁵ pʰo⁵³,l au ²⁴² + pʰ o ⁵³,,Liu2007,,,,,i n t + i n t,,l au   ph~ o , au l o ph~
145,Fuzhou-Liu-2007-201-96-4,,Fuzhou,Liu-2007-201-96,tsʰuo²¹²⁻⁵³ lie³²,tsʰuo²¹²⁻⁵³ lie³²,tsʰ w o ²¹² + l j e ³²,,Liu2007,,,,,i m n t + i m n t,,tsh~ w o   l y e , e l o tsh~ w y
146,Xiamen-Liu-2007-201-96-1,,Xiamen,Liu-2007-201-96,bɔ⁵³,bɔ⁵³,b ɔ ⁵³,,Liu2007,,,,,i n t,,b o , b o
147,Beijing-Liu-2007-201-97-1,,Beijing,Liu-2007-201-97,tɕʰyɛn³⁵ pu⁵¹,tɕʰyɛn³⁵ pu⁵¹,tɕʰ ɥ ɛ n ³⁵ + p u ⁵¹,,Liu2007,,,,,i m n c t + i n t,,tSh~ y E n   p u , E n p tSh~ u y
148,Haerbin-Liu-2007-201-97-1,,Haerbin,Liu-2007-201-97,tɕʰyan²⁴ pu⁵³,tɕʰyan²⁴ pu⁵³,tɕʰ ɥ a n ²⁴ + p u ⁵³,,Liu2007,,,,,i m n c t + i n t,,tSh~ y a n   p u , a n p tSh~ u y
149,Jinan-Liu-2007-201-97-1,,Jinan,Liu-2007-201-97,tɕʰyæ̃⁵³ pu³¹,tɕʰyæ̃⁵³ pu³¹,tɕʰ ɥ æ̃ ⁵³ + p u ³¹,,Liu2007,,,,,i m n t + i n t,,tSh~ y E*   p u , E* p tSh~ u y
150,Rongcheng-Liu-2007-201-97-1,,Rongcheng,Liu-2007-201-97,tsʰiɐn³⁵ pur³³⁴,tsʰiɐn³⁵ pur³³⁴,tsʰ j ɐ n ³⁵ + p u ³³⁴,,Liu2007,,,,,i m n c t + i n t,,tsh~ y a n   p u , a n p tsh~ u y
151,Taiyuan-Liu-2007-201-97-1,,Taiyuan,Liu-2007-201-97,tɕʰye²¹ pu⁴⁵,tɕʰye²¹ pu⁴⁵,tɕʰ ɥ e ²¹ + p u ⁴⁵,,Liu2007,,,,,i m n t + i n t,,tSh~ y e   p u , e p tSh~ u y
152,XiAn-Liu-2007-201-97-1,,XiAn,Liu-2007-201-97,tsʰuæ̃²⁴ pu⁴⁴,tsʰuæ̃²⁴ pu⁴⁴,tsʰ w æ̃ ²⁴ + p u ⁴⁴,,Liu2007,,,,,i m n t + i n t,,tsh~ w E*   p u , E* p tsh~ u w
153,Chengdu-Liu-2007-201-97-1,,Chengdu,Liu-2007-201-97,tɕʰyan²¹⁻⁵⁵ pu²¹³⁻²¹,tɕʰyan²¹⁻⁵⁵ pu²¹³⁻²¹,tɕʰ ɥ a n ²¹ + p u ²¹³,,Liu2007,,,,,i m n c t + i n t,,tSh~ y a n   p u , a n p tSh~ u y
154,Nanjing-Liu-2007-201-97-1,,Nanjing,Liu-2007-201-97,tɕʰyen¹³ pu⁴⁴,tɕʰyen¹³ pu⁴⁴,tɕʰ ɥ e n ¹³ + p u ⁴⁴,,Liu2007,,,,,i m n c t + i n t,,tSh~ y e n   p u , e n p tSh~ u y
155,Jixi-Liu-2007-201-97-1,,Jixi,Liu-2007-201-97,tɕʰyẽ⁴⁴⁻³⁵ pʰu³¹,tɕʰyẽ⁴⁴⁻³⁵ pʰu³¹,tɕʰ ɥ ẽ ⁴⁴ + pʰ u ³¹,,Liu2007,,,,,i m n t + i n t,,tSh~ y e*   ph~ u , e* ph~ tSh~ u y
156,Suzhou-Liu-2007-201-97-1,,Suzhou,Liu-2007-201-97,ziɪ¹³ bu²³¹⁻²¹,ziɪ¹³ bu²³¹⁻²¹,z j ɪ ¹³ + b u ²³¹,,Liu2007,,,,,i m n t + i n t,,z y i   b u , b i u y z
157,Wenzhou-Liu-2007-201-97-1,,Wenzhou,Liu-2007-201-97,jy³⁴¹⁻²⁴ bu²⁴⁻²²,jy³⁴¹⁻²⁴ bu²⁴⁻²²,j y ³⁴¹ + b u ²⁴,,Liu2007,,,,,i n t + i n t,,y i   b u , b i u y
158,Changsha-Liu-2007-201-97-1,,Changsha,Liu-2007-201-97,tɕʰyẽ¹³ pu¹¹,tɕʰyẽ¹³ pu¹¹,tɕʰ ɥ ẽ ¹³ + p u ¹¹,,Liu2007,,,,,i m n t + i n t,,tSh~ y e*   p u , e* p tSh~ u y
159,Loudi-Liu-2007-201-97-1,,Loudi,Liu-2007-201-97,dzuĩ¹³ bu¹¹,dzuĩ¹³ bu¹¹,dz w ĩ ¹³ + b u ¹¹,,Liu2007,,,,,i m n t + i n t,,dz w i*   b u , b dz i* u w
160,Nanchang-Liu-2007-201-97-1,,Nanchang,Liu-2007-201-97,tɕʰyon²⁴ pu⁰,tɕʰyon²⁴ pu⁰,tɕʰ ɥ o n ²⁴ + p u ⁰,,Liu2007,,,,,i m n c t + i n t,,tSh~ y o n   p u , n o p tSh~ u y
161,Meixian-Liu-2007-201-97-1,,Meixian,Liu-2007-201-97,tɕʰien¹¹ pʰu⁵³,tɕʰien¹¹ pʰu⁵³,tɕʰ j e n ¹¹ + pʰ u ⁵³,,Liu2007,,,,,i m n c t + i n t,,tSh~ y e n   ph~ u , e n ph~ tSh~ u y
162,Guilin-Liu-2007-201-97-1,,Guilin,Liu-2007-201-97,tɕyã²² pu²¹,tɕyã²² pu²¹,tɕ ɥ ã ²² + p u ²¹,,Liu2007,,,,,i m n t + i n t,,tS y a*   p u , a* p tS u y
163,Guangzhou-Liu-2007-201-97-1,,Guangzhou,Liu-2007-201-97,tsʰyn²¹ pou²²,tsʰyn²¹ pou²²,tsʰ y n ²¹ + p ou ²²,,Liu2007,,,,,i n c t + i n t,,tsh~ i n   p ou , i n ou p tsh~
164,Fuzhou-Liu-2007-201-97-1,,Fuzhou,Liu-2007-201-97,ko²¹²⁻²¹ louŋ⁵³⁻²¹ ŋa²⁴²,ko²¹²⁻²¹ louŋ⁵³⁻²¹ ŋa²⁴²,k o ²¹² + l ou ŋ ⁵³ + ŋ a ²⁴²,,Liu2007,,,,,i n t + i n c t + i n t,,k o   l ou N   N a , N a k l o ou
165,Xiamen-Liu-2007-201-97-1,,Xiamen,Liu-2007-201-97,tsuan²⁴⁻²² pɔ²²,tsuan²⁴⁻²² pɔ²²,ts w a n ²⁴ + p ɔ ²²,,Liu2007,,,,,i m n c t + i n t,,ts w a n   p o , a n o p ts w
166,Beijing-Liu-2007-201-98-1,,Beijing,Liu-2007-201-98,ʐɤ⁵¹,ʐɤ⁵¹,ʐ ɤ ⁵¹,,Liu2007,,,,,i n t,,Z o , Z o
167,Haerbin-Liu-2007-201-98-1,,Haerbin,Liu-2007-201-98,ʐy⁵³,ʐy⁵³,ʐ y ⁵³,,Liu2007,,,,,i n t,,Z i , Z i
168,Jinan-Liu-2007-201-98-1,,Jinan,Liu-2007-201-98,ʐy³¹,ʐy³¹,ʐ y ³¹,,Liu2007,,,,,i n t,,Z i , Z i
169,Rongcheng-Liu-2007-201-98-1,,Rongcheng,Liu-2007-201-98,iɛ²¹⁴,iɛ²¹⁴,j ɛ ²¹⁴,,Liu2007,,,,,m n t,,y E , E y
170,Taiyuan-Liu-2007-201-98-1,,Taiyuan,Liu-2007-201-98,zəʔ²,zəʔ²,z ə ʔ ²,,Liu2007,,,,,i n c t,,z 3 7 , 3 7 z
171,XiAn-Liu-2007-201-98-1,,XiAn,Liu-2007-201-98,ʐɤ²¹,ʐɤ²¹,ʐ ɤ ²¹,,Liu2007,,,,,i n t,,Z o , Z o
172,Chengdu-Liu-2007-201-98-1,,Chengdu,Liu-2007-201-98,ze²¹,ze²¹,z e ²¹,,Liu2007,,,,,i n t,,z e , e z
173,Nanjing-Liu-2007-201-98-1,,Nanjing,Liu-2007-201-98,ʐeʔ⁵,ʐeʔ⁵,ʐ e ʔ ⁵,,Liu2007,,,,,i n c t,,Z e 7 , 7 Z e
174,Jixi-Liu-2007-201-98-1,,Jixi,Liu-2007-201-98,ȵiaʔ³²*,ȵiaʔ³²*,ɲ j a ʔ ³²,,Liu2007,,,,,i m n c t,,5 y a 7 , 5 7 a y
175,Suzhou-Liu-2007-201-98-1,,Suzhou,Liu-2007-201-98,ȵiɛʔ²³*,ȵiɛʔ²³*,ɲ j ɛ ʔ ²³,,Liu2007,,,,,i m n c t,,5 y E 7 , 5 7 E y
176,Wenzhou-Liu-2007-201-98-1,,Wenzhou,Liu-2007-201-98,ȵi²¹,ȵi²¹,ɲ i ²¹,,Liu2007,,,,,i n t,,5 i , 5 i
177,Changsha-Liu-2007-201-98-1,,Changsha,Liu-2007-201-98,ye²⁴,ye²⁴,ɥ e ²⁴,,Liu2007,,,,,m n t,,y e , e y
178,Loudi-Liu-2007-201-98-1,,Loudi,Liu-2007-201-98,ie¹³,ie¹³,j e ¹³,,Liu2007,,,,,m n t,,y e , e y
179,Nanchang-Liu-2007-201-98-1,,Nanchang,Liu-2007-201-98,lɛt⁵,lɛt⁵,l ɛ t ⁵,,Liu2007,,,,,i n c t,,l E t , E l t
180,Meixian-Liu-2007-201-98-1,,Meixian,Liu-2007-201-98,sau³³,sau³³,s au ³³,,Liu2007,,,,,i n t,,s au , au s
181,Guilin-Liu-2007-201-98-1,,Guilin,Liu-2007-201-98,lie⁵⁵,lie⁵⁵,l j e ⁵⁵,,Liu2007,,,,,i m n t,,l y e , e l y
182,Guangzhou-Liu-2007-201-98-1,,Guangzhou,Liu-2007-201-98,it²,it²,i t ²,,Liu2007,,,,,n c t,,i t , i t
183,Fuzhou-Liu-2007-201-98-1,,Fuzhou,Liu-2007-201-98,ieʔ⁵,ieʔ⁵,j e ʔ ⁵,,Liu2007,,,,,m n c t,,y e 7 , 7 e y
184,Xiamen-Liu-2007-201-98-1,,Xiamen,Liu-2007-201-98,liat⁵,liat⁵,l j a t ⁵,,Liu2007,,,,,i m n c t,,l y a t , a l t y
185,Beijing-Liu-2007-201-99-1,,Beijing,Liu-2007-201-99,ʐən³⁵,ʐən³⁵,ʐ ə n ³⁵,,Liu2007,,,,,i n c t,,Z 3 n , 3 Z n
186,Haerbin-Liu-2007-201-99-1,,Haerbin,Liu-2007-201-99,in²⁴,in²⁴,i n ²⁴,,Liu2007,,,,,n c t,,i n , i n
187,Jinan-Liu-2007-201-99-1,,Jinan,Liu-2007-201-99,ʐẽ⁵³,ʐẽ⁵³,ʐ ẽ ⁵³,,Liu2007,,,,,i n t,,Z e* , Z e*
188,Rongcheng-Liu-2007-201-99-1,,Rongcheng,Liu-2007-201-99,in⁵²,in⁵²,i n ⁵²,,Liu2007,,,,,n c t,,i n , i n
189,Taiyuan-Liu-2007-201-99-1,,Taiyuan,Liu-2007-201-99,zəŋ²¹,zəŋ²¹,z ə ŋ ²¹,,Liu2007,,,,,i n c t,,z 3 N , 3 N z
190,XiAn-Liu-2007-201-99-1,,XiAn,Liu-2007-201-99,ʐẽ²⁴,ʐẽ²⁴,ʐ ẽ ²⁴,,Liu2007,,,,,i n t,,Z e* , Z e*
191,Chengdu-Liu-2007-201-99-1,,Chengdu,Liu-2007-201-99,zən²¹,zən²¹,z ə n ²¹,,Liu2007,,,,,i n c t,,z 3 n , 3 n z
192,Nanjing-Liu-2007-201-99-1,,Nanjing,Liu-2007-201-99,ʐɛn¹³,ʐɛn¹³,ʐ ɛ n ¹³,,Liu2007,,,,,i n c t,,Z E n , E Z n
193,Jixi-Liu-2007-201-99-1,,Jixi,Liu-2007-201-99,iɑ̃⁴⁴,iɑ̃⁴⁴,j ɑ̃ ⁴⁴,,Liu2007,,,,,m n t,,y o* , o* y
194,Suzhou-Liu-2007-201-99-1,,Suzhou,Liu-2007-201-99,ȵin¹³,ȵin¹³,ɲ i n ¹³,,Liu2007,,,,,i n c t,,5 i n , 5 i n
195,Wenzhou-Liu-2007-201-99-1,,Wenzhou,Liu-2007-201-99,naŋ³⁴¹,naŋ³⁴¹,n a ŋ ³⁴¹,,Liu2007,,,,,i n c t,,n a N , N a n
196,Changsha-Liu-2007-201-99-1,,Changsha,Liu-2007-201-99,ʐən¹³,ʐən¹³,ʐ ə n ¹³,,Liu2007,,,,,i n c t,,Z 3 n , 3 Z n
197,Loudi-Liu-2007-201-99-1,,Loudi,Liu-2007-201-99,nin¹³,nin¹³,n i n ¹³,,Liu2007,,,,,i n c t,,n i n , i n
198,Nanchang-Liu-2007-201-99-1,,Nanchang,Liu-2007-201-99,lɨn⁴⁵,lɨn⁴⁵,l ɨ n ⁴⁵,,Liu2007,,,,,i n c t,,l 3 n , 3 l n
199,Meixian-Liu-2007-201-99-1,,Meixian,Liu-2007-201-99,ŋin¹¹,ŋin¹¹,ŋ i n ¹¹,,Liu2007,,,,,i n c t,,N i n , N i n
200,Guilin-Liu-2007-201-99-1,,Guilin,Liu-2007-201-99,liŋ²²,liŋ²²,l i ŋ ²²,,Liu2007,,,,,i n c t,,l i N , N i l
201,Guangzhou-Liu-2007-201-99-1,,Guangzhou,Liu-2007-201-99,iɐn²¹,iɐn²¹,j ɐ n ²¹,,Liu2007,,,,,i n c t,,y a n , a n y
202,Fuzhou-Liu-2007-201-99-1,,Fuzhou,Liu-2007-201-99,nøyŋ⁵³,nøyŋ⁵³,n øy ŋ ⁵³,,Liu2007,,,,,i n c t,,n ei N , N ei n
203,Xiamen-Liu-2007-201-99-1,,Xiamen,Liu-2007-201-99,laŋ²⁴,laŋ²⁴,l a ŋ ²⁴,,Liu2007,,,,,i n c t,,l a N , N a l
204,Beijing-Liu-2007-201-100-1,,Beijing,Liu-2007-201-100,ʐəŋ⁵⁵,ʐəŋ⁵⁵,ʐ ə ŋ ⁵⁵,,Liu2007,,,,,i n c t,,Z 3 N , 3 N Z
205,Haerbin-Liu-2007-201-100-1,,Haerbin,Liu-2007-201-100,ʐəŋ⁴⁴,ʐəŋ⁴⁴,ʐ ə ŋ ⁴⁴,,Liu2007,,,,,i n c t,,Z 3 N , 3 N Z
206,Jinan-Liu-2007-201-100-1,,Jinan,Liu-2007-201-100,ləŋ²¹⁴,ləŋ²¹⁴,l ə ŋ ²¹⁴,,Liu2007,,,,,i n c t,,l 3 N , 3 N l
207,Rongcheng-Liu-2007-201-100-1,,Rongcheng,Liu-2007-201-100,liau³³⁴,liau³³⁴,l j au ³³⁴,,Liu2007,,,,,i m n t,,l y au , au l y
208,Taiyuan-Liu-2007-201-100-1,,Taiyuan,Liu-2007-201-100,zəŋ⁵³,zəŋ⁵³,z ə ŋ ⁵³,,Liu2007,,,,,i n c t,,z 3 N , 3 N z
209,XiAn-Liu-2007-201-100-1,,XiAn,Liu-2007-201-100,liɑu⁴⁴,liɑu⁴⁴,l j ɑu ⁴⁴,,Liu2007,,,,,i m n t,,l y ou , l ou y
210,Chengdu-Liu-2007-201-100-1,,Chengdu,Liu-2007-201-100,zən⁴⁵,zən⁴⁵,z ə n ⁴⁵,,Liu2007,,,,,i n c t,,z 3 n , 3 n z
211,Chengdu-Liu-2007-201-100-2,,Chengdu,Liu-2007-201-100,suai⁵³,suai⁵³,s w ai ⁵³,,Liu2007,,,,,i m n t,,s w ai , ai s w
212,Nanjing-Liu-2007-201-100-1,,Nanjing,Liu-2007-201-100,suə³¹,suə³¹,s w ə ³¹,,Liu2007,,,,,i m n t,,s w 3 , 3 s w
213,Jixi-Liu-2007-201-100-1,,Jixi,Liu-2007-201-100,pʰɤ⁵⁵,pʰɤ⁵⁵,pʰ ɤ ⁵⁵,,Liu2007,,,,,i n t,,ph~ o , o ph~
214,Suzhou-Liu-2007-201-100-1,,Suzhou,Liu-2007-201-100,toʔ⁴,toʔ⁴,t o ʔ ⁴,,Liu2007,,,,,i n c t,,t o 7 , 7 o t
215,Wenzhou-Liu-2007-201-100-1,,Wenzhou,Liu-2007-201-100,ga²²,ga²²,g a ²²,,Liu2007,,,,,i n t,,g a , a g
216,Changsha-Liu-2007-201-100-1,,Changsha,Liu-2007-201-100,ʐən¹³,ʐən¹³,ʐ ə n ¹³,,Liu2007,,,,,i n c t,,Z 3 n , 3 Z n
217,Changsha-Liu-2007-201-100-2,,Changsha,Liu-2007-201-100,ɕuai⁴¹,ɕuai⁴¹,ɕ w ai ⁴¹,,Liu2007,,,,,i m n t,,S w ai , S ai w
218,Loudi-Liu-2007-201-100-1,,Loudi,Liu-2007-201-100,liɤ¹¹,liɤ¹¹,l j ɤ ¹¹,,Liu2007,,,,,i m n t,,l y o , l o y
219,Loudi-Liu-2007-201-100-2,,Loudi,Liu-2007-201-100,iɔ³⁵,iɔ³⁵,j ɔ ³⁵,,Liu2007,,,,,m n t,,y o , o y
220,Nanchang-Liu-2007-201-100-1,,Nanchang,Liu-2007-201-100,lɨn²¹,lɨn²¹,l ɨ n ²¹,,Liu2007,,,,,i n c t,,l 3 n , 3 l n
221,Nanchang-Liu-2007-201-100-2,,Nanchang,Liu-2007-201-100,tiu⁴²,tiu⁴²,t j u ⁴²,,Liu2007,,,,,i m n t,,t y u , t u y
222,Meixian-Liu-2007-201-100-1,,Meixian,Liu-2007-201-100,tiu³³,tiu³³,t j u ³³,,Liu2007,,,,,i m n t,,t y u , t u y
223,Guilin-Liu-2007-201-100-1,,Guilin,Liu-2007-201-100,tiou⁴²,tiou⁴²,t j ou ⁴²,,Liu2007,,,,,i m n t,,t y ou , ou t y
224,Guangzhou-Liu-2007-201-100-1,,Guangzhou,Liu-2007-201-100,tiu⁵⁵,tiu⁵⁵,t j u ⁵⁵,,Liu2007,,,,,i m n t,,t y u , t u y
225,Fuzhou-Liu-2007-201-100-1,,Fuzhou,Liu-2007-201-100,lieu⁵⁵,lieu⁵⁵,l j eu ⁵⁵,,Liu2007,,,,,i m n t,,l y eu , eu l y
226,Fuzhou-Liu-2007-201-100-2,,Fuzhou,Liu-2007-201-100,kœʔ⁵,kœʔ⁵,k œ ʔ ⁵,,Liu2007,,,,,i n c t,,k E 7 , 7 E k
227,Fuzhou-Liu-2007-201-100-3,,Fuzhou,Liu-2007-201-100,kʰœ³²,kʰœ³²,kʰ œ ³²,,Liu2007,,,,,i n t,,kh~ E , E kh~
228,Xiamen-Liu-2007-201-100-1,,Xiamen,Liu-2007-201-100,liŋ⁵⁵,liŋ⁵⁵,l i ŋ ⁵⁵,,Liu2007,,,,,i n c t,,l i N , N i l
229,Beijing-Liu-2007-201-1-1,,Beijing,Liu-2007-201-1,pɛ³⁵,pɛ³⁵,p ɛ ³⁵,,Liu2007,,,,,i n t,,p E , E p
230,Haerbin-Liu-2007-201-1-1,,Haerbin,Liu-2007-201-1,pai²⁴,pai²⁴,p ai ²⁴,,Liu2007,,,,,i n t,,p ai , ai p
231,Jinan-Liu-2007-201-1-1,,Jinan,Liu-2007-201-1,pei⁵³,pei⁵³,p ei ⁵³,,Liu2007,,,,,i n t,,p ei , ei p
232,Rongcheng-Liu-2007-201-1-1,,Rongcheng,Liu-2007-201-1,pɛ³³⁴,pɛ³³⁴,p ɛ ³³⁴,,Liu2007,,,,,i n t,,p E , E p
233,Taiyuan-Liu-2007-201-1-1,,Taiyuan,Liu-2007-201-1,pai²¹,pai²¹,p ai ²¹,,Liu2007,,,,,i n t,,p ai , ai p
234,Taiyuan-Liu-2007-201-1-2,,Taiyuan,Liu-2007-201-1,piə⁵⁴*,piə⁵⁴*,p j ə ⁵⁴,,Liu2007,,,,,i m n t,,p y 3 , 3 p y
235,XiAn-Liu-2007-201-1-1,,XiAn,Liu-2007-201-1,pei²⁴,pei²⁴,p ei ²⁴,,Liu2007,,,,,i n t,,p ei , ei p
236,Chengdu-Liu-2007-201-1-1,,Chengdu,Liu-2007-201-1,pe²¹,pe²¹,p e ²¹,,Liu2007,,,,,i n t,,p e , e p
237,Nanjing-Liu-2007-201-1-1,,Nanjing,Liu-2007-201-1,pəʔ⁵,pəʔ⁵,p ə ʔ ⁵,,Liu2007,,,,,i n c t,,p 3 7 , 3 7 p
238,Jixi-Liu-2007-201-1-1,,Jixi,Liu-2007-201-1,pʰaʔ³²*,pʰaʔ³²*,pʰ a ʔ ³²,,Liu2007,,,,,i n c t,,ph~ a 7 , 7 a ph~
239,Suzhou-Liu-2007-201-1-1,,Suzhou,Liu-2007-201-1,bɑʔ²³*,bɑʔ²³*,b ɑ ʔ ²³,,Liu2007,,,,,i n c t,,b o 7 , 7 b o
240,Wenzhou-Liu-2007-201-1-1,,Wenzhou,Liu-2007-201-1,ba²¹,ba²¹,b a ²¹,,Liu2007,,,,,i n t,,b a , a b
241,Changsha-Liu-2007-201-1-1,,Changsha,Liu-2007-201-1,pə²⁴,pə²⁴,p ə ²⁴,,Liu2007,,,,,i n t,,p 3 , 3 p
242,Loudi-Liu-2007-201-1-1,,Loudi,Liu-2007-201-1,pʰɔ³⁵,pʰɔ³⁵,pʰ ɔ ³⁵,,Liu2007,,,,,i n t,,ph~ o , o ph~
