,ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile,LoanSource,asjp_forms,asjp_segs
149,Jahai-2_ashes-1,,Jahai,2_ashes,ʔabuʔ ʔɔs,ʔabuʔ ʔɔs,ʔ a b u ʔ + ʔ ɔ s,,Peiros2004a,,False,^ ʔ a b u ʔ + ʔ ɔ s $,default,,7 a b u 7  7 o s, 7 a b o s u
150,JahHut-2_ashes-1,,JahHut,2_ashes,haraŋ,haraŋ,h a r a ŋ,,Peiros2004a,,False,^ h a r a ŋ $,default,,h a r a N,N a h r
151,Semai-2_ashes-1,,Semai,2_ashes,gŋhəl,gŋhəl,g ŋh/ŋ̊ ə l,,Peiros2004a,,False,^ g ŋh ə l $,default,,g Nh N 3 l,3 N Nh g l
152,Temiar-2_ashes-1,,Temiar,2_ashes,habug,habug,h a b u g,,Peiros2004a,,False,^ h a b u g $,default,,h a b u g,a b g h u
153,Khmer-2_ashes-1,,Khmer,2_ashes,phəh,phəh,ph/pʰ ə h,,Peiros2004a,,False,^ ph ə h $,default,,ph ph~ 3 h,3 h ph ph~
154,KSurin-2_ashes-1,,KSurin,2_ashes,phɛh,phɛh,ph/pʰ ɛ h,,Peiros2004a,,False,^ ph ɛ h $,default,,ph ph~ E h,E h ph ph~
155,ChongH-2_ashes-1,,ChongH,2_ashes,pɔh.B,pɔh.B,p ɔ h B/²,,Peiros2004a,,False,^ p ɔ h .B$,default,,p o h , h o p
156,Chong-2_ashes-1,,Chong,2_ashes,phoh.C,phoh.C,ph/pʰ o h C/³,,Peiros2004a,,False,^ ph o h .C$,default,,ph ph~ o h , h o ph ph~
157,Kasong-2_ashes-1,,Kasong,2_ashes,paʔu.A,paʔu.A,p a ʔ u A/¹,,Peiros2004a,,False,^ p a ʔ u .A$,default,,p a 7 u , 7 a p u
158,Samre-2_ashes-1,,Samre,2_ashes,pɔh.A,pɔh.A,p ɔ h A/¹,,Peiros2004a,,False,^ p ɔ h .A$,default,,p o h , h o p
159,PhongV-2_ashes-1,,PhongV,2_ashes,buɲ.24,buɲ.24,b u ɲ ²⁴,,Peiros2004a,,False,^ b u ɲ .24 $,default,,b u 5 , 5 b u
160,Tuum-2_ashes-1,,Tuum,2_ashes,buɲ.45,buɲ.45,b u ɲ ⁴⁵,,Peiros2004a,,False,^ b u ɲ .45 $,default,,b u 5 , 5 b u
161,Liha-2_ashes-1,,Liha,2_ashes,bɔn.43 bɔn.33,bɔn.43 bɔn.33,b ɔ n ⁴³ + b ɔ n ³³,,Peiros2004a,,False,^ b ɔ n .43 + b ɔ n .33 $,default,,b o n   b o n , b n o
162,Cuoi-2_ashes-1,,Cuoi,2_ashes,pl.33,plä.33,p l ä/e ³³,,Peiros2004a,,True,^ p l ä .33 $,default,VN,p l a e , a e l p
163,Vietnamese-2_ashes-1,,Vietnamese,2_ashes,tro,tro,t r o,,Peiros2004a,,False,^ t r o $,default,,t r o,o r t
164,MuongKoi-2_ashes-1,,MuongKoi,2_ashes,puɲ,puɲ,p u ɲ,,Peiros2004a,,False,^ p u ɲ $,default,,p u 5,5 p u
165,ThoMon-2_ashes-1,,ThoMon,2_ashes,bun.33,bun.33,b u n ³³,,Peiros2004a,,False,^ b u n .33 $,default,,b u n , b n u
166,Ruc-2_ashes-1,,Ruc,2_ashes,təpɛh,təpɛh,t ə p ɛ h,,Peiros2004a,,False,^ t ə p ɛ h $,default,,t 3 p E h,3 E h p t
167,Arem-2_ashes-1,,Arem,2_ashes,buɲ,buɲ,b u ɲ,,Peiros2004a,,False,^ b u ɲ $,default,,b u 5,5 b u
168,KhaPhong-2_ashes-1,,KhaPhong,2_ashes,buɲ.C,buɲ.C,b u ɲ C/³,,Peiros2004a,,False,^ b u ɲ .C$,default,,b u 5 , 5 b u
169,Malieng-2_ashes-1,,Malieng,2_ashes,tapɛ.24 tɛn.44,tapɛ.24 tɛn.44,t a p ɛ ²⁴ + t ɛ n ⁴⁴,,Peiros2004a,,False,^ t a p ɛ .24 + t ɛ n .44 $,default,,t a p E   t E n , E a n p t
170,ThavungSo-2_ashes-1,,ThavungSo,2_ashes,katun bun.2,katun bun.2,k a t u n + b u n ²,,Peiros2004a,,False,^ k a t u n + b u n .2$,default,,k a t u n  b u n , a b k n t u
171,Thavung-2_ashes-1,,Thavung,2_ashes,bun.B,bun.B,b u n B/²,,Peiros2004a,,False,^ b u n .B$,default,,b u n , b n u
172,Mang-2_ashes-1,,Mang,2_ashes,bə.31 jɨa.553,bə.31 jɨa.553,b ə ³¹ + j ɨa ⁵⁵³,,Peiros2004a,,False,^ b ə .31 + j ɨa .553$,default,,b 3   y 3a , 3 3a b y
173,Paliu-2_ashes-1,,Paliu,2_ashes,mbei.55,mbei.55,m b ei ⁵⁵,,Peiros2004a,,False,^ m b ei .55 $,default,,m b ei , b ei m
174,Bugan-2_ashes-1,,Bugan,2_ashes,se.T.31,se.T.31,s e T/¹⁵ ³¹,,Peiros2004a,,True,^ s e .T .31 $,default,MIAO,s e  , e s
175,Khmu-2_ashes-1,,Khmu,2_ashes,bɔh,bɔh,b ɔ h,,Peiros2004a,,False,^ b ɔ h $,default,,b o h,b h o
176,KxinhMul-2_ashes-1,,KxinhMul,2_ashes,bɔh.45,bɔh.45,b ɔ h ⁴⁵,,Peiros2004a,,False,^ b ɔ h .45 $,default,,b o h , b h o
177,Ksinmul-2_ashes-1,,Ksinmul,2_ashes,ʔəboh,ʔəboh,ʔ ə b o h,,Peiros2004a,,False,^ ʔ ə b o h $,default,,7 3 b o h,3 7 b h o
178,Khang-2_ashes-1,,Khang,2_ashes,ʔe.45,ʔe.45,ʔ e ⁴⁵,,Peiros2004a,,False,^ ʔ e .45 $,default,,7 e , 7 e
179,Bit-2_ashes-1,,Bit,2_ashes,pɔh,pɔh,p ɔ h,,Peiros2004a,,False,^ p ɔ h $,default,,p o h,h o p
180,Mlabri-2_ashes-1,,Mlabri,2_ashes,bɔh,bɔh,b ɔ h,,Peiros2004a,,False,^ b ɔ h $,default,,b o h,b h o
181,Pray-2_ashes-1,,Pray,2_ashes,mphun kwah,mphun kwah,m ph/pʰ u n + kw/kʷ a h,,Peiros2004a,,False,^ m ph u n + kw a h $,default,,m ph ph~ u n  kw kw~ a h, a h kw kw~ m n ph ph~ u
182,Phong-2_ashes-1,,Phong,2_ashes,bɔh,bɔh,b ɔ h,,Peiros2004a,,False,^ b ɔ h $,default,,b o h,b h o
183,Iduh-2_ashes-1,,Iduh,2_ashes,bɔ̂,bɔ̂,b ɔ̂/ɔ,,Peiros2004a,,False,^ b ɔ̂ $,default,,b o o,b o
184,Hu-2_ashes-1,,Hu,2_ashes,pɔt.33 lu.33 ŋa,pɔt.33 lu.33 ŋa,p ɔ t ³³ + l u ³³ + ŋ a,,Peiros2004a,,False,^ p ɔ t .33 + l u .33 + ŋ a $,default,,p o t   l u   N a, N a l o p t u
185,Khamet-2_ashes-1,,Khamet,2_ashes,ŋɛʔ.53,ŋɛʔ.53,ŋ ɛ ʔ ⁵³,,Peiros2004a,,False,^ ŋ ɛ ʔ .53 $,default,,N E 7 , 7 E N
186,Khme-2_ashes-1,,Khme,2_ashes,ŋiʔ.53,ŋiʔ.53,ŋ i ʔ ⁵³,,Peiros2004a,,False,^ ŋ i ʔ .53 $,default,,N i 7 , 7 N i
187,Shuangdiang-2_ashes-1,,Shuangdiang,2_ashes,ŋhi.33,ŋhi.33,ŋh/ŋ̊ i ³³,,Peiros2004a,,False,^ ŋh i .33 $,default,,Nh N i , N Nh i
188,Yongde-2_ashes-1,,Yongde,2_ashes,ɲi.55,ɲi.55,ɲ i ⁵⁵,,Peiros2004a,,False,^ ɲ i .55 $,default,,5 i , 5 i
189,Mangan-2_ashes-1,,Mangan,2_ashes,a.33 niʔ.55,a.33 niʔ.55,a ³³ + n i ʔ ⁵⁵,,Peiros2004a,,False,^ a .33 + n i ʔ .55 $,default,,a   n i 7 , 7 a i n
190,Plang-2_ashes-1,,Plang,2_ashes,ka.31 ɲu.33,ka.31 ɲu.33,k a ³¹ + ɲ u ³³,,Peiros2004a,,False,^ k a .31 + ɲ u .33 $,default,,k a   5 u , 5 a k u
191,Wa-2_ashes-1,,Wa,2_ashes,ɲauʔ,ɲauʔ,ɲ au ʔ,,Peiros2004a,,False,^ ɲ au ʔ $,default,,5 au 7,5 7 au
192,Guanshuang-2_ashes-1,,Guanshuang,2_ashes,ɲɔʔ.2,ɲɔʔ.2,ɲ ɔ ʔ ²,,Peiros2004a,,False,^ ɲ ɔ ʔ .2$,default,,5 o 7 , 5 7 o
193,Mane-2_ashes-1,,Mane,2_ashes,-ju.B.1,-ju.B.1,j u B/² ¹,,Peiros2004a,,False,^- j u .B .1$,default,,y u  , u y
194,Deang-2_ashes-1,,Deang,2_ashes,kəfaŋ,kəfaŋ,k ə f a ŋ,,Peiros2004a,,False,^ k ə f a ŋ $,default,,k 3 f a N,3 N a f k
195,Rumai-2_ashes-1,,Rumai,2_ashes,kə.55 faŋ.412,kə.55 faŋ.412,k ə ⁵⁵ + f a ŋ ⁴¹²,,Peiros2004a,,False,^ k ə .55 + f a ŋ .412 $,default,,k 3   f a N , 3 N a f k
196,Khasi-2_ashes-1,,Khasi,2_ashes,dypei,dypei,d y p ei,,Peiros2004a,,False,^ d y p ei $,default,,d i p ei,d ei i p
197,Kharia-2_ashes-1,,Kharia,2_ashes,kharom,kharom,kh/kʰ a r o m,,Peiros2004a,,False,^ kh a r o m $,default,,kh kh~ a r o m,a kh kh~ m o r
198,Juang-2_ashes-1,,Juang,2_ashes,akob,akob,a k o b,,Peiros2004a,,False,^ a k o b $,default,,a k o b,a b k o
199,Bonda-2_ashes-1,,Bonda,2_ashes,ug,ug,u g,,Peiros2004a,,False,^ u g $,default,,u g,g u
200,Sora-2_ashes-1,,Sora,2_ashes,kúmab,kúmab,k ú/u m a b,,Peiros2004a,,False,^ k ú m a b $,default,,k u u m a b,a b k m u
201,Santali-2_ashes-1,,Santali,2_ashes,toroc,toroc,t o r o c/ts,,Peiros2004a,,False,^ t o r o c$,default,,t o r o T ts,T o r t ts
202,Mundari-2_ashes-1,,Mundari,2_ashes,toroeʔ,toroeʔ,t o r oe ʔ,,Peiros2004a,,False,^ t o r oe ʔ $,default,,t o r oe 7,7 o oe r t
203,Korku-2_ashes-1,,Korku,2_ashes,hob,hob,h o b,,Peiros2004a,,False,^ h o b $,default,,h o b,b h o
204,Car-2_ashes-1,,Car,2_ashes,ti-sum,ti-sum,t i + s u m,,Peiros2004a,,False,^ t i - s u m $,default,,t i  s u m, i m s t u
205,Nancawri-2_ashes-1,,Nancawri,2_ashes,hitɨj,hitᵻ́j,h i t ᵻ́/ɨ j,,Peiros2004a,,False,^ h i t ᵻ́ j $,default,,h i t 3 y,3 h i t y
206,Stieng-3_bark-1,,Stieng,3_bark,kop,kop,k o p,,Peiros2004a,,False,^ k o p $,default,,k o p,k o p
207,Chrau-3_bark-1,,Chrau,3_bark,hmɔʔ,hmɔʔ,h m ɔ ʔ,,Peiros2004a,,False,^ h m ɔ ʔ $,default,,h m o 7,7 h m o
208,MRolom-3_bark-1,,MRolom,3_bark,kop,kop,k o p,,Peiros2004a,,False,^ k o p $,default,,k o p,k o p
209,MBunong-3_bark-1,,MBunong,3_bark,nkhɔp,nkhɔp,n kh/kʰ ɔ p,,Peiros2004a,,False,^ n kh ɔ p $,default,,n kh kh~ o p,kh kh~ n o p
210,MDip-3_bark-1,,MDip,3_bark,ndo,ndo,nd/ⁿd o,,Peiros2004a,,False,^ nd o $,default,,nd nd o,nd o
211,Ma1-3_bark-1,,Ma1,3_bark,doh,doh,d o h,,Peiros2004a,,False,^ d o h $,default,,d o h,d h o
212,Ma2-3_bark-1,,Ma2,3_bark,doh,doh,d o h,,Peiros2004a,,False,^ d o h $,default,,d o h,d h o
213,Sre-3_bark-1,,Sre,3_bark,kəmho,kəmho,k ə mh/m̥ o,,Peiros2004a,,False,^ k ə mh o $,default,,k 3 mh m o,3 k m mh o
214,KahoChil-3_bark-1,,KahoChil,3_bark,ntɔ,ntɔ,n t ɔ,,Peiros2004a,,False,^ n t ɔ $,default,,n t o,n o t
215,KorCua-3_bark-1,,KorCua,3_bark,kaduh,kaduh,k a d u h,,Peiros2004a,,False,^ k a d u h $,default,,k a d u h,a d h k u
216,Kadong-3_bark-1,,Kadong,3_bark,mwak,mwak,m w a k,,Peiros2004a,,False,^ m w a k $,default,,m w a k,a k m w
217,Hre-3_bark-1,,Hre,3_bark,kanhah,kanhah,k a nh/n̥ a h,,Peiros2004a,,False,^ k a nh a h $,default,,k a nh n a h,a h k n nh
218,Rengao-3_bark-1,,Rengao,3_bark,hmok.T,hmok.T,h m o k T/¹⁵,,Peiros2004a,,False,^ h m o k .T$,default,,h m o k , h k m o
219,Didra-3_bark-1,,Didra,3_bark,kəmuʔ,kəmuʔ,k ə m u ʔ,,Peiros2004a,,False,^ k ə m u ʔ $,default,,k 3 m u 7,3 7 k m u
220,Sedang-3_bark-1,,Sedang,3_bark,kəmoa.L,kəmoa.L,k ə m oa L/⁵⁵,,Peiros2004a,,False,^ k ə m oa .L$,default,,k 3 m oa , 3 k m oa
221,Halang-3_bark-1,,Halang,3_bark,muok,muok,m uo k,,Peiros2004a,,False,^ m uo k $,default,,m uo k,k m uo
222,Jeh-3_bark-1,,Jeh,3_bark,kəduh,kəduh,k ə d u h,,Peiros2004a,,False,^ k ə d u h $,default,,k 3 d u h,3 d h k u
223,Veh-3_bark-1,,Veh,3_bark,gədɔh,gədɔh,g ə d ɔ h,,Peiros2004a,,False,^ g ə d ɔ h $,default,,g 3 d o h,3 d g h o
224,Je-3_bark-1,,Je,3_bark,pal.33,pal.33,p a l ³³,,Peiros2004a,,False,^ p a l .33 $,default,,p a l , a l p
225,Arak-3_bark-1,,Arak,3_bark,həmbɔk,həmbɔk,h ə m b ɔ k,,Peiros2004a,,False,^ h ə m b ɔ k $,default,,h 3 m b o k,3 b h k m o
226,Bahnar-3_bark-1,,Bahnar,3_bark,hmɔk,hmɔk,h m ɔ k,,Peiros2004a,,False,^ h m ɔ k $,default,,h m o k,h k m o
227,Tempuan-3_bark-1,,Tempuan,3_bark,mhok,mhok,mh/m̥ o k,,Peiros2004a,,False,^mh o k $,default,,mh m o k,k m mh o
228,Oy-3_bark-1,,Oy,3_bark,mbɔk,mbɔk,m b ɔ k,,Peiros2004a,,False,^ m b ɔ k $,default,,m b o k,b k m o
229,Nhaheun-3_bark-1,,Nhaheun,3_bark,hmɔk,hmɔk,h m ɔ k,,Peiros2004a,,False,^ h m ɔ k $,default,,h m o k,h k m o
230,Jru-3_bark-1,,Jru,3_bark,hmɔk,hmɔk,h m ɔ k,,Peiros2004a,,False,^ h m ɔ k $,default,,h m o k,h k m o
231,Tariang-3_bark-1,,Tariang,3_bark,mɔk,mɔk,m ɔ k,,Peiros2004a,,False,^ m ɔ k $,default,,m o k,k m o
232,Kantu-3_bark-1,,Kantu,3_bark,ʔəŋkar,ʔəŋkar,ʔ ə ŋ k a r,,Peiros2004a,,False,^ ʔ ə ŋ k a r$,default,,7 3 N k a r,3 7 N a k r
233,Katu-3_bark-1,,Katu,3_bark,ŋkar,ŋkar,ŋ k a r,,Peiros2004a,,False,^ ŋ k a r$,default,,N k a r,N a k r
234,Dakkang-3_bark-1,,Dakkang,3_bark,nak,nak,n a k,,Peiros2004a,,False,^ n a k $,default,,n a k,a k n
235,LaoKatu-3_bark-1,,LaoKatu,3_bark,kar,kar,k a r,,Peiros2004a,,False,^ k a r$,default,,k a r,a k r
236,Taoih-3_bark-1,,Taoih,3_bark,troh,troh,t r o h,,Peiros2004a,,False,^ t r o h $,default,,t r o h,h o r t
237,Ong-3_bark-1,,Ong,3_bark,ndrɔh,ndrɔh,nd/ⁿd r ɔ h,,Peiros2004a,,False,^ nd r ɔ h $,default,,nd nd r o h,h nd o r
238,Taoi-3_bark-1,,Taoi,3_bark,nrɔh.A,nrɔh.A,n r ɔ h A/¹,,Peiros2004a,,False,^ n r ɔ h .A$,default,,n r o h , h n o r
239,Nge-3_bark-1,,Nge,3_bark,ndɔh,ndɔh,nd/ⁿd ɔ h,,Peiros2004a,,False,^ nd ɔ h $,default,,nd nd o h,h nd o
240,Kui-3_bark-1,,Kui,3_bark,mpuaʔ.B,mpuaʔ.B,m p ua ʔ B/²,,Peiros2004a,,True,^ m p ua ʔ .B$,default,BAH,m p ua 7 , 7 m p ua
241,Neu-3_bark-1,,Neu,3_bark,səlɔʔ,səlɔʔ,s ə l ɔ ʔ,,Peiros2004a,,False,^ s ə l ɔ ʔ $,default,,s 3 l o 7,3 7 l o s
242,BruVK-3_bark-1,,BruVK,3_bark,ndâh,ndâh,nd/ⁿd â/a h,,Peiros2004a,,False,^ nd â h $,default,,nd nd a a h,a h nd
243,Mak-3_bark-1,,Mak,3_bark,sənɔʔ,sənɔʔ,s ə n ɔ ʔ,,Peiros2004a,,False,^ s ə n ɔ ʔ $,default,,s 3 n o 7,3 7 n o s
244,So-3_bark-1,,So,3_bark,ntoʔ,ntoʔ,n t o ʔ,,Peiros2004a,,False,^ n t o ʔ $,default,,n t o 7,7 n o t
245,Tri-3_bark-1,,Tri,3_bark,ŋkap,ŋkap,ŋ k a p,,Peiros2004a,,True,^ ŋ k a p $,default,BAH,N k a p,N a k p
246,Nyakur-3_bark-1,,Nyakur,3_bark,ŋkuər,ŋkuər,ŋ k uə r,,Peiros2004a,,False,^ ŋ k uə r$,default,,N k u3 r,N k r u3
247,Mon-3_bark-1,,Mon,3_bark,sakow,sakow,s a k o w,,Peiros2004a,,False,^ s a k o w $,default,,s a k o w,a k o s w
248,Semelai-3_bark-1,,Semelai,3_bark,kulit,kulit,k u l i t,,Peiros2004a,,True,^ k u l i t $,default,MALAY,k u l i t,i k l t u
249,Kensiw-3_bark-1,,Kensiw,3_bark,katəʔ,katəʔ,k a t ə ʔ,,Peiros2004a,,False,^ k a t ə ʔ $,default,,k a t 3 7,3 7 a k t
250,JahHut-3_bark-1,,JahHut,3_bark,kətuʔ,kətuʔ,k ə t u ʔ,,Peiros2004a,,False,^ k ə t u ʔ $,default,,k 3 t u 7,3 7 k t u
251,Semai-3_bark-1,,Semai,3_bark,ckɔp,ckɔp,c/ts k ɔ p,,Peiros2004a,,False,^c k ɔ p $,default,,T ts k o p,T k o p ts
252,Temiar-3_bark-1,,Temiar,3_bark,senkɔʔ,senkɔʔ,s e n k ɔ ʔ,,Peiros2004a,,False,^ s e n k ɔ ʔ $,default,,s e n k o 7,7 e k n o s
253,Khmer-3_bark-1,,Khmer,3_bark,səmpɔk,səmpɔk,s ə m p ɔ k,,Peiros2004a,,False,^ s ə m p ɔ k $,default,,s 3 m p o k,3 k m o p s
254,KSurin-3_bark-1,,KSurin,3_bark,smâʔ,smâʔ,s m â/a ʔ,,Peiros2004a,,False,^ s m â ʔ $,default,,s m a a 7,7 a m s
255,ChongH-3_bark-1,,ChongH,3_bark,kâʔ.A,kâʔ.A,k â/a ʔ A/¹,,Peiros2004a,,False,^ k â ʔ .A$,default,,k a a 7 , 7 a k
256,Chong-3_bark-1,,Chong,3_bark,kəkɔʔ.A,kəkɔʔ.A,k ə k ɔ ʔ A/¹,,Peiros2004a,,False,^ k ə k ɔ ʔ .A$,default,,k 3 k o 7 , 3 7 k o
257,Kasong-3_bark-1,,Kasong,3_bark,takru.B,takru.B,t a k r u B/²,,Peiros2004a,,False,^ t a k r u .B$,default,,t a k r u , a k r t u
258,Samre-3_bark-1,,Samre,3_bark,sabɔk.B,sabɔk.B,s a b ɔ k B/²,,Peiros2004a,,True,^ s a b ɔ k .B$,default,KMR,s a b o k , a b k o s
259,PhongV-3_bark-1,,PhongV,3_bark,pɔŋ.44,pɔŋ.44,p ɔ ŋ ⁴⁴,,Peiros2004a,,False,^ p ɔ ŋ .44 $,default,,p o N , N o p
260,Tuum-3_bark-1,,Tuum,3_bark,paoŋ.33,paoŋ.33,p ao ŋ ³³,,Peiros2004a,,False,^ p ao ŋ .33 $,default,,p ao N , N ao p
261,Liha-3_bark-1,,Liha,3_bark,pɔoŋ.43,pɔoŋ.43,p ɔ o ŋ ⁴³,,Peiros2004a,,False,^ p ɔ o ŋ .43 $,default,,p o o N , N o p
262,Cuoi-3_bark-1,,Cuoi,3_bark,p.343ʔ,pä.343ʔ,p ä/e ³⁴³ˀ/³⁴³,,Peiros2004a,,False,^ p ä .343ʔ $,default,,p a e , a e p
263,Vietnamese-3_bark-1,,Vietnamese,3_bark,voʔ,voʔ,v o ʔ,,Peiros2004a,,False,^ v o ʔ $,default,,v o 7,7 o v
264,MuongKoi-3_bark-1,,MuongKoi,3_bark,da.2,da.2,d a ²,,Peiros2004a,,False,^ d a .2$,default,,d a , a d
265,ThoMon-3_bark-1,,ThoMon,3_bark,ta.43,ta.43,t a ⁴³,,Peiros2004a,,False,^ t a .43 $,default,,t a , a t
266,Ruc-3_bark-1,,Ruc,3_bark,kəduh,kəduh,k ə d u h,,Peiros2004a,,False,^ k ə d u h $,default,,k 3 d u h,3 d h k u
267,Arem-3_bark-1,,Arem,3_bark,adAh,adAh,a d a h,,Peiros2004a,,False,^ a d Ah$,default,,a d a h,a d h
268,KhaPhong-3_bark-1,,KhaPhong,3_bark,kabɔk.33,kabɔk.33,k a b ɔ k ³³,,Peiros2004a,,False,^ k a b ɔ k .33 $,default,,k a b o k , a b k o
269,Malieng-3_bark-1,,Malieng,3_bark,kəpɔk.33,kəpɔk.33,k ə p ɔ k ³³,,Peiros2004a,,False,^ k ə p ɔ k .33 $,default,,k 3 p o k , 3 k o p
270,Thavung-3_bark-1,,Thavung,3_bark,khaʔ bɔh,khaʔ bɔh,kh/kʰ a ʔ + b ɔ h,,Peiros2004a,,False,^ kh a ʔ + b ɔ h $,default,,kh kh~ a 7  b o h, 7 a b h kh kh~ o
271,Mang-3_bark-1,,Mang,3_bark,dɔ.31 hɔ.35,dɔ.31 hɔ.35,d ɔ ³¹ + h ɔ ³⁵,,Peiros2004a,,False,^ d ɔ .31 + h ɔ .35 $,default,,d o   h o , d h o
272,Paliu-3_bark-1,,Paliu,3_bark,mbuŋ.55,mbuŋ.55,m b u ŋ ⁵⁵,,Peiros2004a,,False,^ m b u ŋ .55 $,default,,m b u N , N b m u
273,Bugan-3_bark-1,,Bugan,3_bark,buŋ.55,buŋ.55,b u ŋ ⁵⁵,,Peiros2004a,,False,^ b u ŋ .55 $,default,,b u N , N b u
274,Khmu-3_bark-1,,Khmu,3_bark,səŋkhraʔ,səŋkhraʔ,s ə ŋ kh/kʰ r a ʔ,,Peiros2004a,,False,^ s ə ŋ kh r a ʔ $,default,,s 3 N kh kh~ r a 7,3 7 N a kh kh~ r s
275,KxinhMul-3_bark-1,,KxinhMul,3_bark,dɔh.45,dɔh.45,d ɔ h ⁴⁵,,Peiros2004a,,False,^ d ɔ h .45 $,default,,d o h , d h o
276,Ksinmul-3_bark-1,,Ksinmul,3_bark,bɨŋ,bɨŋ,b ɨ ŋ,,Peiros2004a,,False,^ b ɨ ŋ $,default,,b 3 N,3 N b
277,Khang-3_bark-1,,Khang,3_bark,kap.45,kap.45,k a p ⁴⁵,,Peiros2004a,,False,^ k a p .45 $,default,,k a p , a k p
278,Bit-3_bark-1,,Bit,3_bark,kɨnrɔʔ,kɨnrɔʔ,k ɨ n r ɔ ʔ,,Peiros2004a,,False,^ k ɨ n r ɔ ʔ $,default,,k 3 n r o 7,3 7 k n o r
279,Mlabri-3_bark-1,,Mlabri,3_bark,gu gu (lam),gu gu,g u + g u,,Peiros2004a,,False,^ g u + g u $,default,,g u  g u, g u
280,Pray-3_bark-1,,Pray,3_bark,ŋkhaʔ lam,ŋkhaʔ lam,ŋ kh/kʰ a ʔ + l a m,,Peiros2004a,,False,^ ŋ kh a ʔ + l a m $,default,,N kh kh~ a 7  l a m, 7 N a kh kh~ l m
281,Phong-3_bark-1,,Phong,3_bark,kpɔr sʔuŋ,kpɔr sʔuŋ,k p ɔ r + s ʔ u ŋ,,Peiros2004a,,False,^ k p ɔ r + s ʔ u ŋ $,default,,k p o r  s 7 u N, 7 N k o p r s u
282,Iduh-3_bark-1,,Iduh,3_bark,hampɛ̂r,hampɛ̂r,h a m p ɛ̂/ɛ r,,Peiros2004a,,False,^ h a m p ɛ̂ r$,default,,h a m p E E r,E a h m p r
283,Khamet-3_bark-1,,Khamet,3_bark,pak.13,pak.13,p a k ¹³,,Peiros2004a,,True,^ p a k .13 $,default,TAI,p a k , a k p
284,Khme-3_bark-1,,Khme,3_bark,ʔa.31 ku.33,ʔa.31 ku.33,ʔ a ³¹ + k u ³³,,Peiros2004a,,False,^ ʔ a .31 + k u .33 $,default,,7 a   k u , 7 a k u
285,Shuangdiang-3_bark-1,,Shuangdiang,3_bark,gu.51 si.31,gu.51 si.31,g u ⁵¹ + s i ³¹,,Peiros2004a,,False,^ g u .51 + s i .31 $,default,,g u   s i , g i s u
286,Yongde-3_bark-1,,Yongde,3_bark,ʔɔp.33 si.55,ʔɔp.33 si.55,ʔ ɔ p ³³ + s i ⁵⁵,,Peiros2004a,,False,^ ʔ ɔ p .33 + s i .55 $,default,,7 o p   s i , 7 i o p s
287,Pangpin-3_bark-1,,Pangpin,3_bark,gu.55,gu.55,g u ⁵⁵,,Peiros2004a,,False,^ g u .55 $,default,,g u , g u
288,Gantang-3_bark-1,,Gantang,3_bark,ʔəp.33,ʔəp.33,ʔ ə p ³³,,Peiros2004a,,False,^ ʔ ə p .33 $,default,,7 3 p , 3 7 p
289,Mangan-3_bark-1,,Mangan,3_bark,si.55 khruak.51,si.55 khruak.51,s i ⁵⁵ + kh/kʰ r ua k ⁵¹,,Peiros2004a,,False,^ s i .55 + kh r ua k .51 $,default,,s i   kh kh~ r ua k , i k kh kh~ r s ua
290,Plang-3_bark-1,,Plang,3_bark,gu.51 si.31,gu.51 si.31,g u ⁵¹ + s i ³¹,,Peiros2004a,,False,^ g u .51 + s i .31 $,default,,g u   s i , g i s u
291,Wa-3_bark-1,,Wa,3_bark,hloʔ,hloʔ,h l o ʔ,,Peiros2004a,,False,^ h l o ʔ $,default,,h l o 7,7 h l o
292,Mane-3_bark-1,,Mane,3_bark,hluʔ.B.2,hluʔ.B.2,h l u ʔ B/² ²,,Peiros2004a,,False,^ h l u ʔ .B .2$,default,,h l u 7  , 7 h l u
293,Deang-3_bark-1,,Deang,3_bark,gɔʔ,gɔʔ,g ɔ ʔ,,Peiros2004a,,False,^ g ɔ ʔ $,default,,g o 7,7 g o
294,Rumai-3_bark-1,,Rumai,3_bark,gâk.55 hâi.41,gâk.55 hâi.41,g â/a k ⁵⁵ + h âi/ai ⁴¹,,Peiros2004a,,False,^ g â k .55 + h âi .41 $,default,,g a a k   h ai ai , a ai g h k
295,Khasi-3_bark-1,,Khasi,3_bark,snep,snep,s n e p,,Peiros2004a,,False,^ s n e p $,default,,s n e p,e n p s
296,Kharia-3_bark-1,,Kharia,3_bark,kalob,kalob,k a l o b,,Peiros2004a,,False,^ k a l o b $,default,,k a l o b,a b k l o
297,Juang-3_bark-1,,Juang,3_bark,kalob,kalob,k a l o b,,Peiros2004a,,False,^ k a l o b $,default,,k a l o b,a b k l o
298,Bonda-3_bark-1,,Bonda,3_bark,'usa,'usa,u s a,,Peiros2004a,,False,^ ' u s a $,default,,u s a,a s u
299,Sora-3_bark-1,,Sora,3_bark,kúrraŋ,kúrraŋ,k ú/u r a ŋ,,Peiros2004a,,False,^ k ú rr a ŋ $,default,,k u u r a N,N a k r u
300,Parengi-3_bark-1,,Parengi,3_bark,usal,usal,u s a l,,Peiros2004a,,False,^ u s a l $,default,,u s a l,a l s u
