,ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile,asjp_forms,asjp_segs
191,Mawe-224_urinate-1,,Mawe,224_urinate,w e h i,w e h i,w e h i,,11987;464078,,,,,w e h i,e h i w
192,Mawe-227_vulture-1,,Mawe,227_vulture,u r u w u,u r u w u,u r u w u,,11987;464078,,,,,u r u w u,r u w
193,Mawe-228_walk-1,,Mawe,228_walk,w ɨ r ɨ,w ɨ r ɨ,w ɨ r ɨ,,11987;464078,,,,,w 3 r 3,3 r w
194,Mawe-229_want-1,,Mawe,229_want,k ɨ ʔ s a t,k ɨ ʔ s a t,k ɨ ʔ s a t,,11987;464078,,,,,k 3 7 s a t,3 7 a k s t
195,Mawe-231_wasp-1,,Mawe,231_wasp,ŋ a p,ŋ a p,ŋ a p,,11987;464078,,,,,N a p,N a p
196,Mawe-232_water-1,,Mawe,232_water,ʔ ɨ,ʔ ɨ,ʔ ɨ,,11987;464078,,,,,7 3,3 7
197,Mawe-234_weincl-1,,Mawe,234_weincl,a i t o,a i t o,a i t o,,11987;464078,,,,,a i t o,a i o t
198,Mawe-235_wet-1,,Mawe,235_wet,a p u k,a p u k,a p u k,,11987;464078,,,,,a p u k,a k p u
199,Mawe-236_white-1,,Mawe,236_white,k ɨ t͡s i ŋ,k ɨ t͡s i ŋ,k ɨ t͡s i ŋ,,11987;464078,,,,,k 3 c i N,3 N c i k
200,Mawe-238_wind-1,,Mawe,238_wind,ɨ w ɨ t u,ɨ w ɨ t u,ɨ w ɨ t u,,11987;464078,,,,,3 w 3 t u,3 t u w
201,Mawe-239_wing-1,,Mawe,239_wing,p e p o,p e p o,p e p o,,11987;464078,,,,,p e p o,e o p
202,Mawe-240_wing2-1,,Mawe,240_wing2,a p,a p,a p,,11987;464078,,,,,a p,a p
203,Mawe-241_woman-1,,Mawe,241_woman,h a r ɨ p o r i a,h a r ɨ p o r i a,h a r ɨ p o r i a,,11987;464078,,,,,h a r 3 p o r i a,3 a h i o p r
204,Mawe-242_worm-1,,Mawe,242_worm,u w i,u w i,u w i,,11987;464078,,,,,u w i,i u w
205,Mawe-243_yellow-1,,Mawe,243_yellow,k a ʔ a j,k a ʔ a j,k a ʔ a j,,11987;464078,,,,,k a 7 a y,7 a k y
206,Mawe-244_yousg-1,,Mawe,244_yousg,e n,e n,e n,,11987;464078,,,,,e n,e n
207,Aweti-1_all-1,,Aweti,1_all,m o m a t i,m o m a t i,m o m a t i,,557177;borella2000aspectos,,,,,m o m a t i,a i m o t
208,Aweti-2_arm-1,,Aweti,2_arm,k ɨ w a,k ɨ w a,k ɨ w a,,557177;borella2000aspectos,,,,,k 3 w a,3 a k w
209,Aweti-5_axe-1,,Aweti,5_axe,k ɨ,k ɨ,k ɨ,,557177;borella2000aspectos,,,,,k 3,3 k
210,Aweti-10_basket-1,,Aweti,10_basket,m ã j ã k u,m ã j ã k u,m ã j ã k u,,557177;borella2000aspectos,,,,,m a* y a* k u,a* k m u y
211,Aweti-15_belly-1,,Aweti,15_belly,p ɨ l u p,p ɨ l u p,p ɨ l u p,,557177;borella2000aspectos,,,,,p 3 l u p,3 l p u
212,Aweti-16_break-1,,Aweti,16_break,k a,k a,k a,,557177;borella2000aspectos,,,,,k a,a k
213,Aweti-17_big-1,,Aweti,17_big,w a t u,w a t u,w a t u,,557177;borella2000aspectos,,,,,w a t u,a t u w
214,Aweti-18_bird-1,,Aweti,18_bird,e p u z a,e p u z a,e p u z a,,557177;borella2000aspectos,,,,,e p u z a,a e p u z
215,Aweti-19_bite-1,,Aweti,19_bite,t u ʔ u,t u ʔ u,t u ʔ u,,557177;borella2000aspectos,,,,,t u 7 u,7 t u
216,Aweti-20_black-1,,Aweti,20_black,k i l a w,k i l a w,k i l a w,,557177;borella2000aspectos,,,,,k i l a w,a i k l w
217,Aweti-21_blow-1,,Aweti,21_blow,p e t u,p e t u,p e t u,,557177;borella2000aspectos,,,,,p e t u,e p t u
218,Aweti-22_bone-1,,Aweti,22_bone,k a ŋ,k a ŋ,k a ŋ,,557177;borella2000aspectos,,,,,k a N,N a k
219,Aweti-23_boy-1,,Aweti,23_boy,k a m i n o a t,k a m i n o a t,k a m i n o a t,,557177;borella2000aspectos,,,,,k a m i n o a t,a i k m n o t
220,Aweti-24_branch-1,,Aweti,24_branch,a k ã,a k ã,a k ã,,557177;borella2000aspectos,,,,,a k a*,a a* k
221,Aweti-25_breast-1,,Aweti,25_breast,k a m,k a m,k a m,,557177;borella2000aspectos,,,,,k a m,a k m
222,Aweti-28_burntr-1,,Aweti,28_burntr,a p ɨ,a p ɨ,a p ɨ,,557177;borella2000aspectos,,,,,a p 3,3 a p
223,Aweti-31_butterfly-1,,Aweti,31_butterfly,k u j u k u j u,k u j u k u j u,k u j u k u j u,,557177;borella2000aspectos,,,,,k u y u k u y u,k u y
224,Aweti-32_cair-1,,Aweti,32_cair,ʔ a r,ʔ a r,ʔ a r,,557177;borella2000aspectos,,,,,7 a r,7 a r
225,Aweti-33_canoe-1,,Aweti,33_canoe,m a ʔ ã p e,m a ʔ ã p e,m a ʔ ã p e,,557177;borella2000aspectos,,,,,m a 7 a* p e,7 a a* e m p
226,Aweti-37_come-1,,Aweti,37_come,u t,u t,u t,,557177;borella2000aspectos,,,,,u t,t u
227,Aweti-38_comb-1,,Aweti,38_comb,ʔ a k ɨ w a p,ʔ a k ɨ w a p,ʔ a k ɨ w a p,,557177;borella2000aspectos,,,,,7 a k 3 w a p,3 7 a k p w
228,Aweti-39_corn-1,,Aweti,39_corn,a w a t i,a w a t i,a w a t i,,557177;borella2000aspectos,,,,,a w a t i,a i t w
229,Aweti-41_cry-1,,Aweti,41_cry,e t a ʔ a,e t a ʔ a,e t a ʔ a,,557177;borella2000aspectos,,,,,e t a 7 a,7 a e t
230,Aweti-42_cut-1,,Aweti,42_cut,a k ɨ t͡s e,a k ɨ t͡s e,a k ɨ t͡s e,,557177;borella2000aspectos,,,,,a k 3 c e,3 a c e k
231,Aweti-43_dance-1,,Aweti,43_dance,a ʐ ũ,a ʐ ũ,a ʐ ũ,,557177;borella2000aspectos,,,,,a Z u*,Z a u*
232,Aweti-46_die-1,,Aweti,46_die,m a j õ,m a j õ,m a j õ,,557177;borella2000aspectos,,,,,m a y o*,a m o* y
233,Aweti-49_drawpaint-1,,Aweti,49_drawpaint,k a t u k a,k a t u k a,k a t u k a,,557177;borella2000aspectos,,,,,k a t u k a,a k t u
234,Aweti-53_earthland-1,,Aweti,53_earthland,ɨ β e t e,ɨ β e t e,ɨ β e t e,,557177;borella2000aspectos,,,,,3 b e t e,3 b e t
235,Aweti-55_enter-1,,Aweti,55_enter,e t͡s e,e t͡s e,e t͡s e,,557177;borella2000aspectos,,,,,e c e,c e
236,Aweti-56_eye-1,,Aweti,56_eye,e t a,e t a,e t a,,557177;borella2000aspectos,,,,,e t a,a e t
237,Aweti-57_face-1,,Aweti,57_face,o w a,o w a,o w a,,557177;borella2000aspectos,,,,,o w a,a o w
238,Aweti-58_far-1,,Aweti,58_far,k o j p e,k o j p e,k o j p e,,557177;borella2000aspectos,,,,,k o y p e,e k o p y
239,Aweti-59_fatgrease-1,,Aweti,59_fatgrease,k a p,k a p,k a p,,557177;borella2000aspectos,,,,,k a p,a k p
240,Aweti-60_father-1,,Aweti,60_father,u p,u p,u p,,557177;borella2000aspectos,,,,,u p,p u
241,Aweti-63_fire-1,,Aweti,63_fire,a ʐ a,a ʐ a,a ʐ a,,557177;borella2000aspectos,,,,,a Z a,Z a
242,Aweti-66_fish-1,,Aweti,66_fish,p i r a,p i r a,p i r a,,557177;borella2000aspectos,,,,,p i r a,a i p r
243,Aweti-68_flesh-1,,Aweti,68_flesh,j u j ã,j u j ã,j u j ã,,557177;borella2000aspectos,,,,,y u y a*,a* u y
244,Aweti-70_flower-1,,Aweti,70_flower,p o t ɨ t,p o t ɨ t,p o t ɨ t,,557177;borella2000aspectos,,,,,p o t 3 t,3 o p t
245,Aweti-72_flyn-1,,Aweti,72_flyn,t i n,t i n,t i n,,557177;borella2000aspectos,,,,,t i n,i n t
246,Aweti-73_foot-1,,Aweti,73_foot,p ɨ,p ɨ,p ɨ,,557177;borella2000aspectos,,,,,p 3,3 p
247,Aweti-74_four-1,,Aweti,74_four,m o k o ĩ m o k o ĩ,m o k o ĩ m o k o ĩ,m o k o ĩ m o k o ĩ,,557177;borella2000aspectos,,,,,m o k o i* m o k o i*,i* k m o
248,Aweti-76_fruit-1,,Aweti,76_fruit,ʔ a,ʔ a,ʔ a,,557177;borella2000aspectos,,,,,7 a,7 a
249,Aweti-80_give-1,,Aweti,80_give,m o t o,m o t o,m o t o,,557177;borella2000aspectos,,,,,m o t o,m o t
250,Aweti-81_go-1,,Aweti,81_go,h a,h a,h a,,557177;borella2000aspectos,,,,,h a,a h
251,Aweti-82_goup-1,,Aweti,82_goup,t e p,t e p,t e p,,557177;borella2000aspectos,,,,,t e p,e p t
252,Aweti-83_good-1,,Aweti,83_good,k a t u,k a t u,k a t u,,557177;borella2000aspectos,,,,,k a t u,a k t u
253,Aweti-84_grandfather-1,,Aweti,84_grandfather,a m ũ j,a m ũ j,a m ũ j,,557177;borella2000aspectos,,,,,a m u* y,a m u* y
254,Aweti-88_hand-1,,Aweti,88_hand,p o,p o,p o,,557177;borella2000aspectos,,,,,p o,o p
255,Aweti-89_hair-1,,Aweti,89_hair,a p,a p,a p,,557177;borella2000aspectos,,,,,a p,a p
256,Aweti-90_hammock-1,,Aweti,90_hammock,i n ĩ,i n ĩ,i n ĩ,,557177;borella2000aspectos,,,,,i n i*,i i* n
257,Aweti-92_hawk-1,,Aweti,92_hawk,m u z a k,m u z a k,m u z a k,,557177;borella2000aspectos,,,,,m u z a k,a k m u z
258,Aweti-94_hearlisten-1,,Aweti,94_hearlisten,ẽ t u p,ẽ t u p,ẽ t u p,,557177;borella2000aspectos,,,,,e* t u p,e* p t u
259,Aweti-95_heart-1,,Aweti,95_heart,p o z i ʔ ã,p o z i ʔ ã,p o z i ʔ ã,,557177;borella2000aspectos,,,,,p o z i 7 a*,7 a* i o p z
260,Aweti-96_heavy-1,,Aweti,96_heavy,p o t ɨ j,p o t ɨ j,p o t ɨ j,,557177;borella2000aspectos,,,,,p o t 3 y,3 o p t y
261,Aweti-102_hole-1,,Aweti,102_hole,kʷ a t,kʷ a t,kʷ a t,,557177;borella2000aspectos,,,,,kw~ a t,a kw~ t
262,Aweti-103_hot-1,,Aweti,103_hot,a k u p,a k u p,a k u p,,557177;borella2000aspectos,,,,,a k u p,a k p u
263,Aweti-104_house-1,,Aweti,104_house,o k,o k,o k,,557177;borella2000aspectos,,,,,o k,k o
264,Aweti-106_husband-1,,Aweti,106_husband,m e n,m e n,m e n,,557177;borella2000aspectos,,,,,m e n,e m n
265,Aweti-107_jacarecaimancrocodile-1,,Aweti,107_jacarecaimancrocodile,t o p e p ɨ r i t,t o p e p ɨ r i t,t o p e p ɨ r i t,,557177;borella2000aspectos,,,,,t o p e p 3 r i t,3 e i o p r t
266,Aweti-108_jaguar-1,,Aweti,108_jaguar,t a w a t,t a w a t,t a w a t,,557177;borella2000aspectos,,,,,t a w a t,a t w
267,Aweti-109_kill-1,,Aweti,109_kill,k ɨ̃ j,k ɨ̃ j,k ɨ̃ j,,557177;borella2000aspectos,,,,,k 3* y,3* k y
268,Aweti-111_knife-1,,Aweti,111_knife,k ɨ t e,k ɨ t e,k ɨ t e,,557177;borella2000aspectos,,,,,k 3 t e,3 e k t
269,Aweti-112_know-1,,Aweti,112_know,kʷ a p,kʷ a p,kʷ a p,,557177;borella2000aspectos,,,,,kw~ a p,a kw~ p
270,Aweti-113_lake-1,,Aweti,113_lake,ʔ ɨ w a t u,ʔ ɨ w a t u,ʔ ɨ w a t u,,557177;borella2000aspectos,,,,,7 3 w a t u,3 7 a t u w
271,Aweti-115_leaf-1,,Aweti,115_leaf,o p,o p,o p,,557177;borella2000aspectos,,,,,o p,o p
272,Aweti-117_leg-1,,Aweti,117_leg,ʔ u p,ʔ u p,ʔ u p,,557177;borella2000aspectos,,,,,7 u p,7 p u
273,Aweti-119_long-1,,Aweti,119_long,p u k u,p u k u,p u k u,,557177;borella2000aspectos,,,,,p u k u,k p u
274,Aweti-120_lookat-1,,Aweti,120_lookat,m a ʔ ẽ,m a ʔ ẽ,m a ʔ ẽ,,557177;borella2000aspectos,,,,,m a 7 e*,7 a e* m
275,Aweti-121_looseones-1,,Aweti,121_looseones,o p a t,o p a t,o p a t,,557177;borella2000aspectos,,,,,o p a t,a o p t
276,Aweti-122_louse-1,,Aweti,122_louse,k ɨ p,k ɨ p,k ɨ p,,557177;borella2000aspectos,,,,,k 3 p,3 k p
277,Aweti-124_manioc-1,,Aweti,124_manioc,m a n i ʔ o k,m a n i ʔ o k,m a n i ʔ o k,,557177;borella2000aspectos,,,,,m a n i 7 o k,7 a i k m n o
278,Aweti-126_medicine-1,,Aweti,126_medicine,p o t a ŋ,p o t a ŋ,p o t a ŋ,,557177;borella2000aspectos,,,,,p o t a N,N a o p t
279,Aweti-127_monkey-1,,Aweti,127_monkey,k a ʔ i j ɨ t,k a ʔ i j ɨ t,k a ʔ i j ɨ t,,557177;borella2000aspectos,,,,,k a 7 i y 3 t,3 7 a i k t y
280,Aweti-128_moon-1,,Aweti,128_moon,t a t ɨ,t a t ɨ,t a t ɨ,,557177;borella2000aspectos,,,,,t a t 3,3 a t
281,Aweti-131_mother-1,,Aweti,131_mother,t ɨ,t ɨ,t ɨ,,557177;borella2000aspectos,,,,,t 3,3 t
282,Aweti-135_name-1,,Aweti,135_name,e t,e t,e t,,557177;borella2000aspectos,,,,,e t,e t
283,Aweti-136_neck-1,,Aweti,136_neck,t u r ʔ ɨ p,t u r ʔ ɨ p,t u r ʔ ɨ p,,557177;borella2000aspectos,,,,,t u r 7 3 p,3 7 p r t u
284,Aweti-138_new-1,,Aweti,138_new,m ɨ t a,m ɨ t a,m ɨ t a,,557177;borella2000aspectos,,,,,m 3 t a,3 a m t
285,Aweti-139_night-1,,Aweti,139_night,i p ɨ t a k o,i p ɨ t a k o,i p ɨ t a k o,,557177;borella2000aspectos,,,,,i p 3 t a k o,3 a i k o p t
286,Aweti-140_nose-1,,Aweti,140_nose,t ĩ,t ĩ,t ĩ,,557177;borella2000aspectos,,,,,t i*,i* t
287,Aweti-141_one-1,,Aweti,141_one,m o m o z o t͡s u,m o m o z o t͡s u,m o m o z o t͡s u,,557177;borella2000aspectos,,,,,m o m o z o c u,c m o u z
288,Aweti-144_painhurt-1,,Aweti,144_painhurt,a t ɨ,a t ɨ,a t ɨ,,557177;borella2000aspectos,,,,,a t 3,3 a t
289,Aweti-146_path-1,,Aweti,146_path,m e,m e,m e,,557177;borella2000aspectos,,,,,m e,e m
290,Aweti-147_penis-1,,Aweti,147_penis,ʔ a á,ʔ a á,ʔ a á,,557177;borella2000aspectos,,,,,7 a a,7 a
291,Aweti-149_pierce-1,,Aweti,149_pierce,p u k e,p u k e,p u k e,,557177;borella2000aspectos,,,,,p u k e,e k p u
292,Aweti-150_pineapple-1,,Aweti,150_pineapple,k a l a h a ŋ,k a l a h a ŋ,k a l a h a ŋ,,557177;borella2000aspectos,,,,,k a l a h a N,N a h k l
293,Aweti-154_put-1,,Aweti,154_put,j u ŋ,j u ŋ,j u ŋ,,557177;borella2000aspectos,,,,,y u N,N u y
294,Aweti-155_rain-1,,Aweti,155_rain,a m ã n,a m ã n,a m ã n,,557177;borella2000aspectos,,,,,a m a* n,a a* m n
295,Aweti-158_red-1,,Aweti,158_red,p i l a ŋ,p i l a ŋ,p i l a ŋ,,557177;borella2000aspectos,,,,,p i l a N,N a i l p
296,Aweti-161_river-1,,Aweti,161_river,t ɨ,t ɨ,t ɨ,,557177;borella2000aspectos,,,,,t 3,3 t
297,Aweti-162_root-1,,Aweti,162_root,a p o,a p o,a p o,,557177;borella2000aspectos,,,,,a p o,a o p
298,Aweti-165_run-1,,Aweti,165_run,t a n,t a n,t a n,,557177;borella2000aspectos,,,,,t a n,a n t
299,Aweti-167_salt-1,,Aweti,167_salt,u k ɨ t,u k ɨ t,u k ɨ t,,557177;borella2000aspectos,,,,,u k 3 t,3 k t u
300,Aweti-170_see-1,,Aweti,170_see,t u p,t u p,t u p,,557177;borella2000aspectos,,,,,t u p,p t u
301,Aweti-171_seed-1,,Aweti,171_seed,a ʔ ɨ j,a ʔ ɨ j,a ʔ ɨ j,,557177;borella2000aspectos,,,,,a 7 3 y,3 7 a y
302,Aweti-172_seek-1,,Aweti,172_seek,i k a,i k a,i k a,,557177;borella2000aspectos,,,,,i k a,a i k
303,Aweti-173_send-1,,Aweti,173_send,m o t o t u k a t,m o t o t u k a t,m o t o t u k a t,,557177;borella2000aspectos,,,,,m o t o t u k a t,a k m o t u
304,Aweti-175_shellbark-1,,Aweti,175_shellbark,p e,p e,p e,,557177;borella2000aspectos,,,,,p e,e p
305,Aweti-176_sickill-1,,Aweti,176_sickill,a k u p ʔ a,a k u p ʔ a,a k u p ʔ a,,557177;borella2000aspectos,,,,,a k u p 7 a,7 a k p u
306,Aweti-177_sister-1,,Aweti,177_sister,n i ɨ t,n i ɨ t,n i ɨ t,,557177;borella2000aspectos,,,,,n i 3 t,3 i n t
307,Aweti-178_sit-1,,Aweti,178_sit,a p ɨ k,a p ɨ k,a p ɨ k,,557177;borella2000aspectos,,,,,a p 3 k,3 a k p
308,Aweti-179_sleep-1,,Aweti,179_sleep,t e t,t e t,t e t,,557177;borella2000aspectos,,,,,t e t,e t
309,Aweti-181_smoke-1,,Aweti,181_smoke,t i ŋ,t i ŋ,t i ŋ,,557177;borella2000aspectos,,,,,t i N,N i t
310,Aweti-182_snake-1,,Aweti,182_snake,m o j,m o j,m o j,,557177;borella2000aspectos,,,,,m o y,m o y
311,Aweti-184_son-1,,Aweti,184_son,m e mb ɨ t,m e mb ɨ t,m e mb ɨ t,,557177;borella2000aspectos,,,,,m e mb 3 t,3 e m mb t
312,Aweti-186_speak-1,,Aweti,186_speak,t i ʔ i ŋ,t i ʔ i ŋ,t i ʔ i ŋ,,557177;borella2000aspectos,,,,,t i 7 i N,7 N i t
313,Aweti-187_spider-1,,Aweti,187_spider,i t ã,i t ã,i t ã,,557177;borella2000aspectos,,,,,i t a*,a* i t
314,Aweti-191_stone-1,,Aweti,191_stone,k ɨ t a,k ɨ t a,k ɨ t a,,557177;borella2000aspectos,,,,,k 3 t a,3 a k t
315,Aweti-194_sun-1,,Aweti,194_sun,kʷ a t,kʷ a t,kʷ a t,,557177;borella2000aspectos,,,,,kw~ a t,a kw~ t
316,Aweti-196_sweet-1,,Aweti,196_sweet,e ʔ ẽ,e ʔ ẽ,e ʔ ẽ,,557177;borella2000aspectos,,,,,e 7 e*,7 e e*
317,Aweti-197_sweetpotato-1,,Aweti,197_sweetpotato,t e ʐ ɨ k,t e ʐ ɨ k,t e ʐ ɨ k,,557177;borella2000aspectos,,,,,t e Z 3 k,3 Z e k t
318,Aweti-199_tail-1,,Aweti,199_tail,u w a j,u w a j,u w a j,,557177;borella2000aspectos,,,,,u w a y,a u w y
319,Aweti-202_tellnarrate-1,,Aweti,202_tellnarrate,e j õ j,e j õ j,e j õ j,,557177;borella2000aspectos,,,,,e y o* y,e o* y
320,Aweti-203_terminatefinish-1,,Aweti,203_terminatefinish,p a p,p a p,p a p,,557177;borella2000aspectos,,,,,p a p,a p
321,Aweti-204_termite-1,,Aweti,204_termite,k u p i ʔ a,k u p i ʔ a,k u p i ʔ a,,557177;borella2000aspectos,,,,,k u p i 7 a,7 a i k p u
322,Aweti-207_thing-1,,Aweti,207_thing,k a t,k a t,k a t,,557177;borella2000aspectos,,,,,k a t,a k t
323,Aweti-208_three-1,,Aweti,208_three,m o j t a r i k a,m o j t a r i k a,m o j t a r i k a,,557177;borella2000aspectos,,,,,m o y t a r i k a,a i k m o r t y
324,Aweti-213_tie-1,,Aweti,213_tie,a t͡ʃ ĩ,a t͡ʃ ĩ,a t͡ʃ ĩ,,557177;borella2000aspectos,,,,,a C i*,C a i*
325,Aweti-215_tobacco-1,,Aweti,215_tobacco,p e,p e,p e,,557177;borella2000aspectos,,,,,p e,e p
326,Aweti-216_tomorrow-1,,Aweti,216_tomorrow,k o ʔ e m,k o ʔ e m,k o ʔ e m,,557177;borella2000aspectos,,,,,k o 7 e m,7 e k m o
327,Aweti-217_tongue-1,,Aweti,217_tongue,ẽ k u,ẽ k u,ẽ k u,,557177;borella2000aspectos,,,,,e* k u,e* k u
328,Aweti-218_tree-1,,Aweti,218_tree,ʔ ɨ p,ʔ ɨ p,ʔ ɨ p,,557177;borella2000aspectos,,,,,7 3 p,3 7 p
329,Aweti-219_turtle-1,,Aweti,219_turtle,t a w o z ɨ,t a w o z ɨ,t a w o z ɨ,,557177;borella2000aspectos,,,,,t a w o z 3,3 a o t w z
330,Aweti-220_two-1,,Aweti,220_two,m o k õ j,m o k õ j,m o k õ j,,557177;borella2000aspectos,,,,,m o k o* y,k m o o* y
331,Aweti-222_unclemobr-1,,Aweti,222_unclemobr,t u t ɨ t,t u t ɨ t,t u t ɨ t,,557177;borella2000aspectos,,,,,t u t 3 t,3 t u
332,Aweti-223_untie-1,,Aweti,223_untie,z a p,z a p,z a p,,557177;borella2000aspectos,,,,,z a p,a p z
333,Aweti-224_urinate-1,,Aweti,224_urinate,k a l u k,k a l u k,k a l u k,,557177;borella2000aspectos,,,,,k a l u k,a k l u
334,Aweti-226_vomit-1,,Aweti,226_vomit,e ʔ e n,e ʔ e n,e ʔ e n,,557177;borella2000aspectos,,,,,e 7 e n,7 e n
335,Aweti-227_vulture-1,,Aweti,227_vulture,ɨ ʐ ɨ w u,ɨ ʐ ɨ w u,ɨ ʐ ɨ w u,,557177;borella2000aspectos,,,,,3 Z 3 w u,3 Z u w
336,Aweti-228_walk-1,,Aweti,228_walk,e k o,e k o,e k o,,557177;borella2000aspectos,,,,,e k o,e k o
337,Aweti-229_want-1,,Aweti,229_want,kʷ a k u p,kʷ a k u p,kʷ a k u p,,557177;borella2000aspectos,,,,,kw~ a k u p,a k kw~ p u
338,Aweti-232_water-1,,Aweti,232_water,ʔ ɨ,ʔ ɨ,ʔ ɨ,,557177;borella2000aspectos,,,,,7 3,3 7
339,Aweti-233_weexcl-1,,Aweti,233_weexcl,a ʐ o,a ʐ o,a ʐ o,,557177;borella2000aspectos,,,,,a Z o,Z a o
340,Aweti-234_weincl-1,,Aweti,234_weincl,t͡s a n e,t͡s a n e,t͡s a n e,,557177;borella2000aspectos,,,,,c a n e,a c e n
341,Aweti-236_white-1,,Aweti,236_white,t i ŋ,t i ŋ,t i ŋ,,557177;borella2000aspectos,,,,,t i N,N i t
342,Aweti-237_wife-1,,Aweti,237_wife,a t ɨ,a t ɨ,a t ɨ,,557177;borella2000aspectos,,,,,a t 3,3 a t
343,Aweti-238_wind-1,,Aweti,238_wind,ɨ w ɨ t,ɨ w ɨ t,ɨ w ɨ t,,557177;borella2000aspectos,,,,,3 w 3 t,3 t w
344,Aweti-239_wing-1,,Aweti,239_wing,p e p o,p e p o,p e p o,,557177;borella2000aspectos,,,,,p e p o,e o p
345,Aweti-240_wing2-1,,Aweti,240_wing2,a p,a p,a p,,557177;borella2000aspectos,,,,,a p,a p
346,Aweti-241_woman-1,,Aweti,241_woman,k u j ã,k u j ã,k u j ã,,557177;borella2000aspectos,,,,,k u y a*,a* k u y
347,Aweti-243_yellow-1,,Aweti,243_yellow,t u w,t u w,t u w,,557177;borella2000aspectos,,,,,t u w,t u w
348,Aweti-244_yousg-1,,Aweti,244_yousg,e n,e n,e n,,557177;borella2000aspectos,,,,,e n,e n
349,Asurini-1_all-1,,Asurini,1_all,p a p,p a p,p a p,,cabral2003dicionario;cabral2000aspectos,,,,,p a p,a p
350,Asurini-2_arm-1,,Asurini,2_arm,t͡s ɨ w a,t͡s ɨ w a,t͡s ɨ w a,,cabral2003dicionario;cabral2000aspectos,,,,,c 3 w a,3 a c w
351,Asurini-3_arrow-1,,Asurini,3_arrow,o ʔ ɨ w,o ʔ ɨ w,o ʔ ɨ w,,cabral2003dicionario;cabral2000aspectos,,,,,o 7 3 w,3 7 o w
352,Asurini-4_ash-1,,Asurini,4_ash,a t a t͡ʃ i ŋ,a t a t͡ʃ i ŋ,a t a t͡ʃ i ŋ,,cabral2003dicionario;cabral2000aspectos,,,,,a t a C i N,C N a i t
353,Asurini-5_axe-1,,Asurini,5_axe,s ɨ,s ɨ,s ɨ,,cabral2003dicionario;cabral2000aspectos,,,,,s 3,3 s
354,Asurini-6_back-1,,Asurini,6_back,a p e,a p e,a p e,,cabral2003dicionario;cabral2000aspectos,,,,,a p e,a e p
355,Asurini-9_banana-1,,Asurini,9_banana,s a t a,s a t a,s a t a,,cabral2003dicionario;cabral2000aspectos,,,,,s a t a,a s t
356,Asurini-10_basket-1,,Asurini,10_basket,m a n a k o a,m a n a k o a,m a n a k o a,,cabral2003dicionario;cabral2000aspectos,,,,,m a n a k o a,a k m n o
357,Asurini-13_beans-1,,Asurini,13_beans,k o m a n a,k o m a n a,k o m a n a,,cabral2003dicionario;cabral2000aspectos,,,,,k o m a n a,a k m n o
358,Asurini-15_belly-1,,Asurini,15_belly,e w e ŋ a,e w e ŋ a,e w e ŋ a,,cabral2003dicionario;cabral2000aspectos,,,,,e w e N a,N a e w
359,Asurini-16_break-1,,Asurini,16_break,m o p e n,m o p e n,m o p e n,,cabral2003dicionario;cabral2000aspectos,,,,,m o p e n,e m n o p
360,Asurini-17_big-1,,Asurini,17_big,w i s e,w i s e,w i s e,,cabral2003dicionario;cabral2000aspectos,,,,,w i s e,e i s w
361,Asurini-18_bird-1,,Asurini,18_bird,w ɨ r a,w ɨ r a,w ɨ r a,,cabral2003dicionario;cabral2000aspectos,,,,,w 3 r a,3 a r w
362,Asurini-19_bite-1,,Asurini,19_bite,o ʔ o,o ʔ o,o ʔ o,,cabral2003dicionario;cabral2000aspectos,,,,,o 7 o,7 o
363,Asurini-20_black-1,,Asurini,20_black,p i h o n,p i h o n,p i h o n,,cabral2003dicionario;cabral2000aspectos,,,,,p i h o n,h i n o p
364,Asurini-21_blow-1,,Asurini,21_blow,m o n ɨ ŋ,m o n ɨ ŋ,m o n ɨ ŋ,,cabral2003dicionario;cabral2000aspectos,,,,,m o n 3 N,3 N m n o
365,Asurini-22_bone-1,,Asurini,22_bone,k ɨ ŋ,k ɨ ŋ,k ɨ ŋ,,cabral2003dicionario;cabral2000aspectos,,,,,k 3 N,3 N k
366,Asurini-23_boy-1,,Asurini,23_boy,k o n o m i,k o n o m i,k o n o m i,,cabral2003dicionario;cabral2000aspectos,,,,,k o n o m i,i k m n o
367,Asurini-26_breathe-1,,Asurini,26_breathe,ɨ p ɨ t o h e m,ɨ p ɨ t o h e m,ɨ p ɨ t o h e m,,cabral2003dicionario;cabral2000aspectos,,,,,3 p 3 t o h e m,3 e h m o p t
368,Asurini-27_burnintr-1,,Asurini,27_burnintr,k a t͡s,k a t͡s,k a t͡s,,cabral2003dicionario;cabral2000aspectos,,,,,k a c,a c k
369,Asurini-28_burntr-1,,Asurini,28_burntr,a p ɨ,a p ɨ,a p ɨ,,cabral2003dicionario;cabral2000aspectos,,,,,a p 3,3 a p
370,Asurini-29_bury-1,,Asurini,29_bury,o t ɨ m,o t ɨ m,o t ɨ m,,cabral2003dicionario;cabral2000aspectos,,,,,o t 3 m,3 m o t
371,Asurini-30_bush-1,,Asurini,30_bush,k a ʔ a,k a ʔ a,k a ʔ a,,cabral2003dicionario;cabral2000aspectos,,,,,k a 7 a,7 a k
