,ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile,CU,asjp_forms,asjp_segs
782,Dorasque-33_dormir-1,,Dorasque,33_dormir,kabi,kabi,k a b i,,Constenla2005,421,,^ k a b i $,Dorasque,c,k a b i,a b i k
783,SanBlasKuna-33_dormir-1,,SanBlasKuna,33_dormir,kape,kape,k a p e,,Constenla2005,421,,^ k a p e $,SanBlasKuna,c,k a p e,a e k p
784,Cogui-33_dormir-1,,Cogui,33_dormir,ka'ba,ka'ba,k a 'b/b a,,Constenla2005,421,,^ k a 'b a $,Cogui,c,k a b a,a b k
785,Arhuaco-33_dormir-1,,Arhuaco,33_dormir,'kəmm,'kəmm,'k/k ə m,,Constenla2005,421,,^ 'k ə mm $,Arhuaco,c,k 3 m,3 k m
786,Malayo-33_dormir-1,,Malayo,33_dormir,kɨũ,kɨũ,k ɨ ũ,,Constenla2005,421,,^ k ɨ ũ $,Malayo,c,k 3 u*,3 k u*
787,Chimila-33_dormir-1,,Chimila,33_dormir,sa:ɾa,sa:ɾa,s aː ɾ a,,Constenla2005,419,,^ s a: ɾ a $,Chimila,a,s a r a,a r s
788,Chibcha-33_dormir-1,,Chibcha,33_dormir,kɨβɨ,kɨβɨ,k ɨ β ɨ,,Constenla2005,421,,^ k ɨ β ɨ $,Chibcha,c,k 3 b 3,3 b k
789,CentralTunebo-33_dormir-1,,CentralTunebo,33_dormir,'kami,'kami,'k/k a m i,,Constenla2005,421,,^ 'k a m i $,CentralTunebo,c,k a m i,a i k m
790,Bari-33_dormir-1,,Bari,33_dormir,kab,kab,k a b,,Constenla2005,421,,^ k a b $,Bari,c,k a b,a b k
791,LencaSalvador-34_dos-1,,LencaSalvador,34_dos,pe,pe,p e,,Constenla2005,424,,^ p e $,LencaSalvador,a,p e,e p
792,LencaHonduras-34_dos-1,,LencaHonduras,34_dos,pe,pe,p e,,Constenla2005,424,,^ p e $,LencaHonduras,a,p e,e p
793,Cacaopera-34_dos-1,,Cacaopera,34_dos,buru,buru,b u r u,,Constenla2005,424,,^ b u r u $,Cacaopera,a,b u r u,b r u
794,Mayangna-34_dos-1,,Mayangna,34_dos,bu,bu,b u,,Constenla2005,424,,^ b u $,Mayangna,a,b u,b u
795,Ulwa-34_dos-1,,Ulwa,34_dos,bu,bu,b u,,Constenla2005,424,,^ b u $,Ulwa,a,b u,b u
796,Miskito-34_dos-1,,Miskito,34_dos,wal,wal,w a l,,Constenla2005,425,,^ w a l $,Miskito,,w a l,a l w
797,Pech-34_dos-1,,Pech,34_dos,pók,pók,p ó/o k,,Constenla2005,424,,^ p ó k $,Pech,a,p o o k,k o p
798,Rama-34_dos-1,,Rama,34_dos,puksak,puksak,p u k s a k,,Constenla2005,424,,^ p u k s a k $,Rama,a,p u k s a k,a k p s u
799,MalekuJaika-34_dos-1,,MalekuJaika,34_dos,pauŋka,pauŋka,p a u ŋ k a,,Constenla2005,424,,^ p a u ŋ k a $,MalekuJaika,a,p a u N k a,N a k p u
800,Boruca-34_dos-1,,Boruca,34_dos,búʔk,búʔk,b ú/u ʔ k,,Constenla2005,424,,^ b ú ʔ k $,Boruca,a,b u u 7 k,7 b k u
801,Bribri-34_dos-1,,Bribri,34_dos,bʊ,bʊ,b ʊ,,Constenla2005,424,,^ b ʊ $,Bribri,a,b u,b u
802,Cabecar-34_dos-1,,Cabecar,34_dos,bo,bo,b o,,Constenla2005,424,,^ b o $,Cabecar,a,b o,b o
803,Teribe-34_dos-1,,Teribe,34_dos,bʊ́,bʊ́,b ʊ́/ʊ,,Constenla2005,424,,^ b ʊ́ $,Teribe,a,b u u,b u
804,Ngabere-34_dos-1,,Ngabere,34_dos,bu,bu,b u,,Constenla2005,424,,^ b u $,Ngabere,a,b u,b u
805,Buglere-34_dos-1,,Buglere,34_dos,boke,boke,b o k e,,Constenla2005,424,,^ b o k e $,Buglere,a,b o k e,b e k o
806,Dorasque-34_dos-1,,Dorasque,34_dos,mo,mo,m o,,Constenla2005,424,,^ m o $,Dorasque,a,m o,m o
807,SanBlasKuna-34_dos-1,,SanBlasKuna,34_dos,po:,po:,p oː,,Constenla2005,424,,^ p o: $,SanBlasKuna,a,p o,o p
808,Cogui-34_dos-1,,Cogui,34_dos,'mauʒua,'mauʒua,'m/m a u ʒ u a,,Constenla2005,424,,^ 'm a u ʒ u a $,Cogui,a,m a u Z u a,Z a m u
809,Arhuaco-34_dos-1,,Arhuaco,34_dos,'mouga,'mouga,'m/m o u g a,,Constenla2005,424,,^ 'm o u g a $,Arhuaco,a,m o u g a,a g m o u
810,Malayo-34_dos-1,,Malayo,34_dos,mowa,mowa,m o w a,,Constenla2005,424,,^ m o w a $,Malayo,a,m o w a,a m o w
811,Chimila-34_dos-1,,Chimila,34_dos,buhna,buhna,b u h n a,,Constenla2005,424,,^ b u h n a $,Chimila,a,b u h n a,a b h n u
812,Chibcha-34_dos-1,,Chibcha,34_dos,bo,bo,b o,,Constenla2005,424,,^ b o $,Chibcha,a,b o,b o
813,CentralTunebo-34_dos-1,,CentralTunebo,34_dos,bu'kaja,bu'kaja,b u 'k/k a j a,,Constenla2005,424,,^ b u 'k a j a $,CentralTunebo,a,b u k a y a,a b k u y
814,Bari-34_dos-1,,Bari,34_dos,ĩsãmĩ,ĩsãmĩ,ĩ s ã m ĩ,,Constenla2005,426,,^ ĩ s ã m ĩ $,Bari,,i* s a* m i*,a* i* m s
815,LencaSalvador-35_el-1,,LencaSalvador,35_el,inani,inani,i n a n i,,Constenla2005,427,,^ i n a n i $,LencaSalvador,a,i n a n i,a i n
816,LencaHonduras-35_el-1,,LencaHonduras,35_el,inan,inan,i n a n,,Constenla2005,427,,^ i n a n $,LencaHonduras,a,i n a n,a i n
817,Cacaopera-35_el-1,,Cacaopera,35_el,'karahi,'karahi,'k/k a r a h i,,Constenla2005,428,,^ 'k a r a h i $,Cacaopera,b,k a r a h i,a h i k r
818,Mayangna-35_el-1,,Mayangna,35_el,witiŋ,witiŋ,w i t i ŋ,,Constenla2005,429,,^ w i t i ŋ $,Mayangna,c,w i t i N,N i t w
819,Ulwa-35_el-1,,Ulwa,35_el,alas,alas,a l a s,,Constenla2005,428,,^ a l a s $,Ulwa,b,a l a s,a l s
820,Miskito-35_el-1,,Miskito,35_el,witin,witin,w i t i n,,Constenla2005,429,,^ w i t i n $,Miskito,c,w i t i n,i n t w
821,Pech-35_el-1,,Pech,35_el,èkà,èkà,è/e k à/a,,Constenla2005,430,,^ è k à $,Pech,ch,e e k a a,a e k
822,Rama-35_el-1,,Rama,35_el,jaiŋ,jaiŋ,j a i ŋ,,Constenla2005,427,,^ j a i ŋ $,Rama,a,y a i N,N a i y
823,MalekuJaika-35_el-1,,MalekuJaika,35_el,ni:,ni:,n iː,,Constenla2005,431,,^ n i: $,MalekuJaika,d,n i,i n
824,Boruca-35_el-1,,Boruca,35_el,ì,ì,ì/i,,Constenla2005,427,,^ ì $,Boruca,a,i i,i
825,Bribri-35_el-1,,Bribri,35_el,iěʔ,iěʔ,i ě/e ʔ,,Constenla2005,427,,^ i ě ʔ $,Bribri,a,i e e 7,7 e i
826,Cabecar-35_el-1,,Cabecar,35_el,hié,hié,h i é/e,,Constenla2005,427,,^ h i é $,Cabecar,a,h i e e,e h i
827,Teribe-35_el-1,,Teribe,35_el,è,è,è/e,,Constenla2005,430,,^ è $,Teribe,ch,e e,e
828,Ngabere-35_el-1,,Ngabere,35_el,niaɾa,niaɾa,n i a ɾ a,,Constenla2005,431,,^ n i a ɾ a $,Ngabere,d,n i a r a,a i n r
829,Buglere-35_el-1,,Buglere,35_el,ama,ama,a m a,,Constenla2005,432,,^ a m a $,Buglere,e,a m a,a m
830,Dorasque-35_el-1,,Dorasque,35_el,kúi,kúi,k ú/u i,,Constenla2005,433,,^ k ú i $,Dorasque,,k u u i,i k u
831,SanBlasKuna-35_el-1,,SanBlasKuna,35_el,itti,itti,i t i,,Constenla2005,427,,^ i tt i $,SanBlasKuna,a,i t i,i t
832,Cogui-35_el-1,,Cogui,35_el,'ale,'ale,'a/a l e,,Constenla2005,432,,^ 'a l e $,Cogui,e,a l e,a e l
833,Arhuaco-35_el-1,,Arhuaco,35_el,a,a,a,,Constenla2005,432,,^ a $,Arhuaco,e,a,a
834,Malayo-35_el-1,,Malayo,35_el,na,na,n a,,Constenla2005,434,,^ n a $,Malayo,,n a,a n
835,Chimila-35_el-1,,Chimila,35_el,noggwe,noggwe,n o g w e,,Constenla2005,435,,^ n o gg w e $,Chimila,,n o g w e,e g n o w
836,Chibcha-35_el-1,,Chibcha,35_el,asɨ,asɨ,a s ɨ,,Constenla2005,430,,^ a s ɨ $,Chibcha,ch,a s 3,3 a s
837,CentralTunebo-35_el-1,,CentralTunebo,35_el,'eja,'eja,'e/e j a,,Constenla2005,430,,^ 'e j a $,CentralTunebo,ch,e y a,a e y
838,Bari-35_el-1,,Bari,35_el,obãĩ́,obãĩ́,o b ã ĩ́/ĩ,,Constenla2005,436,,^ o b ã ĩ́ $,Bari,,o b a* i* i*,a* b i* o
839,LencaSalvador-36_en-1,,LencaSalvador,36_en,k'ati,k'ati,k 'a/a t i,,Constenla2005,437,,^ k 'a t i $,LencaSalvador,a,k a t i,a i k t
840,LencaHonduras-36_en-1,,LencaHonduras,36_en,ap,ap,a p,,Constenla2005,438,,^ a p $,LencaHonduras,b,a p,a p
841,Cacaopera-36_en-1,,Cacaopera,36_en,m,m,m,,Constenla2005,438,,^ m $,Cacaopera,b,m,m
842,Mayangna-36_en-1,,Mayangna,36_en,kat,kat,k a t,,Constenla2005,437,,^ k a t $,Mayangna,a,k a t,a k t
843,Ulwa-36_en-1,,Ulwa,36_en,kat,kat,k a t,,Constenla2005,437,,^ k a t $,Ulwa,a,k a t,a k t
844,Miskito-36_en-1,,Miskito,36_en,ɾa,ɾa,ɾ a,,Constenla2005,439,,^ ɾ a $,Miskito,c,r a,a r
845,Pech-36_en-1,,Pech,36_en,jã́,jã́,j ã́/ã,,Constenla2005,440,,^ j ã́ $,Pech,ch,y a* a*,a* y
846,Rama-36_en-1,,Rama,36_en,ka,ka,k a,,Constenla2005,437,,^ k a $,Rama,a,k a,a k
847,MalekuJaika-36_en-1,,MalekuJaika,36_en,ko,ko,k o,,Constenla2005,437,,^ k o $,MalekuJaika,a,k o,k o
848,Boruca-36_en-1,,Boruca,36_en,kà,kà,k à/a,,Constenla2005,437,,^ k à $,Boruca,a,k a a,a k
849,Bribri-36_en-1,,Bribri,36_en,iã̀,iã̀,i ã̀/ã,,Constenla2005,440,,^ i ã̀ $,Bribri,ch,i a* a*,a* i
850,Cabecar-36_en-1,,Cabecar,36_en,skà,skà,s k à/a,,Constenla2005,441,,^ s k à $,Cabecar,d,s k a a,a k s
851,Teribe-36_en-1,,Teribe,36_en,ʃkò,ʃkò,ʃ k ò/o,,Constenla2005,441,,^ ʃ k ò $,Teribe,d,S k o o,S k o
852,Ngabere-36_en-1,,Ngabere,36_en,te,te,t e,,Constenla2005,442,,^ t e $,Ngabere,,t e,e t
853,Buglere-36_en-1,,Buglere,36_en,ske,ske,s k e,,Constenla2005,441,,^ s k e $,Buglere,d,s k e,e k s
854,Dorasque-36_en-1,,Dorasque,36_en,ga,ga,g a,,Constenla2005,437,,^ g a $,Dorasque,a,g a,a g
855,SanBlasKuna-36_en-1,,SanBlasKuna,36_en,ki,ki,k i,,Constenla2005,443,,^ k i $,SanBlasKuna,e,k i,i k
856,Cogui-36_en-1,,Cogui,36_en,ka,ka,k a,,Constenla2005,437,,^ k a $,Cogui,a,k a,a k
857,Arhuaco-36_en-1,,Arhuaco,36_en,ekɨ,ekɨ,e k ɨ,,Constenla2005,437,,^ e k ɨ $,Arhuaco,a,e k 3,3 e k
858,Malayo-36_en-1,,Malayo,36_en,ka,ka,k a,,Constenla2005,437,,^ k a $,Malayo,a,k a,a k
859,Chimila-36_en-1,,Chimila,36_en,la,la,l a,,Constenla2005,439,,^ l a $,Chimila,c,l a,a l
860,Chibcha-36_en-1,,Chibcha,36_en,na,na,n a,,Constenla2005,443,,^ n a $,Chibcha,e,n a,a n
861,CentralTunebo-36_en-1,,CentralTunebo,36_en,kwi'taɾa,kwi'taɾa,k w i 't/t a ɾ a,,Constenla2005,444,,^ k w i 't a ɾ a $,CentralTunebo,,k w i t a r a,a i k r t w
862,Bari-36_en-1,,Bari,36_en,aki,aki,a k i,,Constenla2005,443,,^ a k i $,Bari,e,a k i,a i k
863,LencaSalvador-37_este-1,,LencaSalvador,37_este,inaga,inaga,i n a g a,,Constenla2005,445,,^ i n a g a $,LencaSalvador,a,i n a g a,a g i n
864,LencaHonduras-37_este-1,,LencaHonduras,37_este,na,na,n a,,Constenla2005,446,,^ n a $,LencaHonduras,b,n a,a n
865,Cacaopera-37_este-1,,Cacaopera,37_este,irahi,irahi,i r a h i,,Constenla2005,445,,^ i r a h i $,Cacaopera,a,i r a h i,a h i r
866,Mayangna-37_este-1,,Mayangna,37_este,a:dika,a:dika,aː d i k a,,Constenla2005,447,,^ a: d i k a $,Mayangna,c,a d i k a,a d i k
867,Ulwa-37_este-1,,Ulwa,37_este,a:ka,a:ka,aː k a,,Constenla2005,447,,^ a: k a $,Ulwa,c,a k a,a k
868,Miskito-37_este-1,,Miskito,37_este,nãhã,nãhã,n ã h ã,,Constenla2005,446,,^ n ã h ã $,Miskito,b,n a* h a*,a* h n
869,Pech-37_este-1,,Pech,37_este,ĩ́,ĩ́,ĩ́/ĩ,,Constenla2005,445,,^ ĩ́ $,Pech,a,i* i*,i*
870,Rama-37_este-1,,Rama,37_este,niŋ,niŋ,n i ŋ,,Constenla2005,448,,^ n i ŋ $,Rama,ch,n i N,N i n
871,MalekuJaika-37_este-1,,MalekuJaika,37_este,ni:,ni:,n iː,,Constenla2005,448,,^ n i: $,MalekuJaika,ch,n i,i n
872,Boruca-37_este-1,,Boruca,37_este,uéʔ,uéʔ,u é/e ʔ,,Constenla2005,449,,^ u é ʔ $,Boruca,d,u e e 7,7 e u
873,Bribri-37_este-1,,Bribri,37_este,ɪ̌ʔ,ɪ̌ʔ,ɪ̌/ɪ ʔ,,Constenla2005,445,,^ ɪ̌ ʔ $,Bribri,a,i i 7,7 i
874,Cabecar-37_este-1,,Cabecar,37_este,hí,hí,h í/i,,Constenla2005,445,,^ h í $,Cabecar,a,h i i,h i
875,Teribe-37_este-1,,Teribe,37_este,hũ,hũ,h ũ,,Constenla2005,450,,^ h ũ $,Teribe,e,h u*,h u*
876,Ngabere-37_este-1,,Ngabere,37_este,ne,ne,n e,,Constenla2005,446,,^ n e $,Ngabere,b,n e,e n
877,Buglere-37_este-1,,Buglere,37_este,ai,ai,a i,,Constenla2005,451,,^ a i $,Buglere,,a i,a i
878,SanBlasKuna-37_este-1,,SanBlasKuna,37_este,we,we,w e,,Constenla2005,449,,^ w e $,SanBlasKuna,d,w e,e w
879,Cogui-37_este-1,,Cogui,37_este,'hale,'hale,'h/h a l e,,Constenla2005,453,,^ 'h a l e $,Cogui,,h a l e,a e h l
880,Arhuaco-37_este-1,,Arhuaco,37_este,'ema,'ema,'e/e m a,,Constenla2005,445,,^ 'e m a $,Arhuaco,a,e m a,a e m
881,Malayo-37_este-1,,Malayo,37_este,ima,ima,i m a,,Constenla2005,445,,^ i m a $,Malayo,a,i m a,a i m
882,Chimila-37_este-1,,Chimila,37_este,naʔna,naʔna,n a ʔ n a,,Constenla2005,446,,^ n a ʔ n a $,Chimila,b,n a 7 n a,7 a n
883,Chibcha-37_este-1,,Chibcha,37_este,sisɨ,sisɨ,s i s ɨ,,Constenla2005,448,,^ s i s ɨ $,Chibcha,ch,s i s 3,3 i s
884,CentralTunebo-37_este-1,,CentralTunebo,37_este,'uʃa,'uʃa,'u/u ʃ a,,Constenla2005,450,,^ 'u ʃ a $,CentralTunebo,e,u S a,S a u
885,Bari-37_este-1,,Bari,37_este,inabãi,inabãi,i n a b ã i,,Constenla2005,445,,^ i n a b ã i $,Bari,a,i n a b a* i,a a* b i n
886,LencaSalvador-38_flor-1,,LencaSalvador,38_flor,ʃil-a,ʃil-a,ʃ i l + a,,Constenla2005,454,,^ ʃ i l - a $,LencaSalvador,a,S i l  a, S a i l
887,LencaHonduras-38_flor-1,,LencaHonduras,38_flor,sun-a,sun-a,s u n + a,,Constenla2005,454,,^ s u n - a $,LencaHonduras,a,s u n  a, a n s u
888,Cacaopera-38_flor-1,,Cacaopera,38_flor,bas,bas,b a s,,Constenla2005,455,,^ b a s $,Cacaopera,,b a s,a b s
889,Mayangna-38_flor-1,,Mayangna,38_flor,pulu,pulu,p u l u,,Constenla2005,456,,^ p u l u $,Mayangna,b,p u l u,l p u
890,Ulwa-38_flor-1,,Ulwa,38_flor,pulu,pulu,p u l u,,Constenla2005,456,,^ p u l u $,Ulwa,b,p u l u,l p u
891,Miskito-38_flor-1,,Miskito,38_flor,taŋni,taŋni,t a ŋ n i,,Constenla2005,457,,^ t a ŋ n i $,Miskito,,t a N n i,N a i n t
892,Pech-38_flor-1,,Pech,38_flor,ãwhá,ãwhá,ã w h á/a,,Constenla2005,458,,^ ã w h á $,Pech,,a* w h a a,a a* h w
893,Rama-38_flor-1,,Rama,38_flor,uɾuk,uɾuk,u ɾ u k,,Constenla2005,459,,^ u ɾ u k $,Rama,,u r u k,k r u
894,MalekuJaika-38_flor-1,,MalekuJaika,38_flor,ɬu:t-u,ɬu:t-u,ɬ uː t + u,,Constenla2005,454,,^ ɬ u: t - u $,MalekuJaika,a,L u t  u, L t u
895,Boruca-38_flor-1,,Boruca,38_flor,sɾùt,sɾùt,s ɾ ù/u t,,Constenla2005,454,,^ s ɾ ù t $,Boruca,a,s r u u t,r s t u
896,Bribri-38_flor-1,,Bribri,38_flor,duká,duká,d u k á/a,,Constenla2005,460,,^ d u k á $,Bribri,c,d u k a a,a d k u
897,Cabecar-38_flor-1,,Cabecar,38_flor,uʊ́dkuà,uʊ́dkuà,u ʊ́/ʊ d k u à/a,,Constenla2005,460,,^ u ʊ́ d k u à $,Cabecar,c,u u u d k u a a,a d k u
898,Teribe-38_flor-1,,Teribe,38_flor,kʰólòŋ,kʰólòŋ,kʰ ó/o l ò/o ŋ,,Constenla2005,461,,^ kʰ ó l ò ŋ $,Teribe,,kh~ o o l o o N,N kh~ l o
899,Ngabere-38_flor-1,,Ngabere,38_flor,blɯ,blɯ,b l ɯ,,Constenla2005,456,,^ b l ɯ $,Ngabere,b,b l u,b l u
900,Buglere-38_flor-1,,Buglere,38_flor,hɾa,hɾa,h ɾ a,,Constenla2005,462,,^ h ɾ a $,Buglere,,h r a,a h r
901,Dorasque-38_flor-1,,Dorasque,38_flor,shii,shii,s h i i,,Constenla2005,463,,^ s h i i $,Dorasque,,s h i i,h i s
902,SanBlasKuna-38_flor-1,,SanBlasKuna,38_flor,tutt-u,tutt-u,t u t + u,,Constenla2005,454,,^ t u tt - u $,SanBlasKuna,a,t u t  u, t u
903,Cogui-38_flor-1,,Cogui,38_flor,'humʃi,'humʃi,'h/h u m ʃ i,,Constenla2005,464,,^ 'h u m ʃ i $,Cogui,,h u m S i,S h i m u
904,Arhuaco-38_flor-1,,Arhuaco,38_flor,tin'sana,tin'sana,t i n 's/s a n a,,Constenla2005,465,,^ t i n 's a n a $,Arhuaco,,t i n s a n a,a i n s t
905,Malayo-38_flor-1,,Malayo,38_flor,ʃoma,ʃoma,ʃ o m a,,Constenla2005,466,,^ ʃ o m a $,Malayo,ch,S o m a,S a m o
906,Chimila-38_flor-1,,Chimila,38_flor,'kusaŋgɾa,'kusaŋgɾa,'k/k u s a ŋ g ɾ a,,Constenla2005,467,,^ 'k u s a ŋ g ɾ a $,Chimila,,k u s a N g r a,N a g k r s u
907,Chibcha-38_flor-1,,Chibcha,38_flor,uβa,uβa,u β a,,Constenla2005,468,,^ u β a $,Chibcha,,u b a,a b u
908,CentralTunebo-38_flor-1,,CentralTunebo,38_flor,'suwa,'suwa,'s/s u w a,,Constenla2005,469,,^ 's u w a $,CentralTunebo,,s u w a,a s u w
909,Bari-38_flor-1,,Bari,38_flor,sũd-ũ,sũd-ũ,s ũ d + ũ,,Constenla2005,454,,^ s ũ d - ũ $,Bari,a,s u* d  u*, d s u*
910,LencaSalvador-39_frio-1,,LencaSalvador,39_frio,ts'ana,ts'ana,t s 'a/a n a,,Constenla2005,470,,^ t s 'a n a $,LencaSalvador,a,t s a n a,a n s t
911,LencaHonduras-39_frio-1,,LencaHonduras,39_frio,miti,miti,m i t i,,Constenla2005,471,,^ m i t i $,LencaHonduras,,m i t i,i m t
912,Cacaopera-39_frio-1,,Cacaopera,39_frio,tusni,tusni,t u s n i,,Constenla2005,472,,^ t u s n i $,Cacaopera,,t u s n i,i n s t u
913,Mayangna-39_frio-1,,Mayangna,39_frio,saŋni,saŋni,s a ŋ n i,,Constenla2005,470,,^ s a ŋ n i $,Mayangna,a,s a N n i,N a i n s
914,Ulwa-39_frio-1,,Ulwa,39_frio,ripka,ripka,r i p k a,,Constenla2005,473,,^ r i p k a $,Ulwa,,r i p k a,a i k p r
915,Miskito-39_frio-1,,Miskito,39_frio,kahula,kahula,k a h u l a,,Constenla2005,474,,^ k a h u l a $,Miskito,,k a h u l a,a h k l u
916,Pech-39_frio-1,,Pech,39_frio,sã̀jwá,sã̀jwá,s ã̀/ã j w á/a,,Constenla2005,470,,^ s ã̀ j w á $,Pech,a,s a* a* y w a a,a a* s w y
917,Rama-39_frio-1,,Rama,39_frio,saima,saima,s a i m a,,Constenla2005,470,,^ s a i m a $,Rama,a,s a i m a,a i m s
918,MalekuJaika-39_frio-1,,MalekuJaika,39_frio,tʃitʃi:xa,tʃitʃi:xa,tʃ i tʃ iː x a,,Constenla2005,470,,^ tʃ i tʃ i: x a $,MalekuJaika,a,tS i tS i x a,a i tS x
919,Boruca-39_frio-1,,Boruca,39_frio,sèxká,sèxká,s è/e x k á/a,,Constenla2005,470,,^ s è x k á $,Boruca,a,s e e x k a a,a e k s x
920,Bribri-39_frio-1,,Bribri,39_frio,sẽ̂ssẽ̌,sẽ̂ssẽ̌,s ẽ̂/ẽ s ẽ̌/ẽ,,Constenla2005,470,,^ s ẽ̂ ss ẽ̌ $,Bribri,a,s e* e* s e* e*,e* s
921,Cabecar-39_frio-1,,Cabecar,39_frio,tsḗ,tsḗ,t s ẽ́/ẽ,,Constenla2005,470,,^ t s ḗ $,Cabecar,a,t s e* e*,e* s t
922,Teribe-39_frio-1,,Teribe,39_frio,séntè,séntè,s é/e n t è/e,,Constenla2005,470,,^ s é n t è $,Teribe,a,s e e n t e e,e n s t
923,Ngabere-39_frio-1,,Ngabere,39_frio,tibo,tibo,t i b o,,Constenla2005,470,,^ t i b o $,Ngabere,a,t i b o,b i o t
924,Buglere-39_frio-1,,Buglere,39_frio,skeke,skeke,s k e k e,,Constenla2005,470,,^ s k e k e $,Buglere,a,s k e k e,e k s
925,Dorasque-39_frio-1,,Dorasque,39_frio,saiga,saiga,s a i g a,,Constenla2005,470,,^ s a i g a $,Dorasque,a,s a i g a,a g i s
926,SanBlasKuna-39_frio-1,,SanBlasKuna,39_frio,tiopikwa,tiopikwa,t i o p i k w a,,Constenla2005,475,,^ t i o p i k w a $,SanBlasKuna,,t i o p i k w a,a i k o p t w
927,Cogui-39_frio-1,,Cogui,39_frio,ʃu'izala,ʃu'izala,ʃ u 'i/i z a l a,,Constenla2005,476,,^ ʃ u 'i z a l a $,Cogui,,S u i z a l a,S a i l u z
928,Arhuaco-39_frio-1,,Arhuaco,39_frio,kɨ kawa,kɨ kawa,k ɨ + k a w a,,Constenla2005,477,,^ k ɨ + k a w a $,Arhuaco,,k 3  k a w a, 3 a k w
929,Malayo-39_frio-1,,Malayo,39_frio,se,se,s e,,Constenla2005,470,,^ s e $,Malayo,a,s e,e s
930,Chimila-39_frio-1,,Chimila,39_frio,sa:hnihka:,sa:hnihka:,s aː h n i h k aː,,Constenla2005,470,,^ s a: h n i h k a: $,Chimila,a,s a h n i h k a,a h i k n s
931,Chibcha-39_frio-1,,Chibcha,39_frio,nɨko,nɨko,n ɨ k o,,Constenla2005,478,,^ n ɨ k o $,Chibcha,,n 3 k o,3 k n o
932,CentralTunebo-39_frio-1,,CentralTunebo,39_frio,'seroa,'seroa,'s/s e r o a,,Constenla2005,470,,^ 's e r o a $,CentralTunebo,a,s e r o a,a e o r s
933,Bari-39_frio-1,,Bari,39_frio,te:,te:,t eː,,Constenla2005,470,,^ t e: $,Bari,a,t e,e t
934,LencaSalvador-40_fuego-1,,LencaSalvador,40_fuego,ik'aN,ik'aN,i k 'a/a n,,Constenla2005,479,,^ i k 'a N $,LencaSalvador,a,i k a n,a i k n
935,LencaHonduras-40_fuego-1,,LencaHonduras,40_fuego,juka,juka,j u k a,,Constenla2005,479,,^ j u k a $,LencaHonduras,a,y u k a,a k u y
936,Cacaopera-40_fuego-1,,Cacaopera,40_fuego,lawali,lawali,l a w a l i,,Constenla2005,480,,^ l a w a l i $,Cacaopera,,l a w a l i,a i l w
937,Mayangna-40_fuego-1,,Mayangna,40_fuego,kuh,kuh,k u h,,Constenla2005,481,,^ k u h $,Mayangna,b,k u h,h k u
938,Ulwa-40_fuego-1,,Ulwa,40_fuego,kuh,kuh,k u h,,Constenla2005,481,,^ k u h $,Ulwa,b,k u h,h k u
939,Miskito-40_fuego-1,,Miskito,40_fuego,pawta,pawta,p a w t a,,Constenla2005,482,,^ p a w t a $,Miskito,c,p a w t a,a p t w
940,Pech-40_fuego-1,,Pech,40_fuego,tã̀jwã́,tã̀jwã́,t ã̀/ã j w ã́/ã,,Constenla2005,483,,^ t ã̀ j w ã́ $,Pech,,t a* a* y w a* a*,a* t w y
941,Rama-40_fuego-1,,Rama,40_fuego,abuŋ,abuŋ,a b u ŋ,,Constenla2005,484,,^ a b u ŋ $,Rama,,a b u N,N a b u
942,MalekuJaika-40_fuego-1,,MalekuJaika,40_fuego,kue:,kue:,k u eː,,Constenla2005,481,,^ k u e: $,MalekuJaika,b,k u e,e k u
943,Boruca-40_fuego-1,,Boruca,40_fuego,dʒìkɾá,dʒìkɾá,dʒ ì/i k ɾ á/a,,Constenla2005,485,,^ dʒ ì k ɾ á $,Boruca,ch,dZ i i k r a a,a dZ i k r
944,Bribri-40_fuego-1,,Bribri,40_fuego,bʊ̌uʊ̀,bʊ̌uʊ̀,b ʊ̌/ʊ u ʊ̀/ʊ,,Constenla2005,482,,^ b ʊ̌ u ʊ̀ $,Bribri,c,b u u u u u,b u
945,Cabecar-40_fuego-1,,Cabecar,40_fuego,dʒʊkʊ́,dʒʊkʊ́,dʒ ʊ k ʊ́/ʊ,,Constenla2005,479,,^ dʒ ʊ k ʊ́ $,Cabecar,a,dZ u k u u,dZ k u
946,Teribe-40_fuego-1,,Teribe,40_fuego,iʊ̀k,iʊ̀k,i ʊ̀/ʊ k,,Constenla2005,479,,^ i ʊ̀ k $,Teribe,a,i u u k,i k u
947,Ngabere-40_fuego-1,,Ngabere,40_fuego,ɲukwɔ,ɲukwɔ,ɲ u k w ɔ,,Constenla2005,479,,^ ɲ u k w ɔ $,Ngabere,a,5 u k w o,5 k o u w
948,Buglere-40_fuego-1,,Buglere,40_fuego,hita,hita,h i t a,,Constenla2005,485,,^ h i t a $,Buglere,ch,h i t a,a h i t
949,Dorasque-40_fuego-1,,Dorasque,40_fuego,kebú,kebú,k e b ú/u,,Constenla2005,485,,^ k e b ú $,Dorasque,ch,k e b u u,b e k u
950,SanBlasKuna-40_fuego-1,,SanBlasKuna,40_fuego,so:,so:,s oː,,Constenla2005,486,,^ s o: $,SanBlasKuna,d,s o,o s
