,ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile,AlternativeTranscription,asjp_forms,asjp_segs
10213,Shimane-5_head-1,,Shimane,5_head,atama,atama,a t a m a,,476171,,,^ a t a m a $,default,atama,a t a m a,a m t
10214,Shimane-6_new-1,,Shimane,6_new,sarana,sarana,s a r a n a,,476171,,,^ s a r a n a $,default,sarana,s a r a n a,a n r s
10215,Shimane-8_warm-1,,Shimane,8_warm,nokui,nokui,n o k u i,,476171,,,^ n o k u i $,default,nokui,n o k u i,i k n o u
10216,Shimane-9_you-1,,Shimane,9_you,omaesaɴ,omaesaɴ,o m a e s a ɴ,,476171,,,^ o m a e s a ɴ $,default,omaesaɴ,o m a e s a N,N a e m o s
10217,Shimane-10_heshe-1,,Shimane,10_heshe,anoFuto,anoFuto,a n o β u t o,,476171,,,^ a n o F u t o $,default,anoFuto,a n o b u t o,a b n o t u
10218,Shimane-12_fatgrease-1,,Shimane,12_fatgrease,abura,abura,a b u r a,,476171,,,^ a b u r a $,default,abura,a b u r a,a b r u
10219,Shimane-13_rain-1,,Shimane,13_rain,ame,ame,a m e,,476171,,,^ a m e $,default,ame,a m e,a e m
10220,Shimane-14_towalk-1,,Shimane,14_towalk,ariku,ariku,a r i k u,,476171,,,^ a r i k u $,default,ariku,a r i k u,a i k r u
10221,Shimane-15_that-1,,Shimane,15_that,aː,aː,aː,,476171,,,^ aː $,default,aː,a,a
10222,Shimane-16_tosay-1,,Shimane,16_tosay,iː,iː,iː,,476171,,,^ iː $,default,iː,i,i
10223,Shimane-17_house-1,,Shimane,17_house,e,e,e,,476171,,,^ e $,default,e,e,e
10224,Shimane-18_tobreathe-1,,Shimane,18_tobreathe,iki-,iki-,i k i,,476171,,,^ i k i -$,default,iki,i k i,i k
10225,Shimane-19_tolivebealive-1,,Shimane,19_tolivebealive,ekiː,ekiː,e k iː,,476171,,,^ e k iː $,default,ekiː,e k i,e i k
10226,Shimane-20_stone-1,,Shimane,20_stone,eʃi,eʃi,e ʃ i,,476171,,,^ e ʃ i $,default,eʃi,e S i,S e i
10227,Shimane-22_when-1,,Shimane,22_when,etʃi,etʃi,e tʃ i,,476171,,,^ e tʃ i $,default,etʃi,e tS i,e i tS
10228,Shimane-23_five-1,,Shimane,23_five,etʃitʃi,etʃitʃi,e tʃ i tʃ i,,476171,,,^ e tʃ i tʃ i $,default,etʃitʃi,e tS i tS i,e i tS
10229,Shimane-24_lightening-1,,Shimane,24_lightening,enabikaː,enabikaː,e n a b i k aː,,476171,,,^ e n a b i k aː $,default,enabikaː,e n a b i k a,a b e i k n
10230,Shimane-25_dog-1,,Shimane,25_dog,eno,eno,e n o,,476171,,,^ e n o $,default,eno,e n o,e n o
10231,Shimane-26_above-1,,Shimane,26_above,oe,oe,o e,,476171,,,^ o e $,default,oe,o e,e o
10232,Shimane-27_toplant-1,,Shimane,27_toplant,oeː,oeː,o eː,,476171,,,^ o eː $,default,oeː,o e,e o
10233,Shimane-28_thin-1,,Shimane,28_thin,oʃiː,oʃiː,o ʃ iː,,476171,,,^ o ʃ iː $,default,oʃiː,o S i,S i o
10234,Shimane-29_toshoot-1,,Shimane,29_toshoot,otʃi,otʃi,o tʃ i,,476171,,,^ o tʃ i $,default,otʃi,o tS i,i o tS
10235,Shimane-30_sea-1,,Shimane,30_sea,umi,umi,u m i,,476171,,,^ u m i $,default,umi,u m i,i m u
10236,Shimane-31_branch-1,,Shimane,31_branch,eda,eda,e d a,,476171,,,^ e d a $,default,eda,e d a,a d e
10237,Shimane-33_tail-1,,Shimane,33_tail,ʃiːbo,ʃiːbo,ʃ iː b o,,476171,,,^ ʃ iː b o $,default,ʃiːbo,S i b o,S b i o
10238,Shimane-34_big-1,,Shimane,34_big,oːkina,oːkina,oː k i n a,,476171,,,^ oː k i n a $,default,oːkina,o k i n a,a i k n o
10239,Shimane-36_tofall-1,,Shimane,36_tofall,otʃiː,otʃiː,o tʃ iː,,476171,,,^ o tʃ iː $,default,otʃiː,o tS i,i o tS
10240,Shimane-37_husband-1,,Shimane,37_husband,oʃinootoQtsaɴ,oʃinootoQtsaɴ,o ʃ i n oː t o ʔ ts a ɴ,,476171,,,^ o ʃ i n oo t o Q ts a ɴ $,default,oʃinootoQtsaɴ,o S i n o t o 7 ts a N,7 N S a i n o t ts
10241,Shimane-38_manmale-1,,Shimane,38_manmale,otoko,otoko,o t o k o,,476171,,,^ o t o k o $,default,otoko,o t o k o,k o t
10242,Shimane-39_heavy-1,,Shimane,39_heavy,motae,motae,m o t a e,,476171,,,^ m o t a e $,default,motae,m o t a e,a e m o t
10243,Shimane-40_tothink-1,,Shimane,40_tothink,omoː,omoː,o m oː,,476171,,,^ o m oː $,default,omoː,o m o,m o
10244,Shimane-41_toswim-1,,Shimane,41_toswim,ojogu,ojogu,o j o g u,,476171,,,^ o j o g u $,default,ojogu,o y o g u,g o u y
10245,Shimane-42_womanfemale-1,,Shimane,42_womanfemale,onago,onago,o n a g o,,476171,,,^ o n a g o $,default,oɴna,o n a g o,a g n o
10246,Shimane-43_mosquito-1,,Shimane,43_mosquito,ka,ka,k a,,476171,,,^ k a $,default,ka,k a,a k
10247,Shimane-44_tobuy-1,,Shimane,44_tobuy,kaː,kaː,k aː,,476171,,,^ k aː $,default,kaː,k a,a k
10248,Shimane-45_tosniffsmell-1,,Shimane,45_tosniffsmell,neoː,neoː,n e oː,,476171,,,^ n e oː $,default,neoː,n e o,e n o
10249,Shimane-46_toscratch-1,,Shimane,46_toscratch,kaku,kaku,k a k u,,476171,,,^ k a k u $,default,kaku,k a k u,a k u
10250,Shimane-47_tohide-1,,Shimane,47_tohide,kakuʃi,kakuʃi,k a k u ʃ i,,476171,,,^ k a k u ʃ i $,default,kakuʃi,k a k u S i,S a i k u
10251,Shimane-48_wind-1,,Shimane,48_wind,kadze,kadze,k a d z e,,476171,,,^ k a d z e $,default,kadze,k a d z e,a d e k z
10252,Shimane-49_tocount-1,,Shimane,49_tocount,kajeː,kajeː,k a j eː,,476171,,,^ k a j eː $,default,kajeː,k a y e,a e k y
10253,Shimane-50_shoulder-1,,Shimane,50_shoulder,kata,kata,k a t a,,476171,,,^ k a t a $,default,kata,k a t a,a k t
10254,Shimane-52_thunder-1,,Shimane,52_thunder,kaɴnari,kaɴnari,k a ɴ n a r i,,476171,,,^ k a ɴ n a r i $,default,kaɴnari,k a N n a r i,N a i k n r
10255,Shimane-53_tochew-1,,Shimane,53_tochew,kamu,kamu,k a m u,,476171,,,^ k a m u $,default,kamu,k a m u,a k m u
10256,Shimane-54_tohunt-1,,Shimane,54_tohunt,rjoː,rjoː,r j oː,,476171,,,^ r j oː $,default,rjoː,r y o,o r y
10257,Shimane-55_skin-1,,Shimane,55_skin,kawa,kawa,k a w a,,476171,,,^ k a w a $,default,kawa,k a w a,a k w
10258,Shimane-56_dry-1,,Shimane,56_dry,kawaku,kawaku,k a w a k u,,476171,,,^ k a w a k u $,default,kawaku,k a w a k u,a k u w
10259,Shimane-57_yellow-1,,Shimane,57_yellow,kiːro,kiːro,k iː r o,,476171,,,^ k iː r o $,default,kiːro,k i r o,i k o r
10260,Shimane-58_tohear-1,,Shimane,58_tohear,kiku,kiku,k i k u,,476171,,,^ k i k u $,default,kiku,k i k u,i k u
10261,Shimane-59_dirty-1,,Shimane,59_dirty,kitaneː,kitaneː,k i t a n eː,,476171,,,^ k i t a n eː $,default,kitaneː,k i t a n e,a e i k n t
10262,Shimane-61_fog-1,,Shimane,61_fog,kiː,kiː,k iː,,476171,,,^ k iː $,default,moja,k i,i k
10263,Shimane-62_tocuthack-1,,Shimane,62_tocuthack,kiː,kiː,k iː,,476171,,,^ k iː $,default,kiː,k i,i k
10264,Shimane-64_toeat-1,,Shimane,64_toeat,kuː,kuː,k uː,,476171,,,^ k uː $,default,kuː,k u,k u
10265,Shimane-65_grass-1,,Shimane,65_grass,kusa,kusa,k u s a,,476171,,,^ k u s a $,default,kusa,k u s a,a k s u
10266,Shimane-66_rotten-1,,Shimane,66_rotten,kusaː,kusaː,k u s aː,,476171,,,^ k u s aː $,default,kusaː,k u s a,a k s u
10267,Shimane-67_mouth-1,,Shimane,67_mouth,kutʃi,kutʃi,k u tʃ i,,476171,,,^ k u tʃ i $,default,kutʃi,k u tS i,i k tS u
10268,Shimane-68_neck-1,,Shimane,68_neck,kubi,kubi,k u b i,,476171,,,^ k u b i $,default,kubi,k u b i,b i k u
10269,Shimane-69_cloud-1,,Shimane,69_cloud,kumo,kumo,k u m o,,476171,,,^ k u m o $,default,kumo,k u m o,k m o u
10270,Shimane-70_spider-1,,Shimane,70_spider,kumo,kumo,k u m o,,476171,,,^ k u m o $,default,kumo,k u m o,k m o u
10271,Shimane-71_tocome-1,,Shimane,71_tocome,kuː,kuː,k uː,,476171,,,^ k uː $,default,kuː,k u,k u
10272,Shimane-72_black-1,,Shimane,72_black,kuroe,kuroe,k u r o e,,476171,,,^ k u r o e $,default,kuroe,k u r o e,e k o r u
10273,Shimane-73_hair-1,,Shimane,73_hair,ke,ke,k e,,476171,,,^ k e $,default,ke,k e,e k
10274,Shimane-74_smoke-1,,Shimane,74_smoke,kemoː,kemoː,k e m oː,,476171,,,^ k e m oː $,default,kemoː,k e m o,e k m o
10275,Shimane-75_nine-1,,Shimane,75_nine,kogonotʃi,kogonotʃi,k o g o n o tʃ i,,476171,,,^ k o g o n o tʃ i $,default,kogonotʃi,k o g o n o tS i,g i k n o tS
10276,Shimane-77_child-1,,Shimane,77_child,kodomo,kodomo,k o d o m o,,476171,,,^ k o d o m o $,default,kodomo,k o d o m o,d k m o
10277,Shimane-78_this-1,,Shimane,78_this,keː,keː,k eː,,476171,,,^ k eː $,default,keː,k e,e k
10278,Shimane-79_tokill-1,,Shimane,79_tokill,koroʃi,koroʃi,k o r o ʃ i,,476171,,,^ k o r o ʃ i $,default,koroʃi,k o r o S i,S i k o r
10279,Shimane-80_fish-1,,Shimane,80_fish,sakana,sakana,s a k a n a,,476171,,,^ s a k a n a $,default,sakana,s a k a n a,a k n s
10280,Shimane-82_tostabpierce-1,,Shimane,82_tostabpierce,saʃi,saʃi,s a ʃ i,,476171,,,^ s a ʃ i $,default,saʃi,s a S i,S a i s
10281,Shimane-83_cold-1,,Shimane,83_cold,samiː,samiː,s a m iː,,476171,,,^ s a m iː $,default,samiː,s a m i,a i m s
10282,Shimane-84_salt-1,,Shimane,84_salt,so,so,s o,,476171,,,^ s o $,default,so,s o,o s
10283,Shimane-85_below-1,,Shimane,85_below,ʃita,ʃita,ʃ i t a,,476171,,,^ ʃ i t a $,default,ʃita,S i t a,S a i t
10284,Shimane-86_tongue-1,,Shimane,86_tongue,ʃita,ʃita,ʃ i t a,,476171,,,^ ʃ i t a $,default,ʃita,S i t a,S a i t
10285,Shimane-87_todiebedead-1,,Shimane,87_todiebedead,ʃinoː,ʃinoː,ʃ i n oː,,476171,,,^ ʃ i n oː $,default,ʃinoː,S i n o,S i n o
10286,Shimane-89_louse-1,,Shimane,89_louse,ʃirami,ʃirami,ʃ i r a m i,,476171,,,^ ʃ i r a m i $,default,ʃirami,S i r a m i,S a i m r
10287,Shimane-90_toknowbeknowledgeable-1,,Shimane,90_toknowbeknowledgeable,ʃiː,ʃiː,ʃ iː,,476171,,,^ ʃ iː $,default,ʃiː,S i,S i
10288,Shimane-91_white-1,,Shimane,91_white,ʃiroe,ʃiroe,ʃ i r o e,,476171,,,^ ʃ i r o e $,default,ʃiroe,S i r o e,S e i o r
10289,Shimane-92_tosuck-1,,Shimane,92_tosuck,ʃiː,ʃiː,ʃ iː,,476171,,,^ ʃ iː $,default,ʃi,S i,S i
10290,Shimane-93_sand-1,,Shimane,93_sand,ʃina,ʃina,ʃ i n a,,476171,,,^ ʃ i n a $,default,ʃina,S i n a,S a i n
10291,Shimane-94_tosit-1,,Shimane,94_tosit,ʃiwaːtʃaɴkoʃiru,ʃiwaːtʃaɴkoʃiru,ʃ i w aː tʃ a ɴ k o ʃ i r u,,476171,,,^ ʃ i w aː tʃ a ɴ k o ʃ i r u $,default,ʃiwaːtʃaɴkoʃiru,S i w a tS a N k o S i r u,N S a i k o r tS u w
10292,Shimane-95_back-1,,Shimane,95_back,ʃena,ʃena,ʃ e n a,,476171,,,^ ʃ e n a $,default,ʃena,S e n a,S a e n
10293,Shimane-96_narrow-1,,Shimane,96_narrow,ʃemae,ʃemae,ʃ e m a e,,476171,,,^ ʃ e m a e $,default,ʃemae,S e m a e,S a e m
10294,Shimane-98_togrow-1,,Shimane,98_togrow,sodateː,sodateː,s o d a t eː,,476171,,,^ s o d a t eː $,default,sodateː,s o d a t e,a d e o s t
10295,Shimane-99_sky-1,,Shimane,99_sky,sora,sora,s o r a,,476171,,,^ s o r a $,default,sora,s o r a,a o r s
10296,Shimane-100_topoundbeat-1,,Shimane,100_topoundbeat,tataku,tataku,t a t a k u,,476171,,,^ t a t a k u $,default,tataku,t a t a k u,a k t u
10297,Shimane-101_tostand-1,,Shimane,101_tostand,tatʃi,tatʃi,t a tʃ i,,476171,,,^ t a tʃ i $,default,tatʃi,t a tS i,a i t tS
10298,Shimane-102_egg-1,,Shimane,102_egg,tamago,tamago,t a m a g o,,476171,,,^ t a m a g o $,default,tamago,t a m a g o,a g m o t
10299,Shimane-103_blood-1,,Shimane,103_blood,tʃi,tʃi,tʃ i,,476171,,,^ tʃ i $,default,tʃi,tS i,i tS
10300,Shimane-104_small-1,,Shimane,104_small,hoʃe,hoʃe,h o ʃ e,,476171,,,^ h o ʃ e $,default,hoʃe,h o S e,S e h o
10301,Shimane-105_near-1,,Shimane,105_near,tʃikae,tʃikae,tʃ i k a e,,476171,,,^ tʃ i k a e $,default,tʃikae,tS i k a e,a e i k tS
10302,Shimane-106_father-1,,Shimane,106_father,tʃaQtʃa,tʃaQtʃa,tʃ a ʔ tʃ a,,476171,,,^ tʃ a Q tʃ a $,default,tʃaQtʃa,tS a 7 tS a,7 a tS
10303,Shimane-107_moon-1,,Shimane,107_moon,tʃiki,tʃiki,tʃ i k i,,476171,,,^ tʃ i k i $,default,tʃiki,tS i k i,i k tS
10304,Shimane-108_earthsoil-1,,Shimane,108_earthsoil,tʃitʃi,tʃitʃi,tʃ i tʃ i,,476171,,,^ tʃ i tʃ i $,default,tʃitʃi,tS i tS i,i tS
10305,Shimane-109_wife-1,,Shimane,109_wife,otʃinookaka,otʃinookaka,o tʃ i n oː k a k a,,476171,,,^ o tʃ i n oo k a k a $,default,otʃinookaka,o tS i n o k a k a,a i k n o tS
10306,Shimane-110_hand-1,,Shimane,110_hand,te,te,t e,,476171,,,^ t e $,default,te,t e,e t
10307,Shimane-133_at-1,,Shimane,133_at,de,de,d e,,476171,,,^ d e $,default,de,d e,d e
10308,Shimane-113_how-1,,Shimane,113_how,doge,doge,d o g e,,476171,,,^ d o g e $,default,doge,d o g e,d e g o
10309,Shimane-114_ten-1,,Shimane,114_ten,toː,toː,t oː,,476171,,,^ t oː $,default,toː,t o,o t
10310,Shimane-115_far-1,,Shimane,115_far,toe,toe,t o e,,476171,,,^ t o e $,default,toe,t o e,e o t
10311,Shimane-116_where-1,,Shimane,116_where,doko,doko,d o k o,,476171,,,^ d o k o $,default,doko,d o k o,d k o
10312,Shimane-117_year-1,,Shimane,117_year,toʃi,toʃi,t o ʃ i,,476171,,,^ t o ʃ i $,default,toʃi,t o S i,S i o t
10313,Shimane-118_what-1,,Shimane,118_what,dono,dono,d o n o,,476171,,,^ d o n o $,default,dono,d o n o,d n o
10314,Shimane-119_who-1,,Shimane,119_who,donofuto,donofuto,d o n o f u t o,,476171,,,^ d o n o f u t o $,default,donofuto,d o n o f u t o,d f n o t u
10315,Shimane-120_tofly-1,,Shimane,120_tofly,tobu,tobu,t o b u,,476171,,,^ t o b u $,default,tobu,t o b u,b o t u
10316,Shimane-121_bird-1,,Shimane,121_bird,toː,toː,t oː,,476171,,,^ t oː $,default,toː,t o,o t
10317,Shimane-122_nonot-1,,Shimane,122_nonot,ne,ne,n e,,476171,,,^ n e $,default,ne,n e,e n
10318,Shimane-123_ininside-1,,Shimane,123_ininside,naka,naka,n a k a,,476171,,,^ n a k a $,default,naka,n a k a,a k n
10319,Shimane-124_long-1,,Shimane,124_long,nagae,nagae,n a g a e,,476171,,,^ n a g a e $,default,nagae,n a g a e,a e g n
10320,Shimane-126_tocry-1,,Shimane,126_tocry,naku,naku,n a k u,,476171,,,^ n a k u $,default,naku,n a k u,a k n u
10321,Shimane-127_tohit-1,,Shimane,127_tohit,doːdʒiku,doːdʒiku,d oː dʒ i k u,,476171,,,^ d oː dʒ i k u $,default,doːdʒiku,d o dZ i k u,d dZ i k o u
10322,Shimane-128_tothrow-1,,Shimane,128_tothrow,nageː,nageː,n a g eː,,476171,,,^ n a g eː $,default,nageː,n a g e,a e g n
10323,Shimane-129_seven-1,,Shimane,129_seven,nanatʃi,nanatʃi,n a n a tʃ i,,476171,,,^ n a n a tʃ i $,default,nanatʃi,n a n a tS i,a i n tS
10324,Shimane-130_name-1,,Shimane,130_name,namae,namae,n a m a e,,476171,,,^ n a m a e $,default,namae,n a m a e,a e m n
10325,Shimane-131_rope-1,,Shimane,131_rope,nawa,nawa,n a w a,,476171,,,^ n a w a $,default,nawa,n a w a,a n w
10326,Shimane-133_at-2,,Shimane,133_at,ni,ni,n i,,476171,,,^ n i $,default,ni,n i,i n
10327,Shimane-134_meatflesh-1,,Shimane,134_meatflesh,neku,neku,n e k u,,476171,,,^ n e k u $,default,neku,n e k u,e k n u
10328,Shimane-136_dullblunt-1,,Shimane,136_dullblunt,nibi,nibi,n i b i,,476171,,,^ n i b i $,default,nibi,n i b i,b i n
10329,Shimane-137_tosew-1,,Shimane,137_tosew,noː,noː,n oː,,476171,,,^ n oː $,default,noː,n o,n o
10330,Shimane-138_tosteal-1,,Shimane,138_tosteal,toː,toː,t oː,,476171,,,^ t oː $,default,toː,t o,o t
10331,Shimane-139_wet-1,,Shimane,139_wet,noreː,noreː,n o r eː,,476171,,,^ n o r eː $,default,noreː,n o r e,e n o r
10332,Shimane-140_root-1,,Shimane,140_root,ne,ne,n e,,476171,,,^ n e $,default,ne,n e,e n
10333,Shimane-141_rat-1,,Shimane,141_rat,nedʒiɴ,nedʒiɴ,n e dʒ i ɴ,,476171,,,^ n e dʒ i ɴ $,default,nedʒiɴ,n e dZ i N,N dZ e i n
10334,Shimane-142_tosleep-1,,Shimane,142_tosleep,neː,neː,n eː,,476171,,,^ n eː $,default,neː,n e,e n
10335,Shimane-143_toliedown-1,,Shimane,143_toliedown,neː,neː,n eː,,476171,,,^ n eː $,default,neː,n e,e n
10336,Shimane-144_toclimb-1,,Shimane,144_toclimb,noboː,noboː,n o b oː,,476171,,,^ n o b oː $,default,noboː,n o b o,b n o
10337,Shimane-145_todrink-1,,Shimane,145_todrink,noɴ,noɴ,n o ɴ,,476171,,,^ n o ɴ $,default,noɴ,n o N,N n o
10338,Shimane-146_leaf-1,,Shimane,146_leaf,ha,ha,h a,,476171,,,^ h a $,default,ha,h a,a h
10339,Shimane-147_tooth-1,,Shimane,147_tooth,ha,ha,h a,,476171,,,^ h a $,default,ha,h a,a h
10340,Shimane-148_ash-1,,Shimane,148_ash,hae,hae,h a e,,476171,,,^ h a e $,default,hae,h a e,a e h
10341,Shimane-149_tospit-1,,Shimane,149_tospit,haku,haku,h a k u,,476171,,,^ h a k u $,default,haku,h a k u,a h k u
10342,Shimane-150_tovomit-1,,Shimane,150_tovomit,haku,haku,h a k u,,476171,,,^ h a k u $,default,haku,h a k u,a h k u
10343,Shimane-151_shyashamed-1,,Shimane,151_shyashamed,hadʒikaʃi,hadʒikaʃi,h a dʒ i k a ʃ i,,476171,,,^ h a dʒ i k a ʃ i $,default,hadʒikaʃi,h a dZ i k a S i,S a dZ h i k
10344,Shimane-152_towork-1,,Shimane,152_towork,ʃewajaku,ʃewajaku,ʃ e w a j a k u,,476171,,,^ ʃ e w a j a k u $,default,ʃewajaku,S e w a y a k u,S a e k u w y
10345,Shimane-153_flower-1,,Shimane,153_flower,hana,hana,h a n a,,476171,,,^ h a n a $,default,hana,h a n a,a h n
10346,Shimane-154_nose-1,,Shimane,154_nose,hana,hana,h a n a,,476171,,,^ h a n a $,default,hana,h a n a,a h n
10347,Shimane-155_feather-1,,Shimane,155_feather,hane,hane,h a n e,,476171,,,^ h a n e $,default,hane,h a n e,a e h n
10348,Shimane-156_wing-1,,Shimane,156_wing,hane,hane,h a n e,,476171,,,^ h a n e $,default,hane,h a n e,a e h n
10349,Shimane-157_mother-1,,Shimane,157_mother,kaQka,kaQka,k a ʔ k a,,476171,,,^ k a Q k a $,default,kaQka,k a 7 k a,7 a k
10350,Shimane-158_woodsforest-1,,Shimane,158_woodsforest,hajaʃi,hajaʃi,h a j a ʃ i,,476171,,,^ h a j a ʃ i $,default,hajaʃi,h a y a S i,S a h i y
10351,Shimane-159_belly-1,,Shimane,159_belly,hara,hara,h a r a,,476171,,,^ h a r a $,default,hara,h a r a,a h r
10352,Shimane-160_intestines-1,,Shimane,160_intestines,harawata,harawata,h a r a w a t a,,476171,,,^ h a r a w a t a $,default,harawata,h a r a w a t a,a h r t w
10353,Shimane-161_needle-1,,Shimane,161_needle,hari,hari,h a r i,,476171,,,^ h a r i $,default,hari,h a r i,a h i r
10354,Shimane-162_fire-1,,Shimane,162_fire,Fu,Fu,β u,,476171,,,^ F u $,default,Fu,b u,b u
10355,Shimane-163_left-1,,Shimane,163_left,Fudaː,Fudaː,β u d aː,,476171,,,^ F u d aː $,default,Fudaː,b u d a,a b d u
10356,Shimane-164_personhumanbeing-1,,Shimane,164_personhumanbeing,Futo,Futo,β u t o,,476171,,,^ F u t o $,default,Futo,b u t o,b o t u
10357,Shimane-165_one-1,,Shimane,165_one,Futotʃi,Futotʃi,β u t o tʃ i,,476171,,,^ F u t o tʃ i $,default,Futotʃi,b u t o tS i,b i o t tS u
10358,Shimane-167_toopenuncover-1,,Shimane,167_toopenuncover,Firaku,Firaku,β i r a k u,,476171,,,^ F i r a k u $,default,Firaku,b i r a k u,a b i k r u
10359,Shimane-168_day-1,,Shimane,168_day,Firi,Firi,β i r i,,476171,,,^ F i r i $,default,Firi,b i r i,b i r
10360,Shimane-169_wide-1,,Shimane,169_wide,Furoe,Furoe,β u r o e,,476171,,,^ F u r o e $,default,Furoe,b u r o e,b e o r u
10361,Shimane-170_toblow-1,,Shimane,170_toblow,Fuku,Fuku,β u k u,,476171,,,^ F u k u $,default,Fuku,b u k u,b k u
10362,Shimane-171_thatchroof-1,,Shimane,171_thatchroof,Fuku,Fuku,β u k u,,476171,,,^ F u k u $,default,Fuku,b u k u,b k u
10363,Shimane-172_toswell-1,,Shimane,172_toswell,hareː,hareː,h a r eː,,476171,,,^ h a r eː $,default,hareː,h a r e,a e h r
10364,Shimane-173_two-1,,Shimane,173_two,Futatʃi,Futatʃi,β u t a tʃ i,,476171,,,^ F u t a tʃ i $,default,Futatʃi,b u t a tS i,a b i t tS u
10365,Shimane-174_old-1,,Shimane,174_old,Furi,Furi,β u r i,,476171,,,^ F u r i $,default,Furi,b u r i,b i r u
10366,Shimane-175_snake-1,,Shimane,175_snake,kutʃinawa,kutʃinawa,k u tʃ i n a w a,,476171,,,^ k u tʃ i n a w a $,default,kutʃinawa,k u tS i n a w a,a i k n tS u w
10367,Shimane-176_stickwood-1,,Shimane,176_stickwood,boː,boː,b oː,,476171,,,^ b oː $,default,boː,b o,b o
10368,Shimane-177_other-1,,Shimane,177_other,hokano,hokano,h o k a n o,,476171,,,^ h o k a n o $,default,hokano,h o k a n o,a h k n o
10369,Shimane-178_dust-1,,Shimane,178_dust,hokoː,hokoː,h o k oː,,476171,,,^ h o k oː $,default,hokoː,h o k o,h k o
10370,Shimane-179_star-1,,Shimane,179_star,hoʃi,hoʃi,h o ʃ i,,476171,,,^ h o ʃ i $,default,hoʃi,h o S i,S h i o
10371,Shimane-180_bone-1,,Shimane,180_bone,hone,hone,h o n e,,476171,,,^ h o n e $,default,hone,h o n e,e h n o
10372,Shimane-181_todig-1,,Shimane,181_todig,hoː,hoː,h oː,,476171,,,^ h oː $,default,hoː,h o,h o
10373,Shimane-182_correcttrue-1,,Shimane,182_correcttrue,hoɴnokoto,hoɴnokoto,h o ɴ n o k o t o,,476171,,,^ h o ɴ n o k o t o $,default,hoɴnokoto,h o N n o k o t o,N h k n o t
10374,Shimane-183_toturn-1,,Shimane,183_toturn,magaː,magaː,m a g aː,,476171,,,^ m a g aː $,default,magaː,m a g a,a g m
10375,Shimane-184_fruit-1,,Shimane,184_fruit,mi,mi,m i,,476171,,,^ m i $,default,mi,m i,i m
10376,Shimane-185_right-1,,Shimane,185_right,migi,migi,m i g i,,476171,,,^ m i g i $,default,migi,m i g i,g i m
10377,Shimane-186_short-1,,Shimane,186_short,metʃikae,metʃikae,m e tʃ i k a e,,476171,,,^ m e tʃ i k a e $,default,metʃikae,m e tS i k a e,a e i k m tS
10378,Shimane-187_water-1,,Shimane,187_water,medʒi,medʒi,m e dʒ i,,476171,,,^ m e dʒ i $,default,medʒi,m e dZ i,dZ e i m
10379,Shimane-189_roadpath-1,,Shimane,189_roadpath,metʃi,metʃi,m e tʃ i,,476171,,,^ m e tʃ i $,default,metʃi,m e tS i,e i m tS
10380,Shimane-190_three-1,,Shimane,190_three,meQtʃi,meQtʃi,m e ʔ tʃ i,,476171,,,^ m e Q tʃ i $,default,meQtʃi,m e 7 tS i,7 e i m tS
10381,Shimane-191_ear-1,,Shimane,191_ear,mimi,mimi,m i m i,,476171,,,^ m i m i $,default,mimi,m i m i,i m
10382,Shimane-192_wormearthworm-1,,Shimane,192_wormearthworm,memedʒi,memedʒi,m e m e dʒ i,,476171,,,^ m e m e dʒ i $,default,memedʒi,m e m e dZ i,dZ e i m
10383,Shimane-193_tosee-1,,Shimane,193_tosee,miru,miru,m i r u,,476171,,,^ m i r u $,default,miru,m i r u,i m r u
10384,Shimane-194_all-1,,Shimane,194_all,meɴna,meɴna,m e ɴ n a,,476171,,,^ m e ɴ n a $,default,meɴna,m e N n a,N a e m n
10385,Shimane-195_totieupfasten-1,,Shimane,195_totieupfasten,owaeː,owaeː,o w a eː,,476171,,,^ o w a eː $,default,owaeː,o w a e,a e o w
10386,Shimane-196_six-1,,Shimane,196_six,moQtʃi,moQtʃi,m o ʔ tʃ i,,476171,,,^ m o Q tʃ i $,default,moQtʃi,m o 7 tS i,7 i m o tS
10387,Shimane-197_breast-1,,Shimane,197_breast,mine,mine,m i n e,,476171,,,^ m i n e $,default,mine,m i n e,e i m n
10388,Shimane-198_eye-1,,Shimane,198_eye,me,me,m e,,476171,,,^ m e $,default,me,m e,e m
10389,Shimane-200_tohold-1,,Shimane,200_tohold,motʃi,motʃi,m o tʃ i,,476171,,,^ m o tʃ i $,default,motʃi,m o tS i,i m o tS
10390,Shimane-201_toburn-1,,Shimane,201_toburn,jaku,jaku,j a k u,,476171,,,^ j a k u $,default,jaku,y a k u,a k u y
10391,Shimane-202_eight-1,,Shimane,202_eight,jaQtʃi,jaQtʃi,j a ʔ tʃ i,,476171,,,^ j a Q tʃ i $,default,jaQtʃi,y a 7 tS i,7 a i tS y
10392,Shimane-203_todream-1,,Shimane,203_todream,imemiː,imemiː,i m e m iː,,476171,,,^ i m e m iː $,default,imemiː,i m e m i,e i m
10393,Shimane-204_good-1,,Shimane,204_good,e,e,e,,476171,,,^ e $,default,e,e,e
10394,Shimane-205_four-1,,Shimane,205_four,joQtʃi,joQtʃi,j o ʔ tʃ i,,476171,,,^ j o Q tʃ i $,default,joQtʃi,y o 7 tS i,7 i o tS y
