,ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile,AlternativeTranscription,asjp_forms,asjp_segs
0,MiddleJapanese-1_green-1,,MiddleJapanese,1_green,awoʃi,awoʃi,a w o ʃ i,,Muromachijidaigo2001,,,^ a w o ʃ i $,default,aosi,a w o S i,S a i o w
1,MiddleJapanese-2_red-1,,MiddleJapanese,2_red,akaʃi,akaʃi,a k a ʃ i,,Muromachijidaigo2001,,,^ a k a ʃ i $,default,akasi,a k a S i,S a i k
2,MiddleJapanese-3_toyawn-1,,MiddleJapanese,3_toyawn,akubi,akubi,a k u b i,,Muromachijidaigo2001,,,^ a k u b i $,default,akubi,a k u b i,a b i k u
3,MiddleJapanese-4_legfoot-1,,MiddleJapanese,4_legfoot,aʃi,aʃi,a ʃ i,,Muromachijidaigo2001,,,^ a ʃ i $,default,aʃi,a S i,S a i
4,MiddleJapanese-5_head-1,,MiddleJapanese,5_head,atama,atama,a t a m a,,Muromachijidaigo2001,,,^ a t a m a $,default,atama,a t a m a,a m t
5,MiddleJapanese-6_new-1,,MiddleJapanese,6_new,ataraʃi,ataraʃi,a t a r a ʃ i,,Muromachijidaigo2001,,,^ a t a r a ʃ i $,default,ataraʃi,a t a r a S i,S a i r t
6,MiddleJapanese-7_thick-1,,MiddleJapanese,7_thick,atsuʃi,atsuʃi,a ts u ʃ i,,Muromachijidaigo2001,,,^ a ts u ʃ i $,default,atsusi,a ts u S i,S a i ts u
7,MiddleJapanese-8_warm-1,,MiddleJapanese,8_warm,atatakaʃi,atatakaʃi,a t a t a k a ʃ i,,Muromachijidaigo2001,,,^ a t a t a k a ʃ i $,default,atatakasi,a t a t a k a S i,S a i k t
8,MiddleJapanese-9_you-1,,MiddleJapanese,9_you,anata,anata,a n a t a,,Muromachijidaigo2001,,,^ a n a t a $,default,anata,a n a t a,a n t
9,MiddleJapanese-10_heshe-1,,MiddleJapanese,10_heshe,anoçito,anoçito,a n o ç i t o,,Muromachijidaigo2001,,,^ a n o ç i t o $,default,anoçito,a n o S i t o,S a i n o t
10,MiddleJapanese-11_they-1,,MiddleJapanese,11_they,karera,karera,k a r e r a,,Muromachijidaigo2001,,,^ k a r e r a $,default,karera,k a r e r a,a e k r
11,MiddleJapanese-12_fatgrease-1,,MiddleJapanese,12_fatgrease,abura,abura,a b u r a,,Muromachijidaigo2001,,,^ a b u r a $,default,abura,a b u r a,a b r u
12,MiddleJapanese-13_rain-1,,MiddleJapanese,13_rain,ame,ame,a m e,,Muromachijidaigo2001,,,^ a m e $,default,ame,a m e,a e m
13,MiddleJapanese-14_towalk-1,,MiddleJapanese,14_towalk,ajumu,ajumu,a j u m u,,Muromachijidaigo2001,,,^ a j u m u $,default,ajumu,a y u m u,a m u y
14,MiddleJapanese-15_that-1,,MiddleJapanese,15_that,are,are,a r e,,Muromachijidaigo2001,,,^ a r e $,default,are,a r e,a e r
15,MiddleJapanese-16_tosay-1,,MiddleJapanese,16_tosay,iFu,iFu,i β u,,Muromachijidaigo2001,,,^ i F u $,default,iFu,i b u,b i u
16,MiddleJapanese-17_house-1,,MiddleJapanese,17_house,ihe,ihe,i h e,,Muromachijidaigo2001,,,^ i h e $,default,ihe,i h e,e h i
17,MiddleJapanese-18_tobreathe-1,,MiddleJapanese,18_tobreathe,iki-,iki-,i k i,,Muromachijidaigo2001,,,^ i k i -$,default,iki,i k i,i k
18,MiddleJapanese-19_tolivebealive-1,,MiddleJapanese,19_tolivebealive,iku,iku,i k u,,Muromachijidaigo2001,,,^ i k u $,default,iku,i k u,i k u
19,MiddleJapanese-20_stone-1,,MiddleJapanese,20_stone,iʃi,iʃi,i ʃ i,,Muromachijidaigo2001,,,^ i ʃ i $,default,iʃi,i S i,S i
20,MiddleJapanese-21_painfulsick-1,,MiddleJapanese,21_painfulsick,itamu,itamu,i t a m u,,Muromachijidaigo2001,,,^ i t a m u $,default,itamu,i t a m u,a i m t u
21,MiddleJapanese-22_when-1,,MiddleJapanese,22_when,itsu,itsu,i ts u,,Muromachijidaigo2001,,,^ i ts u $,default,itsu,i ts u,i ts u
22,MiddleJapanese-23_five-1,,MiddleJapanese,23_five,itsu,itsu,i ts u,,Muromachijidaigo2001,,,^ i ts u $,default,itsu,i ts u,i ts u
23,MiddleJapanese-24_lightening-1,,MiddleJapanese,24_lightening,inabikari,inabikari,i n a b i k a r i,,Muromachijidaigo2001,,,^ i n a b i k a r i $,default,inabikari,i n a b i k a r i,a b i k n r
24,MiddleJapanese-25_dog-1,,MiddleJapanese,25_dog,inu,inu,i n u,,Muromachijidaigo2001,,,^ i n u $,default,inu,i n u,i n u
25,MiddleJapanese-26_above-1,,MiddleJapanese,26_above,uhe,uhe,u h e,,Muromachijidaigo2001,,,^ u h e $,default,uhe,u h e,e h u
26,MiddleJapanese-27_toplant-1,,MiddleJapanese,27_toplant,uu,uu,uː,,Muromachijidaigo2001,,,^ uu $,default,uu,u,u
27,MiddleJapanese-28_thin-1,,MiddleJapanese,28_thin,usuʃi,usuʃi,u s u ʃ i,,Muromachijidaigo2001,,,^ u s u ʃ i $,default,ususi,u s u S i,S i s u
28,MiddleJapanese-29_toshoot-1,,MiddleJapanese,29_toshoot,utsu,utsu,u ts u,,Muromachijidaigo2001,,,^ u ts u $,default,utsu,u ts u,ts u
29,MiddleJapanese-30_sea-1,,MiddleJapanese,30_sea,umi,umi,u m i,,Muromachijidaigo2001,,,^ u m i $,default,umi,u m i,i m u
30,MiddleJapanese-31_branch-1,,MiddleJapanese,31_branch,eda,eda,e d a,,Muromachijidaigo2001,,,^ e d a $,default,eda,e d a,a d e
31,MiddleJapanese-32_tochoose-1,,MiddleJapanese,32_tochoose,erabu,erabu,e r a b u,,Muromachijidaigo2001,,,^ e r a b u $,default,erabu,e r a b u,a b e r u
32,MiddleJapanese-33_tail-1,,MiddleJapanese,33_tail,wo,wo,w o,,Muromachijidaigo2001,,,^ w o $,default,wo,w o,o w
33,MiddleJapanese-34_big-1,,MiddleJapanese,34_big,oFo,oFo,o β o,,Muromachijidaigo2001,,,^ o F o $,default,oFo,o b o,b o
34,MiddleJapanese-35_tofear-1,,MiddleJapanese,35_tofear,osoru,osoru,o s o r u,,Muromachijidaigo2001,,,^ o s o r u $,default,osoru,o s o r u,o r s u
35,MiddleJapanese-36_tofall-1,,MiddleJapanese,36_tofall,otʃiiru,otʃiiru,o tʃ iː r u,,Muromachijidaigo2001,,,^ o tʃ ii r u $,default,otʃiiru,o tS i r u,i o r tS u
36,MiddleJapanese-37_husband-1,,MiddleJapanese,37_husband,wotsuto,wotsuto,w o ts u t o,,Muromachijidaigo2001,,,^ w o ts u t o $,default,wotsuto,w o ts u t o,o t ts u w
37,MiddleJapanese-38_manmale-1,,MiddleJapanese,38_manmale,wo,wo,w o,,Muromachijidaigo2001,,,^ w o $,default,wo,w o,o w
38,MiddleJapanese-39_heavy-1,,MiddleJapanese,39_heavy,omoʃi,omoʃi,o m o ʃ i,,Muromachijidaigo2001,,,^ o m o ʃ i $,default,omosi,o m o S i,S i m o
39,MiddleJapanese-40_tothink-1,,MiddleJapanese,40_tothink,omoFu,omoFu,o m o β u,,Muromachijidaigo2001,,,^ o m o F u $,default,omoFu,o m o b u,b m o u
40,MiddleJapanese-41_toswim-1,,MiddleJapanese,41_toswim,ojogu,ojogu,o j o g u,,Muromachijidaigo2001,,,^ o j o g u $,default,ojogu,o y o g u,g o u y
41,MiddleJapanese-42_womanfemale-1,,MiddleJapanese,42_womanfemale,me,me,m e,,Muromachijidaigo2001,,,^ m e $,default,me,m e,e m
42,MiddleJapanese-43_mosquito-1,,MiddleJapanese,43_mosquito,ka,ka,k a,,Muromachijidaigo2001,,,^ k a $,default,ka,k a,a k
43,MiddleJapanese-44_tobuy-1,,MiddleJapanese,44_tobuy,kaFu,kaFu,k a β u,,Muromachijidaigo2001,,,^ k a F u $,default,kaFu,k a b u,a b k u
44,MiddleJapanese-45_tosniffsmell-1,,MiddleJapanese,45_tosniffsmell,kagu,kagu,k a g u,,Muromachijidaigo2001,,,^ k a g u $,default,kagu,k a g u,a g k u
45,MiddleJapanese-46_toscratch-1,,MiddleJapanese,46_toscratch,kaku,kaku,k a k u,,Muromachijidaigo2001,,,^ k a k u $,default,kaku,k a k u,a k u
46,MiddleJapanese-47_tohide-1,,MiddleJapanese,47_tohide,kakusu,kakusu,k a k u s u,,Muromachijidaigo2001,,,^ k a k u s u $,default,kakusu,k a k u s u,a k s u
47,MiddleJapanese-48_wind-1,,MiddleJapanese,48_wind,kadze,kadze,k a d z e,,Muromachijidaigo2001,,,^ k a d z e $,default,kadze,k a d z e,a d e k z
48,MiddleJapanese-49_tocount-1,,MiddleJapanese,49_tocount,kadzoFu,kadzoFu,k a d z o β u,,Muromachijidaigo2001,,,^ k a d z o F u $,default,kadzoFu,k a d z o b u,a b d k o u z
49,MiddleJapanese-50_shoulder-1,,MiddleJapanese,50_shoulder,kata,kata,k a t a,,Muromachijidaigo2001,,,^ k a t a $,default,kata,k a t a,a k t
50,MiddleJapanese-51_tobite-1,,MiddleJapanese,51_tobite,kamitsuku,kamitsuku,k a m i ts u k u,,Muromachijidaigo2001,,,^ k a m i ts u k u $,default,kamitsuku,k a m i ts u k u,a i k m ts u
51,MiddleJapanese-52_thunder-1,,MiddleJapanese,52_thunder,kaminari,kaminari,k a m i n a r i,,Muromachijidaigo2001,,,^ k a m i n a r i $,default,kaminari,k a m i n a r i,a i k m n r
52,MiddleJapanese-53_tochew-1,,MiddleJapanese,53_tochew,kamu,kamu,k a m u,,Muromachijidaigo2001,,,^ k a m u $,default,kamu,k a m u,a k m u
53,MiddleJapanese-54_tohunt-1,,MiddleJapanese,54_tohunt,kari,kari,k a r i,,Muromachijidaigo2001,,,^ k a r i $,default,kari,k a r i,a i k r
54,MiddleJapanese-55_skin-1,,MiddleJapanese,55_skin,kaha,kaha,k a h a,,Muromachijidaigo2001,,,^ k a h a $,default,kaha,k a h a,a h k
55,MiddleJapanese-56_dry-1,,MiddleJapanese,56_dry,kawaku,kawaku,k a w a k u,,Muromachijidaigo2001,,,^ k a w a k u $,default,kawaku,k a w a k u,a k u w
56,MiddleJapanese-57_yellow-1,,MiddleJapanese,57_yellow,ki,ki,k i,,Muromachijidaigo2001,,,^ k i $,default,ki,k i,i k
57,MiddleJapanese-58_tohear-1,,MiddleJapanese,58_tohear,kiku,kiku,k i k u,,Muromachijidaigo2001,,,^ k i k u $,default,kiku,k i k u,i k u
58,MiddleJapanese-59_dirty-1,,MiddleJapanese,59_dirty,kitanaʃi,kitanaʃi,k i t a n a ʃ i,,Muromachijidaigo2001,,,^ k i t a n a ʃ i $,default,kitanaʃi,k i t a n a S i,S a i k n t
59,MiddleJapanese-60_liver-1,,MiddleJapanese,60_liver,kimo,kimo,k i m o,,Muromachijidaigo2001,,,^ k i m o $,default,kimo,k i m o,i k m o
60,MiddleJapanese-61_fog-1,,MiddleJapanese,61_fog,kiri,kiri,k i r i,,Muromachijidaigo2001,,,^ k i r i $,default,kiri,k i r i,i k r
61,MiddleJapanese-62_tocuthack-1,,MiddleJapanese,62_tocuthack,kiru,kiru,k i r u,,Muromachijidaigo2001,,,^ k i r u $,default,kiru,k i r u,i k r u
62,MiddleJapanese-64_toeat-1,,MiddleJapanese,64_toeat,kuFu,kuFu,k u β u,,Muromachijidaigo2001,,,^ k u F u $,default,kuFu,k u b u,b k u
63,MiddleJapanese-65_grass-1,,MiddleJapanese,65_grass,kusa,kusa,k u s a,,Muromachijidaigo2001,,,^ k u s a $,default,kusa,k u s a,a k s u
64,MiddleJapanese-66_rotten-1,,MiddleJapanese,66_rotten,kusaru,kusaru,k u s a r u,,Muromachijidaigo2001,,,^ k u s a r u $,default,kusaru,k u s a r u,a k r s u
65,MiddleJapanese-67_mouth-1,,MiddleJapanese,67_mouth,kutʃi,kutʃi,k u tʃ i,,Muromachijidaigo2001,,,^ k u tʃ i $,default,kutʃi,k u tS i,i k tS u
66,MiddleJapanese-68_neck-1,,MiddleJapanese,68_neck,kubi,kubi,k u b i,,Muromachijidaigo2001,,,^ k u b i $,default,kubi,k u b i,b i k u
67,MiddleJapanese-69_cloud-1,,MiddleJapanese,69_cloud,kumo,kumo,k u m o,,Muromachijidaigo2001,,,^ k u m o $,default,kumo,k u m o,k m o u
68,MiddleJapanese-70_spider-1,,MiddleJapanese,70_spider,kumo,kumo,k u m o,,Muromachijidaigo2001,,,^ k u m o $,default,kumo,k u m o,k m o u
69,MiddleJapanese-71_tocome-1,,MiddleJapanese,71_tocome,ku,ku,k u,,Muromachijidaigo2001,,,^ k u $,default,ku,k u,k u
70,MiddleJapanese-72_black-1,,MiddleJapanese,72_black,kuroʃi,kuroʃi,k u r o ʃ i,,Muromachijidaigo2001,,,^ k u r o ʃ i $,default,kuroʃi,k u r o S i,S i k o r u
71,MiddleJapanese-73_hair-1,,MiddleJapanese,73_hair,ke,ke,k e,,Muromachijidaigo2001,,,^ k e $,default,ke,k e,e k
72,MiddleJapanese-74_smoke-1,,MiddleJapanese,74_smoke,kemuri,kemuri,k e m u r i,,Muromachijidaigo2001,,,^ k e m u r i $,default,kemuri,k e m u r i,e i k m r u
73,MiddleJapanese-75_nine-1,,MiddleJapanese,75_nine,kokonotsu,kokonotsu,k o k o n o ts u,,Muromachijidaigo2001,,,^ k o k o n o ts u $,default,kokonotsu,k o k o n o ts u,k n o ts u
74,MiddleJapanese-77_child-1,,MiddleJapanese,77_child,kodomo,kodomo,k o d o m o,,Muromachijidaigo2001,,,^ k o d o m o $,default,kodomo,k o d o m o,d k m o
75,MiddleJapanese-78_this-1,,MiddleJapanese,78_this,kore,kore,k o r e,,Muromachijidaigo2001,,,^ k o r e $,default,kore,k o r e,e k o r
76,MiddleJapanese-79_tokill-1,,MiddleJapanese,79_tokill,korosu,korosu,k o r o s u,,Muromachijidaigo2001,,,^ k o r o s u $,default,korosu,k o r o s u,k o r s u
77,MiddleJapanese-80_fish-1,,MiddleJapanese,80_fish,iwo,iwo,i w o,,Muromachijidaigo2001,,,^ i w o $,default,iwo,i w o,i o w
78,MiddleJapanese-81_tosplit-1,,MiddleJapanese,81_tosplit,saku,saku,s a k u,,Muromachijidaigo2001,,,^ s a k u $,default,saku,s a k u,a k s u
79,MiddleJapanese-82_tostabpierce-1,,MiddleJapanese,82_tostabpierce,sasu,sasu,s a s u,,Muromachijidaigo2001,,,^ s a s u $,default,sasu,s a s u,a s u
80,MiddleJapanese-83_cold-1,,MiddleJapanese,83_cold,samuʃi,samuʃi,s a m u ʃ i,,Muromachijidaigo2001,,,^ s a m u ʃ i $,default,samuʃi,s a m u S i,S a i m s u
81,MiddleJapanese-84_salt-1,,MiddleJapanese,84_salt,ʃiho,ʃiho,ʃ i h o,,Muromachijidaigo2001,,,^ ʃ i h o $,default,ʃiho,S i h o,S h i o
82,MiddleJapanese-85_below-1,,MiddleJapanese,85_below,ʃita,ʃita,ʃ i t a,,Muromachijidaigo2001,,,^ ʃ i t a $,default,ʃita,S i t a,S a i t
83,MiddleJapanese-86_tongue-1,,MiddleJapanese,86_tongue,ʃita,ʃita,ʃ i t a,,Muromachijidaigo2001,,,^ ʃ i t a $,default,ʃita,S i t a,S a i t
84,MiddleJapanese-87_todiebedead-1,,MiddleJapanese,87_todiebedead,ʃinu,ʃinu,ʃ i n u,,Muromachijidaigo2001,,,^ ʃ i n u $,default,ʃinu,S i n u,S i n u
85,MiddleJapanese-88_tosqueeze-1,,MiddleJapanese,88_tosqueeze,ʃiboru,ʃiboru,ʃ i b o r u,,Muromachijidaigo2001,,,^ ʃ i b o r u $,default,ʃiboru,S i b o r u,S b i o r u
86,MiddleJapanese-89_louse-1,,MiddleJapanese,89_louse,ʃirami,ʃirami,ʃ i r a m i,,Muromachijidaigo2001,,,^ ʃ i r a m i $,default,ʃirami,S i r a m i,S a i m r
87,MiddleJapanese-90_toknowbeknowledgeable-1,,MiddleJapanese,90_toknowbeknowledgeable,ʃiru,ʃiru,ʃ i r u,,Muromachijidaigo2001,,,^ ʃ i r u $,default,ʃiru,S i r u,S i r u
88,MiddleJapanese-91_white-1,,MiddleJapanese,91_white,ʃiro,ʃiro,ʃ i r o,,Muromachijidaigo2001,,,^ ʃ i r o $,default,ʃiro,S i r o,S i o r
89,MiddleJapanese-92_tosuck-1,,MiddleJapanese,92_tosuck,suçiː,suçiː,s u ç iː,,Muromachijidaigo2001,,,^ s u ç iː $,default,suçiː,s u S i,S i s u
90,MiddleJapanese-93_sand-1,,MiddleJapanese,93_sand,suna,suna,s u n a,,Muromachijidaigo2001,,,^ s u n a $,default,suna,s u n a,a n s u
91,MiddleJapanese-94_tosit-1,,MiddleJapanese,94_tosit,swaru,swaru,s w a r u,,Muromachijidaigo2001,,,^ sw a r u $,default,swaru,s w a r u,a r s u w
92,MiddleJapanese-95_back-1,,MiddleJapanese,95_back,senaka,senaka,s e n a k a,,Muromachijidaigo2001,,,^ s e n a k a $,default,senaka,s e n a k a,a e k n s
93,MiddleJapanese-96_narrow-1,,MiddleJapanese,96_narrow,semaʃi,semaʃi,s e m a ʃ i,,Muromachijidaigo2001,,,^ s e m a ʃ i $,default,semaʃi,s e m a S i,S a e i m s
94,MiddleJapanese-97_onethousand-1,,MiddleJapanese,97_onethousand,tʃi,tʃi,tʃ i,,Muromachijidaigo2001,,,^ tʃ i $,default,tʃi,tS i,i tS
95,MiddleJapanese-98_togrow-1,,MiddleJapanese,98_togrow,sodateː,sodateː,s o d a t eː,,Muromachijidaigo2001,,,^ s o d a t eː $,default,sodateː,s o d a t e,a d e o s t
96,MiddleJapanese-99_sky-1,,MiddleJapanese,99_sky,sora,sora,s o r a,,Muromachijidaigo2001,,,^ s o r a $,default,sora,s o r a,a o r s
97,MiddleJapanese-100_topoundbeat-1,,MiddleJapanese,100_topoundbeat,tataku,tataku,t a t a k u,,Muromachijidaigo2001,,,^ t a t a k u $,default,tataku,t a t a k u,a k t u
98,MiddleJapanese-101_tostand-1,,MiddleJapanese,101_tostand,tatsu,tatsu,t a ts u,,Muromachijidaigo2001,,,^ t a ts u $,default,tatsu,t a ts u,a t ts u
99,MiddleJapanese-102_egg-1,,MiddleJapanese,102_egg,tamago,tamago,t a m a g o,,Muromachijidaigo2001,,,^ t a m a g o $,default,tamago,t a m a g o,a g m o t
100,MiddleJapanese-103_blood-1,,MiddleJapanese,103_blood,tʃi,tʃi,tʃ i,,Muromachijidaigo2001,,,^ tʃ i $,default,tʃi,tS i,i tS
101,MiddleJapanese-104_small-1,,MiddleJapanese,104_small,tʃiçisaʃi,tʃiçisaʃi,tʃ i ç i s a ʃ i,,Muromachijidaigo2001,,,^ tʃ i ç i s a ʃ i $,default,tʃihisaʃi,tS i S i s a S i,S a i s tS
102,MiddleJapanese-105_near-1,,MiddleJapanese,105_near,tʃikaʃi,tʃikaʃi,tʃ i k a ʃ i,,Muromachijidaigo2001,,,^ tʃ i k a ʃ i $,default,tʃikaʃi,tS i k a S i,S a i k tS
103,MiddleJapanese-106_father-1,,MiddleJapanese,106_father,tʃitʃi,tʃitʃi,tʃ i tʃ i,,Muromachijidaigo2001,,,^ tʃ i tʃ i $,default,tʃitʃi,tS i tS i,i tS
104,MiddleJapanese-107_moon-1,,MiddleJapanese,107_moon,tsuki,tsuki,ts u k i,,Muromachijidaigo2001,,,^ ts u k i $,default,tsuki,ts u k i,i k ts u
105,MiddleJapanese-108_earthsoil-1,,MiddleJapanese,108_earthsoil,tsuʃi,tsuʃi,ts u ʃ i,,Muromachijidaigo2001,,,^ ts u ʃ i $,default,tsuʃi,ts u S i,S i ts u
106,MiddleJapanese-109_wife-1,,MiddleJapanese,109_wife,tsuma,tsuma,ts u m a,,Muromachijidaigo2001,,,^ ts u m a $,default,tsuma,ts u m a,a m ts u
107,MiddleJapanese-110_hand-1,,MiddleJapanese,110_hand,te,te,t e,,Muromachijidaigo2001,,,^ t e $,default,te,t e,e t
108,MiddleJapanese-133_at-1,,MiddleJapanese,133_at,de,de,d e,,Muromachijidaigo2001,,,^ d e $,default,de,d e,d e
109,MiddleJapanese-112_and-1,,MiddleJapanese,112_and,to,to,t o,,Muromachijidaigo2001,,,^ t o $,default,to,t o,o t
110,MiddleJapanese-113_how-1,,MiddleJapanese,113_how,dou,dou,d o u,,Muromachijidaigo2001,,,^ d o u $,default,dou,d o u,d o u
111,MiddleJapanese-115_far-1,,MiddleJapanese,115_far,tohoʃi,tohoʃi,t o h o ʃ i,,Muromachijidaigo2001,,,^ t o h o ʃ i $,default,tohosi,t o h o S i,S h i o t
112,MiddleJapanese-116_where-1,,MiddleJapanese,116_where,doko,doko,d o k o,,Muromachijidaigo2001,,,^ d o k o $,default,doko,d o k o,d k o
113,MiddleJapanese-117_year-1,,MiddleJapanese,117_year,toʃi,toʃi,t o ʃ i,,Muromachijidaigo2001,,,^ t o ʃ i $,default,toʃi,t o S i,S i o t
114,MiddleJapanese-118_what-1,,MiddleJapanese,118_what,dono,dono,d o n o,,Muromachijidaigo2001,,,^ d o n o $,default,dono,d o n o,d n o
115,MiddleJapanese-119_who-1,,MiddleJapanese,119_who,donoçito,donoçito,d o n o ç i t o,,Muromachijidaigo2001,,,^ d o n o ç i t o $,default,donoçito,d o n o S i t o,S d i n o t
116,MiddleJapanese-120_tofly-1,,MiddleJapanese,120_tofly,tobu,tobu,t o b u,,Muromachijidaigo2001,,,^ t o b u $,default,tobu,t o b u,b o t u
117,MiddleJapanese-121_bird-1,,MiddleJapanese,121_bird,tori,tori,t o r i,,Muromachijidaigo2001,,,^ t o r i $,default,tori,t o r i,i o r t
118,MiddleJapanese-122_nonot-1,,MiddleJapanese,122_nonot,nu,nu,n u,,Muromachijidaigo2001,,,^ n u $,default,nai,n u,n u
119,MiddleJapanese-123_ininside-1,,MiddleJapanese,123_ininside,naka,naka,n a k a,,Muromachijidaigo2001,,,^ n a k a $,default,naka,n a k a,a k n
120,MiddleJapanese-124_long-1,,MiddleJapanese,124_long,nagai,nagai,n a g a i,,Muromachijidaigo2001,,,^ n a g a i $,default,nagai,n a g a i,a g i n
121,MiddleJapanese-125_toflow-1,,MiddleJapanese,125_toflow,nagare,nagare,n a g a r e,,Muromachijidaigo2001,,,^ n a g a r e $,default,nagare,n a g a r e,a e g n r
122,MiddleJapanese-126_tocry-1,,MiddleJapanese,126_tocry,naku,naku,n a k u,,Muromachijidaigo2001,,,^ n a k u $,default,naku,n a k u,a k n u
123,MiddleJapanese-127_tohit-1,,MiddleJapanese,127_tohit,utsu,utsu,u ts u,,Muromachijidaigo2001,,,^ u ts u $,default,utsu,u ts u,ts u
124,MiddleJapanese-128_tothrow-1,,MiddleJapanese,128_tothrow,nagu,nagu,n a g u,,Muromachijidaigo2001,,,^ n a g u $,default,nagu,n a g u,a g n u
125,MiddleJapanese-129_seven-1,,MiddleJapanese,129_seven,nanatsu,nanatsu,n a n a ts u,,Muromachijidaigo2001,,,^ n a n a ts u $,default,nanatsu,n a n a ts u,a n ts u
126,MiddleJapanese-130_name-1,,MiddleJapanese,130_name,na,na,n a,,Muromachijidaigo2001,,,^ n a $,default,na,n a,a n
127,MiddleJapanese-131_rope-1,,MiddleJapanese,131_rope,wo,wo,w o,,Muromachijidaigo2001,,,^ w o $,default,wo,w o,o w
128,MiddleJapanese-132_thou-1,,MiddleJapanese,132_thou,naɴdʒi,naɴdʒi,n a ɴ dʒ i,,Muromachijidaigo2001,,,^ n a ɴ dʒ i $,default,naɴdʒi,n a N dZ i,N a dZ i n
129,MiddleJapanese-133_at-2,,MiddleJapanese,133_at,ni,ni,n i,,Muromachijidaigo2001,,,^ n i $,default,ni,n i,i n
130,MiddleJapanese-134_meatflesh-1,,MiddleJapanese,134_meatflesh,niku,niku,n i k u,,Muromachijidaigo2001,,,^ n i k u $,default,niku,n i k u,i k n u
131,MiddleJapanese-135_twenty-1,,MiddleJapanese,135_twenty,hata,hata,h a t a,,Muromachijidaigo2001,,,^ h a t a $,default,hata,h a t a,a h t
132,MiddleJapanese-136_dullblunt-1,,MiddleJapanese,136_dullblunt,nibuʃi,nibuʃi,n i b u ʃ i,,Muromachijidaigo2001,,,^ n i b u ʃ i $,default,nibuʃi,n i b u S i,S b i n u
133,MiddleJapanese-137_tosew-1,,MiddleJapanese,137_tosew,nuFu,nuFu,n u β u,,Muromachijidaigo2001,,,^ n u F u $,default,nuFu,n u b u,b n u
134,MiddleJapanese-138_tosteal-1,,MiddleJapanese,138_tosteal,nusumu,nusumu,n u s u m u,,Muromachijidaigo2001,,,^ n u s u m u $,default,nusumu,n u s u m u,m n s u
135,MiddleJapanese-139_wet-1,,MiddleJapanese,139_wet,nure,nure,n u r e,,Muromachijidaigo2001,,,^ n u r e $,default,nure,n u r e,e n r u
136,MiddleJapanese-140_root-1,,MiddleJapanese,140_root,ne,ne,n e,,Muromachijidaigo2001,,,^ n e $,default,ne,n e,e n
137,MiddleJapanese-141_rat-1,,MiddleJapanese,141_rat,nedzumi,nedzumi,n e d z u m i,,Muromachijidaigo2001,,,^ n e d z u m i $,default,nedzumi,n e d z u m i,d e i m n u z
138,MiddleJapanese-142_tosleep-1,,MiddleJapanese,142_tosleep,neburu,neburu,n e b u r u,,Muromachijidaigo2001,,,^ n e b u r u $,default,neburu,n e b u r u,b e n r u
139,MiddleJapanese-143_toliedown-1,,MiddleJapanese,143_toliedown,nu,nu,n u,,Muromachijidaigo2001,,,^ n u $,default,nu,n u,n u
140,MiddleJapanese-144_toclimb-1,,MiddleJapanese,144_toclimb,noboru,noboru,n o b o r u,,Muromachijidaigo2001,,,^ n o b o r u $,default,noboru,n o b o r u,b n o r u
141,MiddleJapanese-145_todrink-1,,MiddleJapanese,145_todrink,nomu,nomu,n o m u,,Muromachijidaigo2001,,,^ n o m u $,default,nomu,n o m u,m n o u
142,MiddleJapanese-146_leaf-1,,MiddleJapanese,146_leaf,ha,ha,h a,,Muromachijidaigo2001,,,^ h a $,default,ha,h a,a h
143,MiddleJapanese-147_tooth-1,,MiddleJapanese,147_tooth,ha,ha,h a,,Muromachijidaigo2001,,,^ h a $,default,ha,h a,a h
144,MiddleJapanese-148_ash-1,,MiddleJapanese,148_ash,haçi,haçi,h a ç i,,Muromachijidaigo2001,,,^ h a ç i $,default,haçi,h a S i,S a h i
145,MiddleJapanese-149_tospit-1,,MiddleJapanese,149_tospit,haku,haku,h a k u,,Muromachijidaigo2001,,,^ h a k u $,default,haku,h a k u,a h k u
146,MiddleJapanese-150_tovomit-1,,MiddleJapanese,150_tovomit,haku,haku,h a k u,,Muromachijidaigo2001,,,^ h a k u $,default,haku,h a k u,a h k u
147,MiddleJapanese-151_shyashamed-1,,MiddleJapanese,151_shyashamed,hadʒigahaʃi,hadʒigahaʃi,h a dʒ i g a h a ʃ i,,Muromachijidaigo2001,,,^ h a dʒ i g a h a ʃ i $,default,hadʒigahaʃi,h a dZ i g a h a S i,S a dZ g h i
148,MiddleJapanese-152_towork-1,,MiddleJapanese,152_towork,hataraku,hataraku,h a t a r a k u,,Muromachijidaigo2001,,,^ h a t a r a k u $,default,hataraku,h a t a r a k u,a h k r t u
149,MiddleJapanese-153_flower-1,,MiddleJapanese,153_flower,hana,hana,h a n a,,Muromachijidaigo2001,,,^ h a n a $,default,hana,h a n a,a h n
150,MiddleJapanese-154_nose-1,,MiddleJapanese,154_nose,hana,hana,h a n a,,Muromachijidaigo2001,,,^ h a n a $,default,hana,h a n a,a h n
151,MiddleJapanese-155_feather-1,,MiddleJapanese,155_feather,hane,hane,h a n e,,Muromachijidaigo2001,,,^ h a n e $,default,hane,h a n e,a e h n
152,MiddleJapanese-156_wing-1,,MiddleJapanese,156_wing,hane,hane,h a n e,,Muromachijidaigo2001,,,^ h a n e $,default,hane,h a n e,a e h n
