ID,Form_ID,Form,Cognateset_ID,Doubt,Cognate_Detection_Method,Source,Alignment,Alignment_Method,Alignment_Source
Tubatulabel-65_vomit-1-1,Tubatulabel-65_vomit-1,wayuub-,65_vomit-7,false,expert,,,,
Tubatulabel-65_vomit-2-1,Tubatulabel-65_vomit-2,awayuup,65_vomit-7,false,expert,,,,
Tubatulabel-66_see-1-1,Tubatulabel-66_see-1,taawɨg-ɨt,66_see-2,false,expert,,,,
Tubatulabel-67_hear-1-1,Tubatulabel-67_hear-1,haʔ-,67_hear-3,false,expert,,,,
Tubatulabel-67_hear-2-1,Tubatulabel-67_hear-2,aahaʔ,67_hear-3,false,expert,,,,
Tubatulabel-68_know-1-1,Tubatulabel-68_know-1,maag-,68_know-3,false,expert,,,,
Tubatulabel-68_know-2-1,Tubatulabel-68_know-2,amak,68_know-3,false,expert,,,,
Tubatulabel-69_sleep-1-1,Tubatulabel-69_sleep-1,culuum,69_sleep-4,false,expert,,,,
Tubatulabel-69_sleep-2-1,Tubatulabel-69_sleep-2,uculuum,69_sleep-4,false,expert,,,,
Tubatulabel-69_sleep-3-1,Tubatulabel-69_sleep-3,tahkin,,false,expert,,,,
Tubatulabel-69_sleep-4-1,Tubatulabel-69_sleep-4,atahkin,,false,expert,,,,
Tubatulabel-70_die-1-1,Tubatulabel-70_die-1,muug-,70_die-2,false,expert,,,,
Tubatulabel-71_kill-1-1,Tubatulabel-71_kill-1,mɨʔɨg,71_kill-3,false,expert,,,,
Tubatulabel-71_kill-2-1,Tubatulabel-71_kill-2,ɨmɨʔɨk,71_kill-3,false,expert,,,,
Tubatulabel-72_fly-1-1,Tubatulabel-72_fly-1,ool-ɨt,72_fly-4,false,expert,,,,
Tubatulabel-73_walk-1-1,Tubatulabel-73_walk-1,miy-,73_walk-2,false,expert,,,,
Tubatulabel-73_walk-2-1,Tubatulabel-73_walk-2,iimiy,73_walk-2,false,expert,,,,
Tubatulabel-74_come-1-1,Tubatulabel-74_come-1,kim-,74_come-1,false,expert,,,,
Tubatulabel-74_come-2-1,Tubatulabel-74_come-2,iŋgim,74_come-1,false,expert,,,,
Tubatulabel-75_lie-1-1,Tubatulabel-75_lie-1,tambɨɨʔ,75_lie-7,false,expert,,,,
Tubatulabel-75_lie-2-1,Tubatulabel-75_lie-2,andambɨɨʔ,75_lie-7,false,expert,,,,
Tubatulabel-76_sitsitdown-1-1,Tubatulabel-76_sitsitdown-1,halʔ-ɨt,76_sitsitdown-1,false,expert,,,,
Tubatulabel-76_sitsitdown-2-1,Tubatulabel-76_sitsitdown-2,aahalʔ,,false,expert,,,,
Tubatulabel-77_standup-1-1,Tubatulabel-77_standup-1,ɨiwɨn-,77_standup-1,false,expert,,,,
Tubatulabel-77_standup-2-1,Tubatulabel-77_standup-2,ɨɨʔɨwɨn,77_standup-1,false,expert,,,,
Tubatulabel-78_throw-1-1,Tubatulabel-78_throw-1,apalak,78_throw-6,false,expert,,,,
Tubatulabel-78_throw-2-1,Tubatulabel-78_throw-2,palak,78_throw-6,false,expert,,,,
Tubatulabel-79_give-1-1,Tubatulabel-79_give-1,maha-,79_give-3,false,expert,,,,
Tubatulabel-79_give-2-1,Tubatulabel-79_give-2,amha,,false,expert,,,,
Tubatulabel-80_say-1-1,Tubatulabel-80_say-1,piŋgɨ,80_say-8,false,expert,,,,
Tubatulabel-81_sing-1-1,Tubatulabel-81_sing-1,aayaan-,81_sing-13,false,expert,,,,
Tubatulabel-82_sun-1-1,Tubatulabel-82_sun-1,taa-l,82_sun-5,false,expert,,,,
Tubatulabel-83_moon-1-1,Tubatulabel-83_moon-1,mɨɨyabiš-t,83_moon-1,false,expert,,,,
Tubatulabel-84_star-1-1,Tubatulabel-84_star-1,šuu-l,84_star-3,false,expert,,,,
Tubatulabel-85_sky-1-1,Tubatulabel-85_sky-1,tookoombahl,85_sky-1,false,expert,,,,
Tubatulabel-86_water-1-1,Tubatulabel-86_water-1,paa-l,86_water-1,false,expert,,,,
Tubatulabel-87_wind-1-1,Tubatulabel-87_wind-1,xkahwal,87_wind-1,false,expert,,,,
Tubatulabel-88_rain-1-1,Tubatulabel-88_rain-1,taŋ,88_rain-15,false,expert,,,,
Tubatulabel-88_rain-2-1,Tubatulabel-88_rain-2,andaŋ,88_rain-6,false,expert,,,,
Tubatulabel-89_snow-1-1,Tubatulabel-89_snow-1,nɨbaʔ-ɨt,89_snow-1,false,expert,,,,
Tubatulabel-89_snow-2-1,Tubatulabel-89_snow-2,ɨnɨbaʔ,89_snow-1,false,expert,,,,
Tubatulabel-89_snow-3-1,Tubatulabel-89_snow-3,nŭpahl,,false,expert,,,,
Tubatulabel-90_stonerock-1-1,Tubatulabel-90_stonerock-1,tɨn-t,90_stonerock-1,false,expert,,,,
Tubatulabel-91_sand-1-1,Tubatulabel-91_sand-1,šihpi-t,91_sand-1,false,expert,,,,
Tubatulabel-92_earth-1-1,Tubatulabel-92_earth-1,šuwaa-l,,false,expert,,,,
Tubatulabel-93_salt-1-1,Tubatulabel-93_salt-1,oonahl,93_salt-1,false,expert,,,,
Tubatulabel-94_cloud-1-1,Tubatulabel-94_cloud-1,paašuumis-t,94_cloud-10,false,expert,,,,
Tubatulabel-95_smoke-1-1,Tubatulabel-95_smoke-1,uuiya,95_smoke-8,false,expert,,,,
Tubatulabel-96_fire-1-1,Tubatulabel-96_fire-1,ku-t,96_fire-2,false,expert,,,,
Tubatulabel-97_ash-1-1,Tubatulabel-97_ash-1,tongul,97_ash-3,false,expert,,,,
Tubatulabel-98_burn-1-1,Tubatulabel-98_burn-1,cama,98_burn-8,false,expert,,,,
Tubatulabel-98_burn-2-1,Tubatulabel-98_burn-2,anʒama,98_burn-8,false,expert,,,,
Tubatulabel-99_pathroad-1-1,Tubatulabel-99_pathroad-1,poh-t,99_pathroad-1,false,expert,,,,
Tubatulabel-100_mountain-1-1,Tubatulabel-100_mountain-1,muwaa-l,100_mountain-4,false,expert,,,,
Tubatulabel-101_red-1-1,Tubatulabel-101_red-1,melʔmel,101_red-6,false,expert,,,,
Tubatulabel-102_green-1-1,Tubatulabel-102_green-1,hulʔhulʔ,102_green-7,false,expert,,,,
Tubatulabel-102_green-2-1,Tubatulabel-102_green-2,uuhulʔhulʔ,102_green-7,false,expert,,,,
Tubatulabel-103_yellow-1-1,Tubatulabel-103_yellow-1,úam,103_yellow-1,false,expert,,,,
Tubatulabel-104_white-1-1,Tubatulabel-104_white-1,poošɨ-ɨt,104_white-4,false,expert,,,,
Tubatulabel-104_white-2-1,Tubatulabel-104_white-2,ooboošɨ,104_white-4,false,expert,,,,
Tubatulabel-105_black-1-1,Tubatulabel-105_black-1,tuugu,105_black-1,false,expert,,,,
Tubatulabel-105_black-2-1,Tubatulabel-105_black-2,uuduugu,105_black-1,false,expert,,,,
Tubatulabel-106_night-1-1,Tubatulabel-106_night-1,tuugi-t,106_night-1,false,expert,,,,
Tubatulabel-106_night-2-1,Tubatulabel-106_night-2,tuuga-l,106_night-1,false,expert,,,,
Tubatulabel-107_name-1-1,Tubatulabel-107_name-1,indiŋwa-,107_name-2,false,expert,,,,
Tubatulabel-107_name-2-1,Tubatulabel-107_name-2,tiŋwa,107_name-2,false,expert,,,,
Tubatulabel-108_year-1-1,Tubatulabel-108_year-1,šuwaa-l,,false,expert,,,,
Tubatulabel-110_three-1-1,Tubatulabel-110_three-1,paai,110_three-1,false,expert,,,,
Tubatulabel-111_four-1-1,Tubatulabel-111_four-1,naanaau,111_four-6,false,expert,,,,
Tubatulabel-112_five-1-1,Tubatulabel-112_five-1,maahaijiya,112_five-3,false,expert,,,,
